st_dbscan_cluster_id,vehicle_type,count,share
96,SCOOTER,49,0.5
96,TOURIST BUS,1,0.01020408163265306
97,CAR,13,0.08783783783783784
97,MAXI-CAB,1,0.006756756756756757
97,MOTOR CYCLE,4,0.02702702702702703
97,PASSENGER AUTO,117,0.7905405405405406
97,PRIVATE BUS,1,0.006756756756756757
97,SCOOTER,11,0.07432432432432433
97,VAN,1,0.006756756756756757
98,MOTOR CYCLE,13,0.65
98,PASSENGER AUTO,1,0.05
98,SCOOTER,6,0.3
99,BUS (BMTC/KSRTC),1,0.024390243902439025
99,CAR,3,0.07317073170731707
99,JEEP,1,0.024390243902439025
99,MOTOR CYCLE,7,0.17073170731707318
99,SCOOTER,29,0.7073170731707317
100,CAR,113,0.7847222222222222
100,HGV,1,0.006944444444444444
100,LGV,1,0.006944444444444444
100,MAXI-CAB,28,0.19444444444444445
100,TEMPO,1,0.006944444444444444
101,CAR,15,0.23076923076923078
101,GOODS AUTO,1,0.015384615384615385
101,LGV,3,0.046153846153846156
101,MAXI-CAB,3,0.046153846153846156
101,MOTOR CYCLE,3,0.046153846153846156
101,PASSENGER AUTO,15,0.23076923076923078
101,PRIVATE BUS,6,0.09230769230769231
101,SCOOTER,17,0.26153846153846155
101,TOURIST BUS,1,0.015384615384615385
101,VAN,1,0.015384615384615385
102,CAR,2,0.04081632653061224
102,MOTOR CYCLE,18,0.3673469387755102
102,SCOOTER,29,0.5918367346938775
103,CAR,22,0.15602836879432624
103,GOODS AUTO,10,0.07092198581560284
103,HGV,1,0.0070921985815602835
103,LGV,9,0.06382978723404255
103,LORRY/GOODS VEHICLE,12,0.0851063829787234
103,MINI LORRY,3,0.02127659574468085
103,MOPED,2,0.014184397163120567
103,MOTOR CYCLE,7,0.04964539007092199
103,PASSENGER AUTO,21,0.14893617021276595
103,PRIVATE BUS,11,0.07801418439716312
103,SCOOTER,40,0.28368794326241137
103,TOURIST BUS,3,0.02127659574468085
104,BUS (BMTC/KSRTC),1,0.008849557522123894
104,CAR,40,0.35398230088495575
104,LGV,1,0.008849557522123894
104,MAXI-CAB,14,0.12389380530973451
104,MOTOR CYCLE,3,0.02654867256637168
104,OTHERS,1,0.008849557522123894
104,PASSENGER AUTO,48,0.4247787610619469
104,PRIVATE BUS,4,0.035398230088495575
104,SCOOTER,1,0.008849557522123894
105,CAR,2,0.08695652173913043
105,LGV,1,0.043478260869565216
105,MOTOR CYCLE,2,0.08695652173913043
105,PASSENGER AUTO,8,0.34782608695652173
105,PRIVATE BUS,3,0.13043478260869565
105,SCOOTER,5,0.21739130434782608
105,TEMPO,1,0.043478260869565216
105,TOURIST BUS,1,0.043478260869565216
106,CAR,38,0.4470588235294118
106,GOODS AUTO,2,0.023529411764705882
106,LGV,17,0.2
106,MAXI-CAB,1,0.011764705882352941
106,MOTOR CYCLE,6,0.07058823529411765
106,PASSENGER AUTO,8,0.09411764705882353
106,SCOOTER,13,0.15294117647058825
107,CAR,2,0.09523809523809523
107,MOTOR CYCLE,11,0.5238095238095238
107,SCOOTER,8,0.38095238095238093
108,CAR,1,0.04
108,GOODS AUTO,16,0.64
108,PASSENGER AUTO,2,0.08
108,SCOOTER,5,0.2
108,TEMPO,1,0.04
109,CAR,4,0.15384615384615385
109,LGV,1,0.038461538461538464
109,MOTOR CYCLE,4,0.15384615384615385
109,PASSENGER AUTO,7,0.2692307692307692
109,SCOOTER,10,0.38461538461538464
110,CAR,75,0.6410256410256411
110,JEEP,1,0.008547008547008548
110,LGV,3,0.02564102564102564
110,MAXI-CAB,2,0.017094017094017096
110,MOTOR CYCLE,7,0.05982905982905983
110,PASSENGER AUTO,2,0.017094017094017096
110,SCOOTER,26,0.2222222222222222
110,VAN,1,0.008547008547008548
111,CAR,6,0.2608695652173913
111,JEEP,1,0.043478260869565216
111,LGV,1,0.043478260869565216
111,MOTOR CYCLE,3,0.13043478260869565
111,PASSENGER AUTO,4,0.17391304347826086
111,SCOOTER,7,0.30434782608695654
111,VAN,1,0.043478260869565216
112,CAR,25,0.2808988764044944
112,GOODS AUTO,2,0.02247191011235955
112,HGV,2,0.02247191011235955
112,LGV,3,0.033707865168539325
112,MAXI-CAB,1,0.011235955056179775
112,MOTOR CYCLE,7,0.07865168539325842
112,PASSENGER AUTO,27,0.30337078651685395
112,SCOOTER,19,0.21348314606741572
112,TEMPO,1,0.011235955056179775
112,VAN,2,0.02247191011235955
113,CAR,4,0.14285714285714285
113,MOTOR CYCLE,9,0.32142857142857145
113,SCOOTER,15,0.5357142857142857
114,CAR,1,0.03125
114,MOTOR CYCLE,9,0.28125
114,PASSENGER AUTO,9,0.28125
114,SCOOTER,13,0.40625
115,CAR,16,0.6956521739130435
115,MOTOR CYCLE,2,0.08695652173913043
115,PASSENGER AUTO,2,0.08695652173913043
115,SCOOTER,3,0.13043478260869565
116,BUS (BMTC/KSRTC),7,0.10606060606060606
116,CAR,39,0.5909090909090909
116,FACTORY BUS,1,0.015151515151515152
116,MAXI-CAB,1,0.015151515151515152
116,MOTOR CYCLE,1,0.015151515151515152
116,PASSENGER AUTO,1,0.015151515151515152
116,PRIVATE BUS,9,0.13636363636363635
116,TEMPO,1,0.015151515151515152
116,TOURIST BUS,6,0.09090909090909091
117,BUS (BMTC/KSRTC),1,0.05
117,CAR,8,0.4
117,MOTOR CYCLE,1,0.05
117,PASSENGER AUTO,1,0.05
117,SCOOTER,8,0.4
117,TEMPO,1,0.05
118,CAR,5,0.19230769230769232
118,MOTOR CYCLE,3,0.11538461538461539
118,PASSENGER AUTO,1,0.038461538461538464
118,SCOOTER,17,0.6538461538461539
119,CAR,22,0.27848101265822783
119,JEEP,1,0.012658227848101266
119,LGV,1,0.012658227848101266
119,MAXI-CAB,4,0.05063291139240506
119,MOTOR CYCLE,17,0.21518987341772153
119,PASSENGER AUTO,4,0.05063291139240506
119,SCOOTER,30,0.379746835443038
120,CAR,29,0.2815533980582524
120,MOTOR CYCLE,18,0.17475728155339806
120,PASSENGER AUTO,13,0.1262135922330097
120,SCOOTER,42,0.4077669902912621
120,TEMPO,1,0.009708737864077669
121,CAR,7,0.22580645161290322
121,LGV,1,0.03225806451612903
121,MOTOR CYCLE,9,0.2903225806451613
121,PASSENGER AUTO,2,0.06451612903225806
121,SCOOTER,11,0.3548387096774194
121,VAN,1,0.03225806451612903
122,CAR,1,0.03333333333333333
122,MOTOR CYCLE,7,0.23333333333333334
122,SCOOTER,22,0.7333333333333333
123,CAR,30,0.09009009009009009
123,JEEP,2,0.006006006006006006
123,MAXI-CAB,3,0.009009009009009009
123,MOTOR CYCLE,82,0.24624624624624625
123,PASSENGER AUTO,8,0.024024024024024024
123,SCOOTER,207,0.6216216216216216
123,TOURIST BUS,1,0.003003003003003003
124,BUS (BMTC/KSRTC),1,0.004975124378109453
124,CAR,51,0.2537313432835821
124,GOODS AUTO,1,0.004975124378109453
124,JEEP,3,0.014925373134328358
124,LGV,17,0.0845771144278607
124,MAXI-CAB,4,0.01990049751243781
124,MOTOR CYCLE,24,0.11940298507462686
124,PASSENGER AUTO,18,0.08955223880597014
124,PRIVATE BUS,1,0.004975124378109453
124,SCOOTER,75,0.373134328358209
124,TEMPO,1,0.004975124378109453
124,VAN,5,0.024875621890547265
125,CAR,4,0.07407407407407407
125,MOPED,17,0.3148148148148148
125,MOTOR CYCLE,25,0.46296296296296297
125,SCOOTER,8,0.14814814814814814
126,CAR,1,0.06666666666666667
126,MAXI-CAB,1,0.06666666666666667
126,PASSENGER AUTO,13,0.8666666666666667
127,CAR,1,0.018867924528301886
127,MOTOR CYCLE,14,0.2641509433962264
127,PASSENGER AUTO,1,0.018867924528301886
127,SCOOTER,36,0.6792452830188679
127,TRACTOR,1,0.018867924528301886
128,CAR,11,0.02981029810298103
128,MOPED,1,0.0027100271002710027
128,MOTOR CYCLE,121,0.32791327913279134
128,PASSENGER AUTO,1,0.0027100271002710027
128,SCOOTER,235,0.6368563685636857
129,CAR,20,0.7142857142857143
129,HGV,1,0.03571428571428571
129,MAXI-CAB,1,0.03571428571428571
129,MOTOR CYCLE,2,0.07142857142857142
129,OTHERS,1,0.03571428571428571
129,PASSENGER AUTO,3,0.10714285714285714
130,CAR,2,0.020202020202020204
130,MAXI-CAB,5,0.050505050505050504
130,MOTOR CYCLE,28,0.2828282828282828
130,PASSENGER AUTO,4,0.04040404040404041
130,SCOOTER,60,0.6060606060606061
131,CAR,124,0.2505050505050505
131,GOODS AUTO,2,0.00404040404040404
131,LGV,10,0.020202020202020204
131,MAXI-CAB,2,0.00404040404040404
131,MOPED,1,0.00202020202020202
131,MOTOR CYCLE,64,0.1292929292929293
131,PASSENGER AUTO,35,0.0707070707070707
131,SCOOTER,256,0.5171717171717172
131,VAN,1,0.00202020202020202
132,CAR,33,0.4177215189873418
132,JEEP,2,0.02531645569620253
132,MOTOR CYCLE,11,0.13924050632911392
132,PASSENGER AUTO,6,0.0759493670886076
132,SCOOTER,27,0.34177215189873417
133,BUS (BMTC/KSRTC),10,0.006430868167202572
133,CAR,233,0.14983922829581994
133,GOODS AUTO,4,0.002572347266881029
133,HGV,2,0.0012861736334405145
133,JEEP,5,0.003215434083601286
133,LGV,8,0.005144694533762058
133,MAXI-CAB,63,0.04051446945337621
133,MOPED,22,0.01414790996784566
133,MOTOR CYCLE,391,0.2514469453376206
133,PASSENGER AUTO,101,0.06495176848874598
133,PRIVATE BUS,2,0.0012861736334405145
133,SCOOTER,708,0.4553054662379421
133,TEMPO,1,0.0006430868167202572
133,TOURIST BUS,4,0.002572347266881029
133,TRACTOR,1,0.0006430868167202572
134,CAR,2,0.058823529411764705
134,PASSENGER AUTO,32,0.9411764705882353
135,MOTOR CYCLE,2,0.11764705882352941
135,SCOOTER,15,0.8823529411764706
136,CAR,30,0.5769230769230769
136,MAXI-CAB,1,0.019230769230769232
136,MOTOR CYCLE,1,0.019230769230769232
136,PASSENGER AUTO,4,0.07692307692307693
136,SCOOTER,16,0.3076923076923077
137,CAR,11,0.5238095238095238
137,MAXI-CAB,6,0.2857142857142857
137,MOTOR CYCLE,2,0.09523809523809523
137,PASSENGER AUTO,1,0.047619047619047616
137,TEMPO,1,0.047619047619047616
138,CAR,10,0.025
138,GOODS AUTO,3,0.0075
138,LGV,3,0.0075
138,MAXI-CAB,1,0.0025
138,MOPED,1,0.0025
138,MOTOR CYCLE,92,0.23
138,PASSENGER AUTO,5,0.0125
138,PRIVATE BUS,1,0.0025
138,SCHOOL VEHICLE,1,0.0025
138,SCOOTER,282,0.705
138,VAN,1,0.0025
139,CAR,18,0.45
139,MOTOR CYCLE,7,0.175
139,OTHERS,1,0.025
139,PASSENGER AUTO,2,0.05
139,SCOOTER,12,0.3
140,CAR,26,0.6190476190476191
140,JEEP,1,0.023809523809523808
140,LGV,1,0.023809523809523808
140,MAXI-CAB,8,0.19047619047619047
140,PASSENGER AUTO,2,0.047619047619047616
140,PRIVATE BUS,1,0.023809523809523808
140,SCOOTER,3,0.07142857142857142
141,CAR,12,0.5
141,GOODS AUTO,1,0.041666666666666664
141,HGV,1,0.041666666666666664
141,LGV,6,0.25
141,LORRY/GOODS VEHICLE,1,0.041666666666666664
141,MAXI-CAB,2,0.08333333333333333
141,PASSENGER AUTO,1,0.041666666666666664
142,MOTOR CYCLE,5,0.1388888888888889
142,SCOOTER,31,0.8611111111111112
143,CAR,36,0.43902439024390244
143,GOODS AUTO,1,0.012195121951219513
143,HGV,1,0.012195121951219513
143,LGV,7,0.08536585365853659
143,MAXI-CAB,5,0.06097560975609756
143,MOTOR CYCLE,10,0.12195121951219512
143,PASSENGER AUTO,15,0.18292682926829268
143,SCOOTER,6,0.07317073170731707
143,TEMPO,1,0.012195121951219513
144,CAR,13,0.21311475409836064
144,MOTOR CYCLE,9,0.14754098360655737
144,SCOOTER,39,0.639344262295082
145,CAR,95,0.3187919463087248
145,GOODS AUTO,1,0.003355704697986577
145,JEEP,1,0.003355704697986577
145,LGV,3,0.010067114093959731
145,LORRY/GOODS VEHICLE,1,0.003355704697986577
145,MAXI-CAB,10,0.03355704697986577
145,MOTOR CYCLE,36,0.12080536912751678
145,OTHERS,1,0.003355704697986577
145,PASSENGER AUTO,10,0.03355704697986577
145,SCOOTER,138,0.46308724832214765
145,TEMPO,1,0.003355704697986577
145,VAN,1,0.003355704697986577
146,CAR,1,0.05
146,FACTORY BUS,1,0.05
146,MAXI-CAB,2,0.1
146,MOTOR CYCLE,1,0.05
146,PASSENGER AUTO,2,0.1
146,PRIVATE BUS,1,0.05
146,SCOOTER,11,0.55
146,TOURIST BUS,1,0.05
147,BUS (BMTC/KSRTC),1,0.03125
147,CAR,11,0.34375
147,LGV,1,0.03125
147,MAXI-CAB,4,0.125
147,MOTOR CYCLE,3,0.09375
147,PASSENGER AUTO,6,0.1875
147,PRIVATE BUS,1,0.03125
147,SCOOTER,3,0.09375
147,TANKER,1,0.03125
147,VAN,1,0.03125
148,CAR,16,0.5925925925925926
148,MAXI-CAB,7,0.25925925925925924
148,PASSENGER AUTO,4,0.14814814814814814
149,CAR,9,0.1232876712328767
149,LGV,2,0.0273972602739726
149,MAXI-CAB,35,0.4794520547945205
149,MOTOR CYCLE,3,0.0410958904109589
149,PASSENGER AUTO,13,0.1780821917808219
149,SCOOTER,10,0.136986301369863
149,TANKER,1,0.0136986301369863
150,BUS (BMTC/KSRTC),2,0.09523809523809523
150,CAR,1,0.047619047619047616
150,MAXI-CAB,2,0.09523809523809523
150,MOTOR CYCLE,3,0.14285714285714285
150,SCOOTER,13,0.6190476190476191
151,CAR,50,0.18587360594795538
151,LGV,2,0.007434944237918215
151,MAXI-CAB,7,0.026022304832713755
151,MOPED,1,0.0037174721189591076
151,MOTOR CYCLE,69,0.25650557620817843
151,PASSENGER AUTO,41,0.1524163568773234
151,SCOOTER,99,0.3680297397769517
152,CAR,5,0.21739130434782608
152,MAXI-CAB,1,0.043478260869565216
152,MOTOR CYCLE,3,0.13043478260869565
152,PASSENGER AUTO,3,0.13043478260869565
152,SCOOTER,11,0.4782608695652174
153,CAR,6,0.2222222222222222
153,MOTOR CYCLE,9,0.3333333333333333
153,SCOOTER,12,0.4444444444444444
154,CAR,25,0.6578947368421053
154,LGV,3,0.07894736842105263
154,MAXI-CAB,1,0.02631578947368421
154,MOPED,1,0.02631578947368421
154,PASSENGER AUTO,2,0.05263157894736842
154,PRIVATE BUS,1,0.02631578947368421
154,SCHOOL VEHICLE,2,0.05263157894736842
154,SCOOTER,3,0.07894736842105263
155,GOODS AUTO,1,0.05555555555555555
155,LGV,2,0.1111111111111111
155,MAXI-CAB,3,0.16666666666666666
155,OTHERS,1,0.05555555555555555
155,PASSENGER AUTO,8,0.4444444444444444
155,SCOOTER,3,0.16666666666666666
156,CAR,13,0.5652173913043478
156,MOTOR CYCLE,1,0.043478260869565216
156,PASSENGER AUTO,4,0.17391304347826086
156,SCOOTER,5,0.21739130434782608
157,CAR,7,0.5
157,MOTOR CYCLE,2,0.14285714285714285
157,SCOOTER,5,0.35714285714285715
158,CAR,13,0.5909090909090909
158,OTHERS,1,0.045454545454545456
158,PASSENGER AUTO,6,0.2727272727272727
158,SCOOTER,2,0.09090909090909091
159,MOTOR CYCLE,6,0.2857142857142857
159,SCOOTER,15,0.7142857142857143
160,CAR,10,0.3225806451612903
160,MAXI-CAB,5,0.16129032258064516
160,MOTOR CYCLE,2,0.06451612903225806
160,PASSENGER AUTO,11,0.3548387096774194
160,SCOOTER,2,0.06451612903225806
160,TEMPO,1,0.03225806451612903
161,CAR,17,0.8947368421052632
161,LGV,1,0.05263157894736842
161,SCOOTER,1,0.05263157894736842
162,CAR,30,0.5769230769230769
162,JEEP,1,0.019230769230769232
162,MOTOR CYCLE,6,0.11538461538461539
162,SCOOTER,15,0.28846153846153844
163,CAR,14,0.875
163,MAXI-CAB,1,0.0625
163,SCOOTER,1,0.0625
164,BUS (BMTC/KSRTC),2,0.06896551724137931
164,CAR,7,0.2413793103448276
164,MAXI-CAB,2,0.06896551724137931
164,MOTOR CYCLE,7,0.2413793103448276
164,SCOOTER,11,0.3793103448275862
165,CAR,31,0.09253731343283582
165,GOODS AUTO,51,0.15223880597014924
165,HGV,6,0.01791044776119403
165,JEEP,1,0.0029850746268656717
165,LGV,63,0.1880597014925373
165,MAXI-CAB,2,0.005970149253731343
165,MINI LORRY,5,0.014925373134328358
165,MOPED,3,0.008955223880597015
165,MOTOR CYCLE,23,0.06865671641791045
165,OTHERS,1,0.0029850746268656717
165,PASSENGER AUTO,45,0.13432835820895522
165,PRIVATE BUS,8,0.023880597014925373
165,SCOOTER,90,0.26865671641791045
165,TEMPO,1,0.0029850746268656717
165,TOURIST BUS,3,0.008955223880597015
165,VAN,2,0.005970149253731343
166,GOODS AUTO,2,0.1111111111111111
166,HGV,1,0.05555555555555555
166,MOTOR CYCLE,3,0.16666666666666666
166,PASSENGER AUTO,4,0.2222222222222222
166,SCOOTER,8,0.4444444444444444
167,CAR,9,0.2903225806451613
167,MAXI-CAB,1,0.03225806451612903
167,PASSENGER AUTO,19,0.6129032258064516
167,SCOOTER,2,0.06451612903225806
168,CAR,16,0.7272727272727273
168,LGV,5,0.22727272727272727
168,PASSENGER AUTO,1,0.045454545454545456
169,CAR,1,0.038461538461538464
169,MOTOR CYCLE,7,0.2692307692307692
169,PASSENGER AUTO,1,0.038461538461538464
169,SCOOTER,17,0.6538461538461539
170,CAR,1,0.034482758620689655
170,MAXI-CAB,1,0.034482758620689655
170,MOTOR CYCLE,10,0.3448275862068966
170,SCOOTER,17,0.5862068965517241
171,CAR,51,0.46788990825688076
171,JEEP,1,0.009174311926605505
171,LGV,1,0.009174311926605505
171,LORRY/GOODS VEHICLE,1,0.009174311926605505
171,MAXI-CAB,35,0.3211009174311927
171,MOPED,1,0.009174311926605505
171,MOTOR CYCLE,4,0.03669724770642202
171,PASSENGER AUTO,8,0.07339449541284404
171,SCOOTER,7,0.06422018348623854
172,CAR,18,0.28125
172,HGV,1,0.015625
172,LGV,6,0.09375
172,MAXI-CAB,2,0.03125
172,MOTOR CYCLE,7,0.109375
172,PASSENGER AUTO,10,0.15625
172,SCOOTER,19,0.296875
172,VAN,1,0.015625
173,CAR,4,0.18181818181818182
173,MOTOR CYCLE,9,0.4090909090909091
173,SCOOTER,9,0.4090909090909091
174,CAR,196,0.49872773536895676
174,JEEP,1,0.002544529262086514
174,LGV,2,0.005089058524173028
174,LORRY/GOODS VEHICLE,2,0.005089058524173028
174,MAXI-CAB,1,0.002544529262086514
174,MOTOR CYCLE,26,0.06615776081424936
174,OTHERS,2,0.005089058524173028
174,PASSENGER AUTO,85,0.21628498727735368
174,SCOOTER,76,0.19338422391857507
174,TANKER,1,0.002544529262086514
174,VAN,1,0.002544529262086514
175,CAR,3,0.1875
175,JEEP,1,0.0625
175,MOTOR CYCLE,2,0.125
175,PASSENGER AUTO,1,0.0625
175,SCOOTER,9,0.5625
176,CAR,6,0.2727272727272727
176,JEEP,1,0.045454545454545456
176,LGV,2,0.09090909090909091
176,MOTOR CYCLE,8,0.36363636363636365
176,PASSENGER AUTO,1,0.045454545454545456
176,SCOOTER,4,0.18181818181818182
177,CAR,15,0.38461538461538464
177,GOODS AUTO,1,0.02564102564102564
177,HGV,1,0.02564102564102564
177,LGV,8,0.20512820512820512
177,MAXI-CAB,1,0.02564102564102564
177,MOTOR CYCLE,4,0.10256410256410256
177,OTHERS,1,0.02564102564102564
177,PASSENGER AUTO,5,0.1282051282051282
177,SCOOTER,2,0.05128205128205128
177,VAN,1,0.02564102564102564
178,CAR,63,0.7974683544303798
178,LGV,1,0.012658227848101266
178,MOPED,1,0.012658227848101266
178,MOTOR CYCLE,1,0.012658227848101266
178,PASSENGER AUTO,8,0.10126582278481013
178,SCOOTER,1,0.012658227848101266
178,TEMPO,4,0.05063291139240506
179,CAR,9,0.21428571428571427
179,JEEP,1,0.023809523809523808
179,MOTOR CYCLE,7,0.16666666666666666
179,PASSENGER AUTO,1,0.023809523809523808
179,SCOOTER,24,0.5714285714285714
180,CAR,17,0.4358974358974359
180,LGV,1,0.02564102564102564
180,MAXI-CAB,10,0.2564102564102564
180,MOTOR CYCLE,3,0.07692307692307693
180,SCOOTER,8,0.20512820512820512
181,CAR,3,0.2
181,LGV,2,0.13333333333333333
181,MOTOR CYCLE,3,0.2
181,PASSENGER AUTO,1,0.06666666666666667
181,SCOOTER,6,0.4
182,CAR,14,0.30434782608695654
182,MAXI-CAB,4,0.08695652173913043
182,MOTOR CYCLE,5,0.10869565217391304
182,PASSENGER AUTO,6,0.13043478260869565
182,SCOOTER,17,0.3695652173913043
183,CAR,23,0.7666666666666667
183,JEEP,1,0.03333333333333333
183,MOTOR CYCLE,1,0.03333333333333333
183,PASSENGER AUTO,1,0.03333333333333333
183,SCOOTER,4,0.13333333333333333
184,BUS (BMTC/KSRTC),1,0.007692307692307693
184,CAR,14,0.1076923076923077
184,LGV,2,0.015384615384615385
184,MAXI-CAB,67,0.5153846153846153
184,MOTOR CYCLE,3,0.023076923076923078
184,PASSENGER AUTO,29,0.2230769230769231
184,SCOOTER,13,0.1
184,TRACTOR,1,0.007692307692307693
185,CAR,1,0.0625
185,MOPED,1,0.0625
185,MOTOR CYCLE,6,0.375
185,PASSENGER AUTO,1,0.0625
185,SCOOTER,7,0.4375
186,CAR,11,0.34375
186,LGV,3,0.09375
186,MAXI-CAB,1,0.03125
186,MOTOR CYCLE,9,0.28125
186,PASSENGER AUTO,5,0.15625
186,SCOOTER,2,0.0625
186,TOURIST BUS,1,0.03125
187,CAR,1,0.05555555555555555
187,MOTOR CYCLE,7,0.3888888888888889
187,PASSENGER AUTO,1,0.05555555555555555
187,SCOOTER,9,0.5
188,CAR,4,0.23529411764705882
188,GOODS AUTO,2,0.11764705882352941
188,MAXI-CAB,1,0.058823529411764705
188,MOTOR CYCLE,2,0.11764705882352941
188,PASSENGER AUTO,4,0.23529411764705882
188,SCOOTER,2,0.11764705882352941
188,TEMPO,2,0.11764705882352941
189,CAR,15,0.625
189,MOPED,1,0.041666666666666664
189,PASSENGER AUTO,3,0.125
189,SCHOOL VEHICLE,3,0.125
189,TEMPO,1,0.041666666666666664
189,VAN,1,0.041666666666666664
190,MOTOR CYCLE,5,0.29411764705882354
190,SCOOTER,12,0.7058823529411765
191,MOTOR CYCLE,6,0.35294117647058826
191,SCOOTER,11,0.6470588235294118
192,CAR,3,0.1875
192,JEEP,1,0.0625
192,MAXI-CAB,4,0.25
192,MOTOR CYCLE,2,0.125
192,PASSENGER AUTO,4,0.25
192,SCOOTER,2,0.125
193,CAR,8,0.5333333333333333
193,HGV,3,0.2
193,LGV,3,0.2
193,MOTOR CYCLE,1,0.06666666666666667
194,CAR,7,0.5833333333333334
194,MOTOR CYCLE,3,0.25
194,SCOOTER,2,0.16666666666666666
195,CAR,5,0.16129032258064516
195,MOTOR CYCLE,7,0.22580645161290322
195,SCOOTER,19,0.6129032258064516
196,CAR,5,0.25
196,MOTOR CYCLE,4,0.2
196,SCOOTER,11,0.55
197,CAR,19,0.7037037037037037
197,MOTOR CYCLE,5,0.18518518518518517
197,SCOOTER,3,0.1111111111111111
198,CAR,2,0.1111111111111111
198,MAXI-CAB,1,0.05555555555555555
198,MOTOR CYCLE,6,0.3333333333333333
198,SCOOTER,9,0.5
199,CAR,10,0.13513513513513514
199,GOODS AUTO,10,0.13513513513513514
199,LGV,3,0.04054054054054054
199,MAXI-CAB,1,0.013513513513513514
199,MOTOR CYCLE,4,0.05405405405405406
199,PASSENGER AUTO,14,0.1891891891891892
199,SCOOTER,31,0.4189189189189189
199,VAN,1,0.013513513513513514
200,CAR,1,0.047619047619047616
200,LORRY/GOODS VEHICLE,1,0.047619047619047616
200,MOTOR CYCLE,3,0.14285714285714285
200,PASSENGER AUTO,2,0.09523809523809523
200,SCOOTER,14,0.6666666666666666
201,CAR,15,0.9375
201,LORRY/GOODS VEHICLE,1,0.0625
202,CAR,3,0.11538461538461539
202,MOTOR CYCLE,8,0.3076923076923077
202,SCOOTER,15,0.5769230769230769
203,CAR,13,0.8125
203,MOTOR CYCLE,1,0.0625
203,PASSENGER AUTO,1,0.0625
203,SCOOTER,1,0.0625
204,CAR,2,0.125
204,MOTOR CYCLE,6,0.375
204,OTHERS,1,0.0625
204,SCOOTER,6,0.375
204,TANKER,1,0.0625
205,CAR,2,0.125
205,MOTOR CYCLE,1,0.0625
205,PASSENGER AUTO,12,0.75
205,SCOOTER,1,0.0625
206,CAR,36,0.2222222222222222
206,GOODS AUTO,1,0.006172839506172839
206,JEEP,2,0.012345679012345678
206,LORRY/GOODS VEHICLE,1,0.006172839506172839
206,MAXI-CAB,4,0.024691358024691357
206,MOPED,1,0.006172839506172839
206,MOTOR CYCLE,31,0.19135802469135801
206,OTHERS,1,0.006172839506172839
206,PASSENGER AUTO,27,0.16666666666666666
206,PRIVATE BUS,1,0.006172839506172839
206,SCOOTER,57,0.35185185185185186
207,CAR,15,0.6521739130434783
207,MOTOR CYCLE,1,0.043478260869565216
207,PASSENGER AUTO,1,0.043478260869565216
207,SCOOTER,6,0.2608695652173913
208,CAR,16,0.8
208,PASSENGER AUTO,1,0.05
208,SCOOTER,3,0.15
209,CAR,5,0.05434782608695652
209,GOODS AUTO,1,0.010869565217391304
209,LGV,1,0.010869565217391304
209,MOPED,4,0.043478260869565216
209,MOTOR CYCLE,24,0.2608695652173913
209,PASSENGER AUTO,4,0.043478260869565216
209,SCOOTER,53,0.5760869565217391
210,CAR,7,0.2413793103448276
210,MAXI-CAB,1,0.034482758620689655
210,MOTOR CYCLE,7,0.2413793103448276
210,SCOOTER,14,0.4827586206896552
211,CAR,6,0.35294117647058826
211,MOTOR CYCLE,4,0.23529411764705882
211,SCOOTER,7,0.4117647058823529
212,CAR,12,0.5
212,SCOOTER,12,0.5
213,CAR,1,0.018518518518518517
213,MOTOR CYCLE,19,0.35185185185185186
213,SCOOTER,34,0.6296296296296297
214,BUS (BMTC/KSRTC),2,0.031746031746031744
214,CAR,19,0.30158730158730157
214,MAXI-CAB,1,0.015873015873015872
214,MOTOR CYCLE,3,0.047619047619047616
214,PASSENGER AUTO,36,0.5714285714285714
214,SCOOTER,2,0.031746031746031744
215,MOTOR CYCLE,2,0.09090909090909091
215,SCOOTER,20,0.9090909090909091
216,CAR,4,0.21052631578947367
216,LGV,1,0.05263157894736842
216,MOTOR CYCLE,1,0.05263157894736842
216,PASSENGER AUTO,1,0.05263157894736842
216,SCOOTER,12,0.631578947368421
217,CAR,4,0.10256410256410256
217,MOTOR CYCLE,21,0.5384615384615384
217,SCOOTER,14,0.358974358974359
218,CAR,29,0.34523809523809523
218,GOODS AUTO,1,0.011904761904761904
218,JEEP,1,0.011904761904761904
218,MOTOR CYCLE,12,0.14285714285714285
218,PASSENGER AUTO,2,0.023809523809523808
218,SCHOOL VEHICLE,1,0.011904761904761904
218,SCOOTER,37,0.44047619047619047
218,VAN,1,0.011904761904761904
219,CAR,8,0.18181818181818182
219,MOTOR CYCLE,9,0.20454545454545456
219,SCOOTER,27,0.6136363636363636
220,CAR,14,0.6086956521739131
220,MAXI-CAB,3,0.13043478260869565
220,PASSENGER AUTO,2,0.08695652173913043
220,SCOOTER,4,0.17391304347826086
221,BUS (BMTC/KSRTC),3,0.020689655172413793
221,CAR,61,0.4206896551724138
221,JEEP,2,0.013793103448275862
221,MAXI-CAB,2,0.013793103448275862
221,MOTOR CYCLE,11,0.07586206896551724
221,OTHERS,1,0.006896551724137931
221,PASSENGER AUTO,27,0.18620689655172415
221,SCOOTER,28,0.19310344827586207
221,TEMPO,7,0.04827586206896552
221,VAN,3,0.020689655172413793
222,CAR,14,0.16279069767441862
222,GOODS AUTO,2,0.023255813953488372
222,HGV,1,0.011627906976744186
222,LGV,13,0.1511627906976744
