st_dbscan_cluster_id,cluster_label,stage5_rank,records_total,distinct_days,peak_window_records,records_peak_hour,lambda_hr_peak_window,lambda_hr_peak_hour,mean_dwell_minutes,mu_departures_per_hour,blocking_vehicles_L,road_class,lane_count,carriageway_width_m,base_saturation_per_lane_pcu_hr,base_capacity_pcu_hr,reduced_capacity_pcu_hr,capacity_loss_pct,free_flow_time_min,delay_minutes_per_vehicle,growth_first_half_mean,growth_second_half_mean,growth_pct_change,growth_multiplier,criticality_factor,dominant_vehicle_type,dominant_violation_tag,geometry_source,repeat_vehicle_count_2plus,chronic_vehicle_count_5plus,unique_vehicles,unique_vehicle_types,centroid_lat,centroid_lon,mappls_address
674,POLICE_STATION::Electronic City,187,63,6,35,26.0,0.0660377358490566,4.333333333333333,94.4,0.635593220338983,0.10389937090571405,residential,2,7.0,1500.0,3000.0,2953.0685834887495,0.01564380550407829,0.060704795790057844,1.5461435550731745e-13,63.0,63.0,0.0,1.0,1.2143330939667907,MOTOR CYCLE,['WRONG PARKING'],osmnx,1,0,62,5,12.841830123809522,77.64624068888888,
605,POLICE_STATION::Kodigehalli,188,41,7,17,9.0,0.03207547169811321,1.2857142857142858,94.4,0.635593220338983,0.05046540872563254,tertiary,2,7.0,1700.0,3400.0,3368.433623090135,0.009284228503192882,0.6226572860036558,1.5459494550796648e-13,11.0,30.0,1.7272727271157025,2.7272727271157025,1.2070189853040707,CAR,['WRONG PARKING'],osmnx,1,0,40,6,13.071513987804877,77.59261327317073,
533,BTP225 - Geetha Junction,189,27,6,20,9.0,0.03773584905660377,1.5,94.4,0.635593220338983,0.05937106908897946,residential,2,7.0,1500.0,3000.0,2970.031746083177,0.00998941797260433,0.31044159681959677,1.527826002547852e-13,19.0,8.0,-0.5789473683905817,1.0,1.1576566695798032,SCOOTER,['NO PARKING'],osmnx,0,0,27,4,12.928352462962962,77.58578594814816,
365,POLICE_STATION::HAL Old Airport,190,222,5,71,41.0,0.1339622641509434,8.2,1.0,59.999999939999995,0.002232704404711216,primary,2,7.0,1900.0,3800.0,3798.565207254567,0.0003775770385348043,0.872834125793828,1.42160413399767e-13,222.0,222.0,0.0,1.0,1.3575121819444498,SCOOTER,['NO PARKING'],osmnx,11,0,211,9,12.934144997700978,77.69071524913755,
84,BTP207 - 8th Main Road Basaveshwara Nagar,191,29,6,21,18.0,0.03962264150943396,3.0,94.4,0.635593220338983,0.06233962254342843,secondary,2,7.0,1800.0,3600.0,3557.1054262284624,0.01191515938125709,0.3148452666421458,1.3967855992266129e-13,1.0,28.0,26.999999972999998,27.999999972999998,1.4132435154124647,CAR,['WRONG PARKING'],osmnx,0,0,29,4,12.991571986206896,77.53836329655172,
551,BTP054 - Shivananda Circle,192,41,9,22,19.0,0.04150943396226415,2.111111111111111,94.4,0.635593220338983,0.0653081759978774,residential,2,7.0,1500.0,3000.0,2948.4588785316864,0.017180373823098782,0.13165289280428355,1.3794974855242592e-13,18.0,11.5,-0.3611111110910494,1.0,1.3575346873075018,CAR,['NO PARKING'],osmnx,1,0,40,6,12.986975604878047,77.58035716097561,
507,POLICE_STATION::HSR Layout,193,65,1,65,43.0,0.12264150943396226,43.0,94.4,0.635593220338983,0.19295597453918326,secondary,4,14.0,1800.0,7200.0,7074.048517727376,0.017493261426889894,0.08163849506366022,1.3540431360630474e-13,65.0,65.0,0.0,1.0,1.216206961564077,SCOOTER,['NO PARKING'],osmnx,0,0,65,4,12.909785066153846,77.64451709846153,
64,"BTP080 - NR Road, SP Road Junction",194,102,8,23,11.0,0.04339622641509434,1.375,94.4,0.635593220338983,0.06827672945232638,living_street,2,7.0,1200.0,2400.0,2369.407435177496,0.012746902009788008,0.09644315205123577,1.3129621491429938e-13,1.0,50.5,49.4999999505,50.4999999505,1.3581169839641554,SCOOTER,['WRONG PARKING'],osmnx,1,0,101,9,12.964301476470586,77.58299856470587,
579,BTP208 - Havanur Circle,195,31,3,26,14.0,0.04905660377358491,4.666666666666667,94.4,0.635593220338983,0.0771823898156733,secondary,2,7.0,1800.0,3600.0,3535.721652140572,0.017855096627891642,0.12411019941459708,1.3098982392907223e-13,31.0,31.0,0.0,1.0,1.2327972045104183,CAR,['WRONG PARKING'],osmnx,0,0,31,5,12.987428083870967,77.53744455483871,
159,POLICE_STATION::Jalahalli,196,21,2,15,15.0,0.02830188679245283,7.5,94.4,0.635593220338983,0.044528301816734596,tertiary,2,7.0,1700.0,3400.0,3382.079630373458,0.005270696949275511,1.217634715387711,1.3079898709446244e-13,21.0,21.0,0.0,1.0,1.3764723580694576,SCOOTER,['NO PARKING'],osmnx,2,0,19,2,13.050473333333333,77.52551848095239,
438,POLICE_STATION::Bellandur,197,24,5,17,12.0,0.03207547169811321,2.4,94.4,0.635593220338983,0.05046540872563254,secondary,2,7.0,1800.0,3600.0,3561.7183828150246,0.010633782551656923,0.5052322395489707,1.2754941581667072e-13,5.0,19.0,2.7999999994399998,3.7999999994399998,1.0714285714183673,CAR,['NO PARKING'],osmnx,0,0,24,4,12.899809870833332,77.67545593333334,
480,POLICE_STATION::Malleshwaram,198,51,8,29,15.0,0.05471698113207547,1.875,94.4,0.635593220338983,0.08608805017902021,primary,2,7.0,1900.0,3800.0,3731.8240516999003,0.01794103902660049,0.10621064458212887,1.2662029969846118e-13,22.0,29.0,0.31818181816735536,1.3181818181673552,1.3605134497813676,CAR,['NO PARKING'],osmnx,0,0,51,7,12.994562356862746,77.5714112490196,
285,POLICE_STATION::Byatarayanapura,199,84,8,22,14.0,0.04150943396226415,1.75,82.5,0.7272727272639118,0.05707547162032626,trunk,3,10.5,2100.0,6300.0,6244.147574205428,0.008865464411994206,1.1305834482097905,1.2515131601479758e-13,1.0,41.5,40.499999959499995,41.499999959499995,1.2440305946838979,CAR,['NO PARKING'],osmnx,3,0,81,9,12.957983126190475,77.51905888809523,
150,BTP023 - Mahalaxmi Layout Entrance,200,21,2,16,16.0,0.03018867924528302,8.0,94.4,0.635593220338983,0.047496855271183566,residential,2,7.0,1500.0,3000.0,2978.0932871637674,0.0073022376124084465,0.5592735461927074,1.2483759556068895e-13,21.0,21.0,0.0,1.0,1.2145197700308439,SCOOTER,['WRONG PARKING'],osmnx,0,0,21,5,13.008328352380952,77.54864377619047,
163,BTP171 - Indian Express (Balekundri),201,16,1,16,13.0,0.03018867924528302,13.0,94.4,0.635593220338983,0.047496855271183566,residential,2,7.0,1500.0,3000.0,2962.7234501987446,0.012425516600747644,0.3184724007245827,1.2194486203094032e-13,16.0,16.0,0.0,1.0,1.4293730224225079,CAR,['WRONG PARKING'],osmnx,0,0,16,3,12.98839073125,77.598701625,
687,BTP028 - Vijayanagar Bus Stand Junction,202,21,3,19,14.0,0.035849056603773584,4.666666666666667,94.4,0.635593220338983,0.056402515634530484,tertiary,2,7.0,1700.0,3400.0,3374.9526787748564,0.0073668591841576925,0.4882763747711688,1.21406636928837e-13,21.0,21.0,0.0,1.0,1.3580996903693892,SCOOTER,['NO PARKING'],osmnx,0,0,21,4,12.971662852380952,77.53715907142858,
628,"BTP062 - Basava Mantapa, Dr. Rajkumar Road",203,26,5,15,8.0,0.02830188679245283,1.6,481.0,0.12474012473986541,0.2268867906344261,secondary,2,7.0,1800.0,3600.0,3407.0215649165293,0.053605120856782484,0.11469843112583838,1.20031151244101e-13,11.0,15.0,0.36363636360330576,1.3636363636033058,1.421066616507937,CAR,['NO PARKING'],osmnx,1,0,25,4,12.980365280769231,77.55677844615386,
53,BTP032 - Windsor Circle,204,24,3,20,10.0,0.03773584905660377,3.3333333333333335,94.4,0.635593220338983,0.05937106908897946,residential,2,7.0,1500.0,3000.0,2957.3800539814997,0.014206648673162015,0.16934102483507535,1.1931810991873942e-13,24.0,24.0,0.0,1.0,1.2957512037975942,CAR,['NO PARKING'],osmnx,1,0,23,5,12.996651083333333,77.5842635625,
394,BTP120 - Lalbagh Main Gate Junction,205,39,7,23,18.0,0.04339622641509434,2.5714285714285716,94.4,0.635593220338983,0.06827672945232638,secondary,2,7.0,1800.0,3600.0,3544.2681817253374,0.015481060632124177,0.16914063386611136,1.189036689826322e-13,13.0,26.0,0.9999999999230769,1.9999999999230769,1.477495884889,CAR,['NO PARKING'],osmnx,0,0,39,4,12.95410497948718,77.5846184871795,
43,BTP205 - Modi Hospital Junction,206,37,8,18,8.0,0.033962264150943396,1.0,94.4,0.635593220338983,0.053433962180081514,secondary,2,7.0,1800.0,3600.0,3560.1906666378545,0.01105814815642625,0.39474491114675553,1.1706197212268757e-13,20.0,17.0,-0.1499999999925,1.0,1.0714285714183673,CAR,['WRONG PARKING'],osmnx,1,0,36,6,12.997741502683738,77.54433665404233,
758,BTP018 - Dhobi Ghat Junction,207,65,8,29,20.0,0.05471698113207547,2.5,94.4,0.635593220338983,0.08608805017902021,residential,2,7.0,1500.0,3000.0,2942.9548414829305,0.01901505283935012,0.055795506033287444,1.1656617534659667e-13,17.0,24.0,0.41176470585813146,1.4117647058581315,1.2409356175871786,CAR,['WRONG PARKING'],osmnx,1,0,64,9,12.987002810769232,77.54941942153846,
377,POLICE_STATION::Bellandur,208,78,8,17,6.0,0.03207547169811321,0.75,94.4,0.635593220338983,0.05046540872563254,secondary,2,7.0,1800.0,3600.0,3566.093900120391,0.00941836107794436,0.5052322395489707,1.1275418840613229e-13,28.0,25.0,-0.10714285713903061,1.0,1.0714285714183673,CAR,['NO PARKING'],osmnx,1,0,77,5,12.899740206410257,77.67547928205128,
557,"BTP102 - BMTC Junction, KH Road",209,19,4,19,12.0,0.035849056603773584,3.0,94.4,0.635593220338983,0.056402515634530484,tertiary,2,7.0,1700.0,3400.0,3368.7114465945774,0.009202515707768644,0.34325239859702006,1.0692284120554564e-13,3.0,16.0,4.3333333318888885,5.3333333318888885,1.2672929511995779,SCOOTER,['NO PARKING'],osmnx,0,0,19,4,12.954656805263157,77.59294584736843,
292,"BTP189 - New Diagonal Road, Jayanagar",210,25,4,21,18.0,0.03962264150943396,4.5,94.4,0.635593220338983,0.06233962254342843,tertiary,2,7.0,1700.0,3400.0,3358.5779925239185,0.012182943375608657,0.20048822892771104,1.0270317708326172e-13,25.0,25.0,0.0,1.0,1.5298241070452294,SCOOTER,['NO PARKING'],osmnx,0,0,25,6,12.927983856,77.580806472,
776,BTP067 - Jai Muni Rao Circle,211,32,6,28,18.0,0.052830188679245285,3.0,94.4,0.635593220338983,0.08311949672457125,primary,2,7.0,1900.0,3800.0,3748.109685623645,0.01365534588877404,0.12269717506868597,1.0264961023841032e-13,1.0,31.0,29.999999969999998,30.999999969999998,1.216086143299271,SCOOTER,['WRONG PARKING'],osmnx,0,0,32,4,12.978677931250001,77.541853878125,
762,POLICE_STATION::Kodigehalli,212,38,6,27,23.0,0.0509433962264151,3.8333333333333335,94.4,0.635593220338983,0.08015094327012227,trunk,3,10.5,2100.0,6300.0,6245.075511511705,0.008718172776077227,0.5945428207728929,9.988359691128688e-14,1.0,37.0,35.999999964,36.999999964,1.238872468041696,SCOOTER,['WRONG PARKING'],osmnx,0,0,38,8,13.047442221052632,77.5754682,
359,POLICE_STATION::Halasur,213,116,12,25,15.0,0.04716981132075472,1.25,94.4,0.635593220338983,0.07421383636122433,primary,2,7.0,1900.0,3800.0,3729.948353436825,0.018434643832672792,0.11157480572456893,9.985721144185563e-14,1.0,57.5,56.49999994349999,57.49999994349999,1.3252456824501155,PASSENGER AUTO,['NO PARKING'],osmnx,1,0,115,8,12.973447327586205,77.61519790258622,
331,POLICE_STATION::Electronic City,214,21,1,21,21.0,0.03962264150943396,21.0,94.4,0.635593220338983,0.06233962254342843,tertiary,2,7.0,1700.0,3400.0,3351.985768276472,0.014121832860151229,0.16433914372487707,9.788344685729361e-14,21.0,21.0,0.0,1.0,1.358580594443029,LORRY/GOODS VEHICLE,['WRONG PARKING'],osmnx,0,0,21,5,12.88718600779048,77.64967811483254,
347,"BTP148 - 17th Main, Doopanahalli Bus Stop",215,122,10,38,16.0,0.07169811320754717,1.6,15.5,3.870967741685744,0.018522012575026465,tertiary,2,7.0,1700.0,3400.0,3386.0113259145974,0.004114315907764232,0.16280649253681942,9.777517261215662e-14,4.0,59.0,13.749999996562499,14.749999996562499,1.4609660193151879,CAR,['NO PARKING'],osmnx,5,0,117,10,12.970347181732814,77.6449368902705,
152,"BTP095 - Satellite Bus Stand, Mysore Road",216,23,2,21,12.0,0.03962264150943396,6.0,94.4,0.635593220338983,0.06233962254342843,trunk,2,7.0,2100.0,4200.0,4154.95284667288,0.010725512697169037,0.3376073353626465,9.70551354083503e-14,23.0,23.0,0.0,1.0,1.653415909364087,SCOOTER,['WRONG PARKING'],osmnx,0,0,23,5,12.953749917391304,77.54325060434782,
661,BTP023 - Mahalaxmi Layout Entrance,217,17,3,16,10.0,0.03018867924528302,3.3333333333333335,94.4,0.635593220338983,0.047496855271183566,residential,2,7.0,1500.0,3000.0,2983.2364040243297,0.005587865325554886,0.5592735461927074,9.527192344905826e-14,17.0,17.0,0.0,1.0,1.2145197700308439,SCOOTER,['WRONG PARKING'],osmnx,0,0,17,2,13.008107417647059,77.54847465294118,
424,POLICE_STATION::HAL Old Airport,218,18,1,17,17.0,0.03207547169811321,17.0,94.4,0.635593220338983,0.05046540872563254,trunk,3,10.5,2100.0,6300.0,6241.96477997105,0.009211939687292281,1.4187480082595896,9.452366817141054e-14,18.0,18.0,0.0,1.0,1.2423650634888252,CAR,['NO PARKING'],osmnx,0,0,18,2,12.947473322222223,77.69897805,
430,"BTP070 - Cholurpalya Junction, Magadi Road",219,46,5,41,23.0,0.07735849056603773,4.6,94.4,0.635593220338983,0.12171069163240789,residential,2,7.0,1500.0,3000.0,2950.2195711624277,0.01659347627951857,0.024339158929079268,9.210024753477126e-14,46.0,46.0,0.0,1.0,1.4468499449132284,SCOOTER,['NO PARKING'],osmnx,0,0,46,5,12.973527160869564,77.55087079130435,
513,POLICE_STATION::Bellandur,220,19,6,16,8.0,0.03018867924528302,1.3333333333333333,94.4,0.635593220338983,0.047496855271183566,secondary,2,7.0,1800.0,3600.0,3564.3880721280766,0.00989220218692044,0.44495853684464465,9.178806467953425e-14,19.0,19.0,0.0,1.0,1.2148220525914175,CAR,['WRONG PARKING'],osmnx,0,0,19,5,12.903645915789474,77.70413921052632,
659,POLICE_STATION::HAL Old Airport,221,19,3,12,6.0,0.022641509433962263,2.0,94.4,0.635593220338983,0.03562264145338767,tertiary,2,7.0,1700.0,3400.0,3370.676941460453,0.008624428982511367,0.8241463734958268,9.073938177992415e-14,19.0,19.0,0.0,1.0,1.2450173797491564,PASSENGER AUTO,['NO PARKING'],osmnx,0,0,19,4,12.932645042105262,77.68840953684212,
733,BTP082 - KR Market Junction,222,29,4,20,13.0,0.03773584905660377,3.25,94.4,0.635593220338983,0.05937106908897946,residential,2,7.0,1500.0,3000.0,2963.850915574633,0.012049694808785039,0.1517935358543156,9.040603810066941e-14,29.0,29.0,0.0,1.0,1.5013889361767243,SCOOTER,['WRONG PARKING'],osmnx,0,0,29,7,12.967331999999999,77.57884463793104,
45,"BTP095 - Satellite Bus Stand, Mysore Road",223,88,6,43,23.0,0.08113207547169811,3.8333333333333335,8.0,7.4999999990625,0.010817610062802935,trunk,2,7.0,2100.0,4200.0,4190.72144082473,0.002209180756254314,0.3376073353626465,9.012919327791782e-14,87.0,1.0,-0.9885057471150746,1.0,1.2022187098143344,PASSENGER AUTO,['WRONG PARKING'],osmnx,2,0,86,6,12.953610334090909,77.54287002954545,
68,BTP130 - GD Mara Junction,224,32,6,17,12.0,0.03207547169811321,2.0,94.4,0.635593220338983,0.05046540872563254,residential,2,7.0,1500.0,3000.0,2974.384299235336,0.008538566921885149,0.2970897915587413,8.834882456346703e-14,29.0,3.0,-0.8965517241070154,1.0,1.0714285714183673,SCOOTER,['NO PARKING'],osmnx,1,0,29,6,12.90831220625,77.6007574,
632,"BTP148 - 17th Main, Doopanahalli Bus Stop",225,122,16,15,11.0,0.02830188679245283,0.6875,94.4,0.635593220338983,0.044528301816734596,residential,2,7.0,1500.0,3000.0,2966.994830156948,0.011001723281346965,0.2981187535570114,8.794844634600671e-14,24.5,36.5,0.48979591834735525,1.4897959183473553,1.0714285714183673,MAXI-CAB,['NO PARKING'],osmnx,2,0,120,7,12.95958451885246,77.64530945819672,
747,POLICE_STATION::Shivajinagar,226,27,1,20,9.0,0.03773584905660377,9.0,94.4,0.635593220338983,0.05937106908897946,secondary,2,7.0,1800.0,3600.0,3544.5870021915352,0.015392499391513659,0.16900385761125455,8.782371695820884e-14,27.0,27.0,0.0,1.0,1.1775139805456356,CAR,['NO PARKING'],osmnx,0,0,27,4,12.980486874074074,77.6142360814815,
706,POLICE_STATION::Byatarayanapura,227,19,2,17,17.0,0.03207547169811321,8.5,94.4,0.635593220338983,0.05046540872563254,secondary,2,7.0,1800.0,3600.0,3575.6855384159658,0.006754017106952115,0.5457892361569083,8.698229214834552e-14,19.0,19.0,0.0,1.0,1.2627653459506099,SCOOTER,['WRONG PARKING'],osmnx,0,0,19,4,12.935966010526316,77.51833547894736,
763,POLICE_STATION::Byatarayanapura,228,31,3,15,13.0,0.02830188679245283,4.333333333333333,161.0,0.3726708074511014,0.07594339602310535,residential,2,7.0,1500.0,3000.0,2938.160377532877,0.020613207489367347,0.15475358658533622,8.685614789800524e-14,1.0,30.0,28.999999970999998,29.999999970999998,1.2223333951839785,LORRY/GOODS VEHICLE,"['NO PARKING', 'PARKING IN A MAIN ROAD']",osmnx,3,0,28,6,12.95050138064516,77.5216967548387,
268,BTP017 - Attiguppe Circle,229,69,2,69,34.0,0.13018867924528302,17.0,10.0,5.9999999994,0.021698113206100628,tertiary,2,7.0,1700.0,3400.0,3390.8203054826063,0.0026999101524679547,0.05953249047245388,8.291236422363253e-14,69.0,69.0,0.0,1.0,1.3636601733331697,SCOOTER,"['NO PARKING', 'WRONG PARKING']",osmnx,1,0,68,4,12.960892034782608,77.52797763188406,
296,BTP171 - Indian Express (Balekundri),230,41,6,33,20.0,0.062264150943396226,3.3333333333333335,105.0,0.5714285714231292,0.10896226396129718,primary,3,10.5,1900.0,5700.0,5624.54647965991,0.013237459708960952,0.16725971523818933,8.129978464597553e-14,22.0,19.0,-0.136363636357438,1.0,1.4287388449815552,SCOOTER,['WRONG PARKING'],osmnx,2,0,39,6,12.989258212195121,77.59911372439024,
607,POLICE_STATION::Sheshadripuram,231,34,9,16,9.0,0.03018867924528302,1.0,94.4,0.635593220338983,0.047496855271183566,residential,2,7.0,1500.0,3000.0,2974.1960361945935,0.008601321268799311,0.30589246005188553,8.059119658162723e-14,11.0,23.0,1.0909090908099173,2.0909090908099173,1.3398783300386976,SCOOTER,['NO PARKING'],osmnx,1,0,33,6,12.989981497058823,77.57285152941176,
311,POLICE_STATION::Thalagattapura,232,28,5,24,15.0,0.045283018867924525,3.0,94.4,0.635593220338983,0.07124528290677534,trunk,2,7.0,2100.0,4200.0,4153.588787141645,0.011050288776034312,0.19991215683640384,7.862619452349965e-14,26.0,2.0,-0.9230769230414201,1.0,1.2156857847355018,SCOOTER,['NO PARKING'],osmnx,0,0,28,5,12.888682810714286,77.562649525,
258,POLICE_STATION::Sheshadripuram,233,25,6,22,13.0,0.04150943396226415,2.1666666666666665,94.4,0.635593220338983,0.0653081759978774,primary,2,7.0,1900.0,3800.0,3749.5149140129674,0.01328554894421563,0.15708356855252117,7.663669265041922e-14,15.0,10.0,-0.3333333333111111,1.0,1.3395772319709163,CAR,['NO PARKING'],osmnx,0,0,25,5,12.99017632,77.572339044,
402,POLICE_STATION::R.T. Nagar,234,30,8,25,15.0,0.04716981132075472,1.875,50.0,1.199999999976,0.03930817606865828,residential,2,7.0,1500.0,3000.0,2975.292003617516,0.008235998794491883,0.1152635378123953,7.485319397565473e-14,7.0,23.0,2.2857142853877552,3.2857142853877552,1.2446610843172576,PASSENGER AUTO,['NO PARKING'],osmnx,3,0,27,5,13.023330936666666,77.58485043666666,
95,POLICE_STATION::Shivajinagar,235,167,9,43,23.0,0.08113207547169811,2.5555555555555554,40.0,1.4999999999625002,0.054088050279758895,primary,3,10.5,1900.0,5700.0,5659.191977261593,0.007159302234982512,0.16171394035300898,7.379836936353019e-14,69.0,98.0,0.42028985506637256,1.4202898550663725,1.4287388449815552,CAR,['WRONG PARKING'],osmnx,17,0,149,8,12.989516321556886,77.5992666239521,
436,POLICE_STATION::Kamakshipalya,236,29,3,15,14.0,0.02830188679245283,4.666666666666667,94.4,0.635593220338983,0.044528301816734596,residential,2,7.0,1500.0,3000.0,2971.1114416333685,0.00962951945587398,0.2864118176283641,7.379595043734797e-14,29.0,29.0,0.0,1.0,1.364692340352307,CAR,['WRONG PARKING'],osmnx,0,0,29,5,13.014116679310344,77.49179653448276,
417,"BTP206 - Shankara Mutt Circle, Vijayanagar",237,38,3,37,18.0,0.06981132075471698,6.0,94.4,0.635593220338983,0.109836477814612,secondary,4,14.0,1800.0,7200.0,7137.269331923293,0.008712592788569284,0.29770144547233807,7.34452392131021e-14,20.0,18.0,-0.099999999995,1.0,1.308389639321201,SCOOTER,['WRONG PARKING'],osmnx,1,0,37,6,12.998684886842106,77.54103849210526,
378,POLICE_STATION::Pulikeshinagar(F.Town),238,53,8,32,15.0,0.06037735849056604,1.875,36.75,1.632653061180064,0.03698113205382704,tertiary,2,7.0,1700.0,3400.0,3382.5799928927127,0.005123531502435941,0.13958693086368204,7.263361242838726e-14,42.0,11.0,-0.7380952380776644,1.0,1.6575605522133945,SCOOTER,['NO PARKING'],osmnx,5,0,47,5,12.99999486037736,77.6110312471698,
210,BTP135 - UCO Bank Junction,239,29,3,20,19.0,0.03773584905660377,6.333333333333333,94.4,0.635593220338983,0.05937106908897946,tertiary,2,7.0,1700.0,3400.0,3367.483372116405,0.009563714083701602,0.1998898688655163,7.218403094873155e-14,29.0,29.0,0.0,1.0,1.2156097402982415,SCOOTER,['NO PARKING'],osmnx,0,0,29,4,12.935015110344827,77.61591942413794,
660,BTP032 - Windsor Circle,240,22,8,18,6.0,0.033962264150943396,0.75,45.0,1.3333333333037038,0.025471698094669808,tertiary,2,7.0,1700.0,3400.0,3377.055623641638,0.006748345988045745,0.3486296103689429,7.073811102941972e-14,1.0,10.5,9.4999999905,10.4999999905,1.2255161273166642,CAR,['NO PARKING'],osmnx,2,0,20,2,12.996445136363635,77.58449675909091,
587,POLICE_STATION::Banaswadi,241,19,2,19,10.0,0.035849056603773584,5.0,94.4,0.635593220338983,0.056402515634530484,primary,3,10.5,1900.0,5700.0,5665.191590354576,0.006106738534459311,1.0238298455618984,7.042899061644851e-14,10.0,9.0,-0.09999999999,1.0,1.0714285714183673,SCOOTER,['NO PARKING'],osmnx,0,0,19,4,12.993696047368422,77.66240933684212,
524,BTP032 - Windsor Circle,242,23,5,14,9.0,0.026415094339622643,1.8,94.4,0.635593220338983,0.041559748362285626,tertiary,2,7.0,1700.0,3400.0,3361.646289373998,0.011280503125585484,0.3486296103689429,6.990399904864475e-14,22.0,1.0,-0.9545454545020661,1.0,1.2255161273166642,CAR,['NO PARKING'],osmnx,1,0,22,2,12.996424065217392,77.58442989130434,
379,POLICE_STATION::HSR Layout,243,92,15,56,38.0,0.10566037735849057,2.533333333333333,193.5,0.3100775193782425,0.34075471588395906,tertiary,4,14.0,1700.0,6800.0,6630.352830747032,0.024948113125579874,0.03543119595146094,6.98038520847456e-14,14.0,32.0,1.285714285622449,2.285714285622449,1.254653465512395,SCOOTER,['NO PARKING'],osmnx,4,0,87,5,12.911575495652174,77.63809063586956,
197,BTP219 - Canara Bank Junction,244,27,4,23,10.0,0.04339622641509434,2.5,94.4,0.635593220338983,0.06827672945232638,residential,2,7.0,1500.0,3000.0,2953.3984227614187,0.015533859079855272,0.06702810276639694,6.959588474153735e-14,5.0,22.0,3.39999999932,4.39999999932,1.2441906037801893,CAR,['NO PARKING'],osmnx,0,0,27,3,12.93154171111111,77.58382757407408,
335,BTP048 - Shanthala Junction,245,28,7,13,11.0,0.024528301886792454,1.5714285714285714,94.4,0.635593220338983,0.03859119490783665,primary,2,7.0,1900.0,3800.0,3768.276462639478,0.0083482993056615,0.6873676136236812,6.854076639379349e-14,1.0,27.0,25.999999973999998,26.999999973999998,1.449622400502564,PASSENGER AUTO,['WRONG PARKING'],osmnx,0,0,28,4,12.976819435714287,77.57082801785714,
640,BTP187 - South End Circle,246,33,7,17,7.0,0.03207547169811321,1.0,94.4,0.635593220338983,0.05046540872563254,secondary,2,7.0,1800.0,3600.0,3576.091193375999,0.006641335173609542,0.4328684057412652,6.782316608458357e-14,23.0,10.0,-0.5652173912797731,1.0,1.2395826899199092,SCOOTER,['NO PARKING'],osmnx,0,0,33,4,12.93742293939394,77.58504761212122,
317,BTP172 - Nanjappa Circle,247,26,1,26,26.0,0.04905660377358491,26.0,94.4,0.635593220338983,0.0771823898156733,residential,2,7.0,1500.0,3000.0,2970.992991963528,0.00966900267915416,0.07771544792174397,6.453318574685929e-14,26.0,26.0,0.0,1.0,1.2174629977209432,SCOOTER,['NO PARKING'],osmnx,0,0,26,3,12.96187951923077,77.59874974230769,
202,POLICE_STATION::Kamakshipalya,248,26,2,21,14.0,0.03962264150943396,7.0,94.4,0.635593220338983,0.06233962254342843,primary,2,7.0,1900.0,3800.0,3767.590246790019,0.00852888242394012,0.22902059158689736,6.450555528543784e-14,6.0,20.0,2.3333333329444446,3.3333333329444446,1.2321684757363098,SCOOTER,['NO PARKING'],osmnx,0,0,26,3,12.989271542307693,77.50055831538461,
598,BTP017 - Attiguppe Circle,249,28,1,28,19.0,0.052830188679245285,19.0,16.0,3.749999999765625,0.0140880503115891,residential,2,7.0,1500.0,3000.0,2994.8463611877723,0.001717879604408612,0.3773598464610803,6.433546895313522e-14,28.0,28.0,0.0,1.0,1.3633344378153103,MOTOR CYCLE,['WRONG PARKING'],osmnx,1,0,27,2,12.960736803571427,77.52867562857143,
720,POLICE_STATION::Whitefield,250,28,2,11,11.0,0.020754716981132074,5.5,94.4,0.635593220338983,0.0326540879989387,tertiary,2,7.0,1700.0,3400.0,3369.864941650999,0.008863252455880044,0.6797318566286706,6.39799072531044e-14,28.0,28.0,0.0,1.0,1.0714285714183673,CAR,['NO PARKING'],osmnx,0,0,28,1,12.961177092857143,77.73264837857143,
125,POLICE_STATION::HSR Layout,251,54,7,18,13.0,0.033962264150943396,1.8571428571428572,94.4,0.635593220338983,0.053433962180081514,tertiary,2,7.0,1700.0,3400.0,3366.9331417159283,0.009725546554430031,0.21591032088355705,6.343314043141011e-14,23.0,31.0,0.3478260869413989,1.347826086941399,1.5302502875518689,MOTOR CYCLE,['NO PARKING'],osmnx,0,0,54,4,12.912521224074075,77.63509509074073,
97,BTP048 - Shanthala Junction,252,148,12,29,11.0,0.05471698113207547,0.9166666666666666,7.0,8.571428570204082,0.0063836477989093286,primary,2,7.0,1900.0,3800.0,3794.607542920908,0.0014190676526554258,0.6873676136236812,6.31474720217844e-14,16.0,66.0,3.1249999998046873,4.124999999804688,1.449622400502564,PASSENGER AUTO,['NO PARKING'],osmnx,3,0,144,7,12.976944883783784,77.57076306554055,
738,POLICE_STATION::Halasur,253,26,7,23,19.0,0.04339622641509434,2.7142857142857144,94.4,0.635593220338983,0.06827672945232638,primary,2,7.0,1900.0,3800.0,3745.828792684025,0.014255580872884477,0.10937154694991481,6.301019022680807e-14,24.0,2.0,-0.9166666666284722,1.0,1.4626199742407706,SCOOTER,['WRONG PARKING'],osmnx,0,0,26,7,12.978758838461538,77.62889721153846,
