stage5_rank,st_dbscan_cluster_id,cluster_label,records_total,lambda_hr_peak_window,mean_dwell_minutes,mu_departures_per_hour,blocking_vehicles_L,road_class,lane_count,carriageway_width_m,link_length_m,base_capacity_pcu_hr,reduced_capacity_pcu_hr,capacity_loss_pct,free_flow_time_min,delay_minutes_per_vehicle,junction_degree,betweenness_centrality,criticality_factor,growth_pct_change,growth_multiplier,vehicle_width_avg_m,dominant_vehicle_type,unique_vehicles,unique_vehicle_types,geometry_source,centroid_lat,centroid_lon
167,292,"JUNCTION::BTP189 - New Diagonal Road, Jayanagar (Cluster 292)",25,1.05,94.4,0.635593220338983,1.6519999974008535,road,2,7.0,250.0,3199.999999542857,3175.2052731889517,0.007748351987012403,0.49999999999998335,0.003298717534477011,4,0.0,1.0,0.0,1.0,1.368,SCOOTER,25,6,fallback,12.927983856,77.580806472
168,226,POLICE_STATION::HAL Old Airport (Cluster 226),108,1.04,94.4,0.635593220338983,1.636266664092274,road,2,7.0,250.0,3199.999999542857,3175.2658809856644,0.00772941205053701,0.49999999999998335,0.003290556081272637,4,0.0,1.0,1.4999999999166667,2.4999999999166667,1.377777777777778,SCOOTER,104,12,fallback,12.93840251574074,77.69788902592592
169,220,JUNCTION::BTP054 - Shivananda Circle (Cluster 220),23,0.85,94.4,0.635593220338983,1.3373333312292623,road,2,7.0,250.0,3199.999999542857,3175.311995613598,0.007715001229305685,0.49999999999998335,0.003284346605509005,4,0.0,1.0,0.0,1.0,1.6826086956521737,CAR,23,4,fallback,12.983805952173913,77.57792479565217
170,700,"JUNCTION::BTP226 - 33rd Cross, 11th Main, Jayanagar (Cluster 700)",53,0.975,94.4,0.635593220338983,1.5339999975865068,road,2,7.0,250.0,3199.999999542857,3175.421598294749,0.007680750391441116,0.49999999999998335,0.0032695893980955386,4,0.0,1.0,-0.8723404255133546,1.0,1.4603773584905662,CAR,53,8,fallback,12.926902215094339,77.58612681698114
171,733,JUNCTION::BTP082 - KR Market Junction (Cluster 733),29,1.0,94.4,0.635593220338983,1.5733333308579558,road,2,7.0,250.0,3199.999999542857,3175.4764606721915,0.007663605898487913,0.49999999999998335,0.00326220317303388,4,0.0,1.0,0.0,1.0,1.420689655172414,SCOOTER,29,7,fallback,12.967331999999999,77.57884463793104
172,668,JUNCTION::BTP020 - Hosahalli Metro Station (Cluster 668),16,1.5,94.4,0.635593220338983,2.3599999962869336,road,2,7.0,250.0,3199.999999542857,3175.5638853025707,0.007636285701490442,0.49999999999998335,0.003250433853321771,4,0.0,1.0,0.0,1.0,0.94375,SCOOTER,16,4,fallback,12.9719104875,77.54690691875
173,29,POLICE_STATION::Hebbala (Cluster 29),621,0.9058823529411765,129.65625,0.46276211134856393,1.957555142843767,road,2,7.0,250.0,3199.999999542857,3175.9289612383936,0.007522199471529545,0.49999999999998335,0.00320129735224592,4,0.0,1.0,0.41785714284968123,1.4178571428496811,1.1207729468599035,SCOOTER,542,7,fallback,13.03533621900161,77.58903224975846
174,34,JUNCTION::BTP220 - Puttanna Junction (Cluster 34),188,0.9523809523809523,94.4,0.635593220338983,1.4984126960551958,road,2,7.0,250.0,3199.999999542857,3175.9962479591704,0.007501172371283782,0.49999999999998335,0.00319224298415481,4,0.0,1.0,-0.5426356589063157,1.0,1.4601063829787233,CAR,187,6,fallback,12.928646611702128,77.58354133404255
175,303,POLICE_STATION::R.T. Nagar (Cluster 303),17,1.7,94.4,0.635593220338983,2.6746666624585247,road,2,7.0,250.0,3199.999999542857,3176.0062167303195,0.007498057130299274,0.49999999999998335,0.003190901597663057,4,0.0,1.0,0.0,1.0,0.8176470588235294,SCOOTER,17,2,fallback,13.010824635294117,77.59514411176471
176,186,POLICE_STATION::R.T. Nagar (Cluster 186),32,0.92,94.4,0.635593220338983,1.4474666643893193,road,2,7.0,250.0,3199.999999542857,3176.129206444377,0.007459622844650848,0.49999999999998335,0.0031743533225499533,4,0.0,1.0,5.9999999985,6.9999999985,1.503125,CAR,32,7,fallback,13.02391476875,77.5850286625
177,766,POLICE_STATION::Bellandur (Cluster 766),24,1.2666666666666666,94.4,0.635593220338983,1.9928888857534104,road,2,7.0,250.0,3199.999999542857,3176.1308846665956,0.00745909840020742,0.49999999999998335,0.003174127531452885,4,0.0,1.0,0.39999999996,1.39999999996,1.0916666666666668,SCOOTER,24,7,fallback,12.913860445833334,77.67783698333334
178,235,POLICE_STATION::HAL Old Airport (Cluster 235),80,0.9,94.4,0.635593220338983,1.4159999977721602,road,2,7.0,250.0,3199.999999542857,3176.1335218729405,0.007458274273224541,0.49999999999998335,0.0031737727176237187,4,0.0,1.0,0.580645161271592,1.5806451612715922,1.53625,CAR,80,7,fallback,12.950273177986853,77.69974689830354
179,140,JUNCTION::BTP037 - KR Circle (Cluster 140),42,0.76,94.4,0.635593220338983,1.1957333314520464,road,2,7.0,250.0,3199.999999542857,3176.261032512159,0.0074184271984630845,0.49999999999998335,0.003156618335171235,4,0.0,1.0,0.21052631577839334,1.2105263157783934,1.8095238095238095,CAR,42,7,fallback,12.976229521428571,77.58275272380952
180,338,JUNCTION::BTP082 - KR Market Junction (Cluster 338),30,1.5,94.4,0.635593220338983,2.3599999962869336,road,2,7.0,250.0,3199.999999542857,3176.265142444124,0.007417142844723834,0.49999999999998335,0.003156065449642635,4,0.0,1.0,0.0,1.0,0.9166666666666666,SCOOTER,30,5,fallback,12.967920789999999,77.57790207333333
181,773,POLICE_STATION::Kamakshipalya (Cluster 773),32,2.2,71.0,0.8450704225233088,2.6033333302893893,road,2,7.0,250.0,3199.999999542857,3176.436113862856,0.00736371427636251,0.49999999999998335,0.0031330676248127512,4,0.0,1.0,0.0,1.0,0.8250000000000001,SCOOTER,30,2,fallback,12.98682765625,77.51911539375
182,659,POLICE_STATION::HAL Old Airport (Cluster 659),19,0.8,94.4,0.635593220338983,1.2586666646863647,road,2,7.0,250.0,3199.999999542857,3176.596749060049,0.007313515777232493,0.49999999999998335,0.0031114636715674523,4,0.0,1.0,0.0,1.0,1.6947368421052633,PASSENGER AUTO,19,4,fallback,12.932645042105262,77.68840953684212
183,342,"JUNCTION::BTP070 - Cholurpalya Junction, Magadi Road (Cluster 342)",266,1.9846153846153847,71.53333333333333,0.8387698042753201,2.366102561314721,road,2,7.0,250.0,3199.999999542857,3176.675463709863,0.007288917449162158,0.49999999999998335,0.003100878521079035,4,0.0,1.0,4.2826086954659734,5.2826086954659734,0.8984962406015038,SCOOTER,243,7,fallback,12.973605712030075,77.5511454537594
184,472,POLICE_STATION::Mahadevapura (Cluster 472),34,0.76,94.4,0.635593220338983,1.1957333314520464,road,2,7.0,250.0,3199.999999542857,3176.926164560542,0.007210573433313772,0.49999999999998335,0.0030671709838046195,4,0.0,1.0,-0.969696969667585,1.0,1.7588235294117647,PASSENGER AUTO,34,8,fallback,12.996524335294119,77.66908644411764
185,614,POLICE_STATION::Bellandur (Cluster 614),22,1.0666666666666667,94.4,0.635593220338983,1.6782222195818195,road,2,7.0,250.0,3199.999999542857,3176.984380538025,0.007192380940347687,0.49999999999998335,0.0030593448453124154,4,0.0,1.0,-0.30769230766863903,1.0,1.25,SCOOTER,22,7,fallback,12.906814786363638,77.6967522
186,222,POLICE_STATION::Madiwala (Cluster 222),86,0.9636363636363636,94.4,0.635593220338983,1.5161212097358483,road,2,7.0,250.0,3199.999999542857,3177.0025059462264,0.007186716750284039,0.49999999999998335,0.0030569082867672754,4,0.0,1.0,41.4999999585,42.4999999585,1.3825581395348838,MOTOR CYCLE,83,7,fallback,12.906594509302327,77.62902934069767
187,681,JUNCTION::BTP017 - Attiguppe Circle (Cluster 681),60,1.3,104.66666666666667,0.5732484076378351,2.2677777738434326,road,2,7.0,250.0,3199.999999542857,3177.1096986367284,0.007153219034497393,0.49999999999998335,0.0030424994970646557,4,0.0,1.0,0.0,1.0,0.92,SCOOTER,57,5,fallback,12.960849356666667,77.52838206833333
188,326,POLICE_STATION::Electronic City (Cluster 326),27,1.0,94.4,0.635593220338983,1.5733333308579558,road,2,7.0,250.0,3199.999999542857,3177.431906463119,0.007052529088735882,0.49999999999998335,0.0029991976070165086,4,0.0,1.0,-0.9199999999632,1.0,1.3074074074074074,MOTOR CYCLE,27,5,fallback,12.84187488148148,77.64572603703704
189,50,JUNCTION::BTP076 - Hudson Circle (Cluster 50),20,1.4,94.4,0.635593220338983,2.202666663201138,road,2,7.0,250.0,3199.999999542857,3177.5252475846387,0.007023359988256872,0.49999999999998335,0.00298665594264499,4,0.0,1.0,0.0,1.0,0.93,SCOOTER,20,4,fallback,12.968072265,77.58875191
190,188,POLICE_STATION::Whitefield (Cluster 188),17,0.8,94.4,0.635593220338983,1.2586666646863647,road,2,7.0,250.0,3199.999999542857,3177.6613105087554,0.0069808403244643324,0.49999999999998335,0.0029683760749738657,4,0.0,1.0,0.0,1.0,1.6176470588235294,CAR,17,7,fallback,12.95144109407147,77.71742881427421
191,299,POLICE_STATION::Mahadevapura (Cluster 299),292,0.696969696969697,114.66666666666667,0.5232558139489251,1.3319865294525741,road,2,7.0,250.0,3199.999999542857,3177.8991368740244,0.0069065195853071915,0.49999999999998335,0.002936430292384671,4,0.0,1.0,-0.3956043955978747,1.0,1.5123287671232877,PASSENGER AUTO,271,12,fallback,12.9961715056367,77.66846079468525
192,692,POLICE_STATION::Mahadevapura (Cluster 692),50,3.7,21.0,2.857142857006803,1.2949999996084165,road,2,7.0,250.0,3199.999999542857,3177.949183555825,0.00689087999724225,0.49999999999998335,0.0029297087731278287,4,0.0,1.0,-0.9795918367147023,1.0,1.5519999999999998,PASSENGER AUTO,49,5,fallback,12.995401155708668,77.6957082637594
193,33,POLICE_STATION::Jeevanbheemanagar (Cluster 33),38,0.7428571428571429,94.4,0.635593220338983,1.168761902923053,road,2,7.0,250.0,3199.999999542857,3177.998452172373,0.006875483554568795,0.49999999999998335,0.002923092074505545,4,0.0,1.0,-0.8823529411505191,1.0,1.7157894736842105,CAR,38,5,fallback,12.9699949,77.63860170789474
194,673,JUNCTION::BTP104 - Medical College Circle (Cluster 673),57,1.0,80.0,0.7499999999906249,1.3333333315722224,road,2,7.0,250.0,3199.999999542857,3178.0058141145323,0.006873182947643719,0.49999999999998335,0.002922103404600725,4,0.0,1.0,26.499999986749998,27.499999986749998,1.5035087719298246,SCOOTER,56,8,fallback,12.959671845614036,77.57687036491228
195,555,JUNCTION::BTP135 - UCO Bank Junction (Cluster 555),41,0.95,94.4,0.635593220338983,1.494666664315058,road,2,7.0,250.0,3199.999999542857,3178.2818158898526,0.006786932392843781,0.49999999999998335,0.0028850429806176266,4,0.0,1.0,0.928571428505102,1.9285714285051019,1.3243902439024389,SCOOTER,41,6,fallback,12.935590065853658,77.61571764634147
196,173,JUNCTION::BTP010 - Rajajinagar Entrance (Cluster 173),22,1.2,94.4,0.635593220338983,1.8879999970295467,road,2,7.0,250.0,3199.999999542857,3178.4385491933303,0.006737953235500083,0.49999999999998335,0.0028640019238006455,4,0.0,1.0,0.0,1.0,1.0409090909090908,MOTOR CYCLE,22,3,fallback,12.984574445454546,77.56009009090909
197,241,JUNCTION::BTP172 - Nanjappa Circle (Cluster 241),102,1.275,94.4,0.635593220338983,2.0059999968438933,road,2,7.0,250.0,3199.999999542857,3178.4875881542785,0.00672262856020156,0.49999999999998335,0.0028574192299216233,4,0.0,1.0,4.166666666203704,5.166666666203704,0.9774509803921569,MOTOR CYCLE,94,7,fallback,12.961897985294119,77.59917252647058
198,159,POLICE_STATION::Jalahalli (Cluster 159),21,1.5,94.4,0.635593220338983,2.3599999962869336,road,2,7.0,250.0,3199.999999542857,3178.5461546847814,0.00670432651941677,0.49999999999998335,0.0028495580278422527,4,0.0,1.0,0.0,1.0,0.8285714285714286,SCOOTER,19,2,fallback,13.050473333333333,77.52551848095239
199,541,POLICE_STATION::Mahadevapura (Cluster 541),21,0.8,94.4,0.635593220338983,1.2586666646863647,road,2,7.0,250.0,3199.999999542857,3178.5625944126423,0.006699189104459546,0.49999999999998335,0.0028473514558581435,4,0.0,1.0,0.0,1.0,1.5523809523809524,PASSENGER AUTO,21,5,fallback,12.995168052380953,77.6971674
200,674,POLICE_STATION::Electronic City (Cluster 674),63,1.1666666666666667,94.4,0.635593220338983,1.835555552667615,road,2,7.0,250.0,3199.999999542857,3178.7744842384013,0.006632973533900355,0.49999999999998335,0.0028189143814904044,4,0.0,1.0,0.0,1.0,1.053968253968254,MOTOR CYCLE,62,5,fallback,12.841830123809522,77.64624068888888
201,405,POLICE_STATION::Sadashivanagar (Cluster 405),48,0.8222222222222222,94.4,0.635593220338983,1.293629627594319,road,2,7.0,250.0,3199.999999542857,3178.7992579949687,0.006625231734971981,0.49999999999998335,0.0028155899588349917,4,0.0,1.0,0.0,1.0,1.4937500000000001,CAR,48,5,fallback,13.0280212,77.57347315416666
202,131,JUNCTION::BTP108 - Tagore Park Junction (Cluster 131),495,1.2190476190476192,80.16666666666667,0.7484407484314123,1.6287830666271514,road,2,7.0,250.0,3199.999999542857,3178.8916479022587,0.006596359888939807,0.49999999999998335,0.0028031927496899914,4,0.0,1.0,0.473053892207071,1.473053892207071,1.1812121212121214,SCOOTER,472,9,fallback,12.943914226702026,77.57132933553025
203,139,POLICE_STATION::Jeevanbheemanagar (Cluster 139),40,0.88,94.4,0.635593220338983,1.384533331155001,road,2,7.0,250.0,3199.999999542857,3179.0373737532564,0.006550820560496495,0.49999999999998335,0.002783641017086845,4,0.0,1.0,11.333333329555556,12.333333329555556,1.3800000000000001,CAR,40,5,fallback,12.9718839475,77.658056415
204,270,JUNCTION::BTP042 - Minsk Square Junction (CTO) (Cluster 270),183,0.675,184.28571428571428,0.32558139534707053,2.073214279357806,road,2,7.0,250.0,3199.999999542857,3179.118313430177,0.006525526911455248,0.49999999999998335,0.0027727827177713017,4,0.0,1.0,4.535714285552296,5.535714285552296,0.9180327868852459,SCOOTER,123,5,fallback,12.981231009289617,77.59848063715847
205,23,POLICE_STATION::Malleshwaram (Cluster 23),700,1.7652173913043478,41.1,1.4598540145630206,1.2091739122446143,road,2,7.0,250.0,3199.999999542857,3179.1301118806205,0.006521839895691106,0.49999999999998335,0.002771199992445693,4,0.0,1.0,-0.13829787233895427,1.0,1.5731428571428572,CAR,671,12,fallback,12.997535074571429,77.571064959
206,591,POLICE_STATION::Kodigehalli (Cluster 591),24,0.5,119.0,0.504201680668032,0.9916666647081944,road,2,7.0,250.0,3199.999999542857,3179.1919995898966,0.006502499986539512,0.49999999999998335,0.002762898249460363,4,0.0,1.0,0.0,1.0,1.9124999999999999,CAR,22,6,fallback,13.068379370833334,77.59273762083333
207,695,JUNCTION::BTP048 - Shanthala Junction (Cluster 695),35,0.7333333333333333,94.4,0.635593220338983,1.1537777759625008,road,2,7.0,250.0,3199.999999542857,3179.2037437992053,0.006498829921130045,0.49999999999998335,0.002761322914296211,4,0.0,1.0,0.0,1.0,1.6428571428571428,PASSENGER AUTO,35,3,fallback,12.977318342857142,77.57076002
208,525,POLICE_STATION::Bellandur (Cluster 525),12,1.8,69.0,0.869565217378702,2.0699999976495,road,2,7.0,250.0,3199.999999542857,3179.370971000747,0.0064465714206408675,0.49999999999998335,0.0027388934981704407,4,0.0,1.0,0.0,1.0,0.9083333333333333,SCOOTER,11,3,fallback,12.903764866666668,77.67592796666666
209,759,POLICE_STATION::Electronic City (Cluster 759),34,0.8,94.4,0.635593220338983,1.2586666646863647,road,2,7.0,250.0,3199.999999542857,3179.4484056314836,0.006422373098532108,0.49999999999998335,0.002728508793708973,4,0.0,1.0,0.0,1.0,1.488235294117647,CAR,33,10,fallback,12.85516324117647,77.66472180882353
210,232,JUNCTION::BTP032 - Windsor Circle (Cluster 232),230,0.7733333333333333,165.25,0.36308623297813564,2.129888883035709,road,2,7.0,250.0,3199.999999542857,3179.619106056035,0.006369029215852251,0.49999999999998335,0.00270561906541264,4,0.0,1.0,4.888888888617284,5.888888888617284,0.8721739130434784,SCOOTER,185,7,fallback,12.992035426956521,77.58888548869565
211,250,POLICE_STATION::Jalahalli (Cluster 250),65,1.3333333333333333,94.4,0.635593220338983,2.097777774477274,road,2,7.0,250.0,3199.999999542857,3179.6400288847367,0.006362490831882006,0.49999999999998335,0.0027028137247652574,4,0.0,1.0,-0.4883720930118984,1.0,0.8846153846153846,SCOOTER,44,3,fallback,13.050518967692309,77.52553715692308
212,484,"JUNCTION::BTP070 - Cholurpalya Junction, Magadi Road (Cluster 484)",165,2.6222222222222222,46.0,1.3043478260586012,2.01037036887279,road,2,7.0,250.0,3199.999999542857,3179.7078954367867,0.0063412825343633905,0.49999999999998335,0.002693714548630263,4,0.0,1.0,0.027777777777263375,1.0277777777772634,0.92,SCOOTER,160,7,fallback,12.973560944848483,77.55099136
213,423,JUNCTION::BTP185 - RV Teachers College (Cluster 423),30,1.3,44.888888888888886,1.3366336633365603,0.9725925918866157,road,2,7.0,250.0,3199.999999542857,3179.725612261779,0.006335746026552513,0.49999999999998335,0.0026913392733654666,4,0.0,1.0,0.30769230766863903,1.307692307668639,1.9,CAR,21,1,fallback,12.94532759,77.57998415333333
214,212,POLICE_STATION::Malleshwaram (Cluster 212),24,0.8666666666666667,94.4,0.635593220338983,1.3635555534102284,road,2,7.0,250.0,3199.999999542857,3179.8037938661173,0.006311314275193269,0.49999999999998335,0.002680858044687317,4,0.0,1.0,-0.588235294083045,1.0,1.3499999999999999,CAR,24,2,fallback,13.005883195833334,77.56902789583333
215,740,"JUNCTION::BTP179 - 9th Block, 28th Main, Jayanagar (Cluster 740)",19,1.1333333333333333,94.4,0.635593220338983,1.783111108305683,road,2,7.0,250.0,3199.999999542857,3179.8189357207257,0.00630658244562754,0.49999999999998335,0.0026788281813198145,4,0.0,1.0,0.0,1.0,1.0315789473684212,SCOOTER,19,4,fallback,12.916910573684211,77.59603514210526
216,682,JUNCTION::BTP018 - Dhobi Ghat Junction (Cluster 682),45,0.8,87.0,0.689655172405866,1.1599999983313334,road,2,7.0,250.0,3199.999999542857,3179.835001482388,0.006301561895107222,0.49999999999998335,0.002676674495220661,4,0.0,1.0,-0.9772727272505166,1.0,1.5844444444444443,CAR,40,8,fallback,12.987921166666666,77.54989369333333
217,275,JUNCTION::BTP135 - UCO Bank Junction (Cluster 275),74,0.86,94.4,0.635593220338983,1.353066664537842,road,2,7.0,250.0,3199.999999542857,3179.898966560921,0.006281572808062852,0.49999999999998335,0.002668100031420253,4,0.0,1.0,-0.23809523808956917,1.0,1.354054054054054,CAR,74,5,fallback,12.935949622972972,77.61553060540541
218,687,JUNCTION::BTP028 - Vijayanagar Bus Stand Junction (Cluster 687),21,1.2666666666666666,94.4,0.635593220338983,1.9928888857534104,road,2,7.0,250.0,3199.999999542857,3180.0092904643748,0.006247096588228751,0.49999999999998335,0.0026533124714072636,4,0.0,1.0,0.0,1.0,0.9142857142857143,SCOOTER,21,4,fallback,12.971662852380952,77.53715907142858
219,595,JUNCTION::BTP061 - Bhashyam Circle (Cluster 595),139,0.6631578947368421,138.0,0.4347826086925016,1.5252631543976838,road,2,7.0,250.0,3199.999999542857,3180.304071081715,0.006154977645296711,0.49999999999998335,0.002613808612604995,4,0.0,1.0,0.6730769230510355,1.6730769230510356,1.176978417266187,SCOOTER,125,6,fallback,12.985420964536377,77.5537002098882
220,136,POLICE_STATION::Malleshwaram (Cluster 136),52,0.75,94.4,0.635593220338983,1.1799999981434668,road,2,7.0,250.0,3199.999999542857,3180.331603975026,0.006146373616135792,0.49999999999998335,0.00261011948410917,4,0.0,1.0,0.3636363636198347,1.3636363636198348,1.5192307692307692,CAR,51,5,fallback,13.007833026923077,77.57084105576922
221,251,"JUNCTION::BTP022 - Marenahalli Junction, Vijayanagar (Cluster 251)",60,1.0222222222222221,94.4,0.635593220338983,1.6082962937659102,road,2,7.0,250.0,3199.999999542857,3180.413707769745,0.006120716180282426,0.49999999999998335,0.0025991189998206448,4,0.0,1.0,-0.5714285714149661,1.0,1.1099999999999999,MOTOR CYCLE,57,5,fallback,12.96866157,77.53648272333334
222,185,POLICE_STATION::Electronic City (Cluster 185),16,1.1,94.4,0.635593220338983,1.7306666639437513,road,2,7.0,250.0,3199.999999542857,3180.537416721896,0.006082057132729801,0.49999999999998335,0.00258254581929587,4,0.0,1.0,0.0,1.0,1.025,SCOOTER,16,5,fallback,12.84185095,77.645699025
223,383,"JUNCTION::BTP145 - Sri Hatti Maramma Circle, Domluru (Cluster 383)",19,0.8,94.4,0.635593220338983,1.2586666646863647,road,2,7.0,250.0,3199.999999542857,3180.5941986766775,0.006064312771858038,0.49999999999998335,0.002574939463703031,4,0.0,1.0,-0.9444444443919753,1.0,1.4052631578947368,CAR,19,5,fallback,12.961256431578946,77.63656967894738
224,758,JUNCTION::BTP018 - Dhobi Ghat Junction (Cluster 758),65,0.725,94.4,0.635593220338983,1.1406666648720178,road,2,7.0,250.0,3199.999999542857,3180.6502817766313,0.006046786803119986,0.49999999999998335,0.002567427140668678,4,0.0,1.0,0.41176470585813146,1.4117647058581315,1.5461538461538462,CAR,64,9,fallback,12.987002810769232,77.54941942153846
225,651,POLICE_STATION::HAL Old Airport (Cluster 651),20,0.8666666666666667,94.4,0.635593220338983,1.3635555534102284,road,2,7.0,250.0,3199.999999542857,3180.7014030073055,0.006030811418532012,0.49999999999998335,0.002560579819340804,4,0.0,1.0,17.999999982,18.999999982,1.29,MOTOR CYCLE,20,5,fallback,12.967386200000002,77.716176425
226,737,"JUNCTION::BTP099 - Cash Pharmacy, Residency Road (Cluster 737)",21,0.6,94.4,0.635593220338983,0.9439999985147733,road,2,7.0,250.0,3199.999999542857,3180.71619876238,0.006026187745070577,0.49999999999998335,0.002558598098387787,4,0.0,1.0,0.0,1.0,1.861904761904762,CAR,21,5,fallback,12.968951790476192,77.60237959047619
227,55,JUNCTION::BTP108 - Tagore Park Junction (Cluster 55),298,0.9294117647058824,100.8,0.5952380952321901,1.561411762098201,road,2,7.0,250.0,3199.999999542857,3180.719094282501,0.00602528289503268,0.49999999999998335,0.002558210280187469,4,0.0,1.0,-0.4943820224635779,1.0,1.1255033557046978,SCOOTER,279,6,fallback,12.94463117718121,77.57114230436243
228,709,JUNCTION::BTP220 - Puttanna Junction (Cluster 709),22,0.95,94.4,0.635593220338983,1.494666664315058,road,2,7.0,250.0,3199.999999542857,3180.7688806175697,0.006009724665321459,0.49999999999998335,0.002551542204267396,4,0.0,1.0,-0.5333333332977778,1.0,1.1727272727272728,SCOOTER,21,4,fallback,12.929839204545454,77.58366316363636
229,794,JUNCTION::BTP218 - Syndicate Bank Junction (Cluster 794),19,0.7,94.4,0.635593220338983,1.101333331600569,road,2,7.0,250.0,3199.999999542857,3180.857666946865,0.005981978937412813,0.49999999999998335,0.0025396515168113476,4,0.0,1.0,-0.8124999999492187,1.0,1.5842105263157893,CAR,19,4,fallback,12.931817584210526,77.58386815263158
230,228,JUNCTION::BTP218 - Syndicate Bank Junction (Cluster 228),26,1.2,94.4,0.635593220338983,1.8879999970295467,road,2,7.0,250.0,3199.999999542857,3180.879331446535,0.005975208781264785,0.49999999999998335,0.0025367502611505135,4,0.0,1.0,0.0,1.0,0.9230769230769231,SCOOTER,26,4,fallback,12.937333019230769,77.58511717307692
231,67,JUNCTION::BTP100 - Richmond Circle (Cluster 67),205,1.26,94.4,0.635593220338983,1.9823999968810242,road,2,7.0,250.0,3199.999999542857,3180.9769168074904,0.005944713355961917,0.49999999999998335,0.0025236826377117577,4,0.0,1.0,-0.1858974358950526,1.0,0.8746341463414635,SCOOTER,178,6,fallback,12.962080470731706,77.59836174439025
232,725,POLICE_STATION::Hulimavu (Cluster 725),16,0.6,94.4,0.635593220338983,0.9439999985147733,road,2,7.0,250.0,3199.999999542857,3181.1631538635897,0.005886514275922572,0.49999999999998335,0.002498747166045311,4,0.0,1.0,0.2857142856734694,1.2857142856734693,1.8187499999999999,CAR,16,5,fallback,12.8931616125,77.6370909125
233,100,POLICE_STATION::Chikkajala (Cluster 100),144,0.5714285714285714,94.4,0.635593220338983,0.8990476176331175,road,2,7.0,250.0,3199.999999542857,3181.238160121954,0.005863074820180447,0.49999999999998335,0.0024887057872074675,4,0.0,1.0,21.999999996333333,22.999999996333333,1.9020833333333331,CAR,144,5,fallback,13.185167209722222,77.68018128819443
234,557,"JUNCTION::BTP102 - BMTC Junction, KH Road (Cluster 557)",19,0.95,94.4,0.635593220338983,1.494666664315058,road,2,7.0,250.0,3199.999999542857,3181.2710395776753,0.005852799990266111,0.49999999999998335,0.0024843043197602574,4,0.0,1.0,4.3333333318888885,5.3333333318888885,1.1421052631578947,SCOOTER,19,4,fallback,12.954656805263157,77.59294584736843
235,137,POLICE_STATION::Mahadevapura (Cluster 137),21,0.6,94.4,0.635593220338983,0.9439999985147733,road,2,7.0,250.0,3199.999999542857,3181.3080289653612,0.005841240806612524,0.49999999999998335,0.002479352838530675,4,0.0,1.0,1.49999999975,2.49999999975,1.8047619047619048,CAR,21,5,fallback,12.979077052380953,77.6950927
236,134,JUNCTION::BTP048 - Shanthala Junction (Cluster 134),34,0.6666666666666666,94.4,0.635593220338983,1.048888887238637,road,2,7.0,250.0,3199.999999542857,3181.3844253477723,0.005817366937105661,0.49999999999998335,0.0024691268184288684,4,0.0,1.0,0.0,1.0,1.6176470588235294,PASSENGER AUTO,34,2,fallback,12.977387402941176,77.57075491764706
237,153,POLICE_STATION::Yelahanka (Cluster 153),27,1.0,94.4,0.635593220338983,1.5733333308579558,road,2,7.0,250.0,3199.999999542857,3181.395707513951,0.005813841260174368,0.49999999999998335,0.0024676167116107206,4,0.0,1.0,-0.4999999999722222,1.0,1.0777777777777777,SCOOTER,27,3,fallback,13.09970415925926,77.58867976296297
238,776,JUNCTION::BTP067 - Jai Muni Rao Circle (Cluster 776),32,0.9333333333333333,94.4,0.635593220338983,1.468444442134092,road,2,7.0,250.0,3199.999999542857,3181.472426243967,0.005789866657040843,0.49999999999998335,0.002457348428341229,4,0.0,1.0,29.999999969999998,30.999999969999998,1.15,SCOOTER,32,4,fallback,12.978677931250001,77.541853878125
239,528,POLICE_STATION::Thalagattapura (Cluster 528),21,0.9,94.4,0.635593220338983,1.4159999977721602,road,2,7.0,250.0,3199.999999542857,3181.5792844750613,0.005756473459819222,0.49999999999998335,0.0024430474639955324,4,0.0,1.0,18.999999981,19.999999981,1.1857142857142857,SCOOTER,20,4,fallback,12.888092295238096,77.56215407619048
240,524,JUNCTION::BTP032 - Windsor Circle (Cluster 524),23,0.56,94.4,0.635593220338983,0.8810666652804553,road,2,7.0,250.0,3199.999999542857,3181.633535577001,0.005739519990460629,0.49999999999998335,0.0024357875479339244,4,0.0,1.0,-0.9545454545020661,1.0,1.9,CAR,22,2,fallback,12.996424065217392,77.58442989130434
241,480,POLICE_STATION::Malleshwaram (Cluster 480),51,0.725,94.4,0.635593220338983,1.1406666648720178,road,2,7.0,250.0,3199.999999542857,3181.7431982322596,0.005705250410687479,0.49999999999998335,0.0024211136028574115,4,0.0,1.0,0.31818181816735536,1.3181818181673552,1.4588235294117649,CAR,51,7,fallback,12.994562356862746,77.5714112490196
242,146,POLICE_STATION::Mahadevapura (Cluster 146),20,0.8666666666666667,94.4,0.635593220338983,1.3635555534102284,road,2,7.0,250.0,3199.999999542857,3181.823414433791,0.005680182847705217,0.49999999999998335,0.0024103808830106743,4,0.0,1.0,0.0,1.0,1.215,SCOOTER,20,8,fallback,12.996296505,77.668533275
243,21,"JUNCTION::BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road (Cluster 21)",70,0.3333333333333333,182.0,0.32967032966851834,1.0111111080496293,road,2,7.0,250.0,3199.999999542857,3181.933713888435,0.005645714268124213,0.49999999999998335,0.002395624480279697,4,0.0,1.0,3.4999999995,4.4999999995,1.6285714285714286,CAR,65,7,fallback,12.993228379790457,77.55393182070699
