st_dbscan_cluster_id,cluster_label,records,core_points,noise_points,start_time_ist,end_time_ist,duration_days,latitude_mean,longitude_mean,unique_vehicles,dominant_vehicle_type,dominant_police_station,dominant_junction_name,severity_sum,severity_mean
309,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road",92,81,0,2024-01-04 03:50:46+05:30,2024-01-13 09:18:46+05:30,9.227777777777778,12.993112691304347,77.55364681956523,76,CAR,Rajajinagar,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road",176.0,1.9130434782608696
209,BTP074 - Leprosy Hospital Junction,92,77,0,2024-01-18 06:24:46+05:30,2024-01-31 07:43:46+05:30,13.05486111111111,12.975713723913044,77.5598548902174,92,SCOOTER,Magadi Road,No Junction,118.0,1.2826086956521738
379,POLICE_STATION::HSR Layout,92,87,0,2023-12-17 09:35:46+05:30,2024-01-06 03:08:46+05:30,19.73125,12.911575495652174,77.63809063586957,87,SCOOTER,HSR Layout,No Junction,102.0,1.108695652173913
560,"BTP189 - New Diagonal Road, Jayanagar",92,76,0,2023-12-07 11:53:46+05:30,2023-12-21 12:37:46+05:30,14.030555555555555,12.928390763043481,77.5811768152174,88,CAR,Jayanagara,"BTP189 - New Diagonal Road, Jayanagar",99.0,1.076086956521739
78,"BTP163 - 16th Main Road, BTM Layout",92,85,0,2023-11-25 12:00:46+05:30,2023-12-07 05:06:46+05:30,11.7125,12.913656329347823,77.60613122934782,84,SCOOTER,Mico Layout,No Junction,92.0,1.0
42,POLICE_STATION::HSR Layout,91,84,0,2023-11-26 12:51:46+05:30,2023-12-15 06:35:46+05:30,18.738888888888887,12.911701334065935,77.63809812967033,90,MOTOR CYCLE,HSR Layout,No Junction,115.0,1.2637362637362637
657,BTP100 - Richmond Circle,90,82,0,2023-12-24 07:34:46+05:30,2023-12-31 10:08:46+05:30,7.106944444444444,12.962210283333333,77.59794663444444,87,SCOOTER,Ashok Nagar,BTP100 - Richmond Circle,92.0,1.0222222222222221
112,POLICE_STATION::K.R. Pura,89,84,0,2024-03-06 12:18:46+05:30,2024-03-21 00:11:46+05:30,14.495138888888889,13.008240484269663,77.69504693146067,85,PASSENGER AUTO,K.R. Pura,No Junction,166.0,1.8651685393258426
279,POLICE_STATION::HAL Old Airport,89,76,0,2024-01-10 05:02:46+05:30,2024-01-20 06:59:46+05:30,10.08125,12.942963473252652,77.69740347977452,87,CAR,HAL Old Airport,No Junction,163.0,1.8314606741573034
381,"BTP095 - Satellite Bus Stand, Mysore Road",89,66,0,2023-11-14 13:20:46+05:30,2023-11-24 05:40:46+05:30,9.680555555555555,12.953492923259459,77.54273083852891,86,SCOOTER,Byatarayanapura,"BTP095 - Satellite Bus Stand, Mysore Road",158.0,1.7752808988764044
545,POLICE_STATION::Ashok Nagar,89,85,0,2023-12-14 07:38:46+05:30,2023-12-22 04:01:46+05:30,7.8493055555555555,12.97009369452174,77.60662945821072,75,SCOOTER,Ashok Nagar,No Junction,108.0,1.2134831460674158
45,"BTP095 - Satellite Bus Stand, Mysore Road",88,83,0,2023-11-27 13:00:46+05:30,2023-12-04 04:22:46+05:30,6.6402777777777775,12.95361033409091,77.54287002954545,86,PASSENGER AUTO,Byatarayanapura,"BTP095 - Satellite Bus Stand, Mysore Road",168.0,1.9090909090909092
602,POLICE_STATION::HAL Old Airport,88,82,0,2023-12-13 09:06:46+05:30,2023-12-23 16:36:46+05:30,10.3125,12.947538113636362,77.69894034999999,87,CAR,HAL Old Airport,No Junction,113.0,1.2840909090909092
257,"BTP189 - New Diagonal Road, Jayanagar",87,85,0,2024-01-14 11:44:46+05:30,2024-01-25 08:23:46+05:30,10.860416666666667,12.928616228735631,77.58070089425289,75,SCOOTER,Jayanagara,"BTP189 - New Diagonal Road, Jayanagar",87.0,1.0
222,POLICE_STATION::Madiwala,86,77,0,2024-01-14 12:25:46+05:30,2024-01-27 04:32:46+05:30,12.671527777777778,12.906594509302323,77.62902934069768,83,MOTOR CYCLE,Madiwala,No Junction,134.0,1.558139534883721
407,BTP136 - Hosur-Tavarkere Road Junction,86,83,0,2023-12-06 02:02:46+05:30,2023-12-27 02:36:46+05:30,21.023611111111112,12.930913131395345,77.60640085813952,64,SCOOTER,Mico Layout,No Junction,103.0,1.197674418604651
106,POLICE_STATION::HSR Layout,85,72,0,2023-11-11 05:31:46+05:30,2023-11-18 13:00:46+05:30,7.311805555555556,12.906515881176475,77.63118375294118,83,CAR,HSR Layout,No Junction,168.0,1.9764705882352942
363,POLICE_STATION::HAL Old Airport,85,81,0,2023-11-21 08:53:46+05:30,2023-11-22 11:38:46+05:30,1.1145833333333333,12.933772612941178,77.69099126470589,81,SCOOTER,HAL Old Airport,No Junction,91.0,1.0705882352941176
218,BTP208 - Havanur Circle,84,80,0,2024-01-15 08:22:46+05:30,2024-01-29 09:41:46+05:30,14.05486111111111,12.988330528571428,77.53745414166666,82,SCOOTER,Vijayanagara,BTP208 - Havanur Circle,151.0,1.7976190476190477
285,POLICE_STATION::Byatarayanapura,84,71,0,2024-01-07 10:04:46+05:30,2024-01-18 04:19:46+05:30,10.760416666666666,12.957983126190475,77.51905888809524,81,CAR,Byatarayanapura,No Junction,97.0,1.1547619047619047
534,"BTP163 - 16th Main Road, BTM Layout",84,73,0,2023-12-07 06:01:46+05:30,2023-12-15 05:40:46+05:30,7.985416666666667,12.913659017857142,77.60595657142856,77,SCOOTER,Mico Layout,No Junction,86.0,1.0238095238095237
730,POLICE_STATION::Bellandur,83,81,0,2024-01-03 08:55:46+05:30,2024-01-06 06:13:46+05:30,2.8875,12.927584868674698,77.67987332409639,81,CAR,Bellandur,No Junction,148.0,1.783132530120482
488,"BTP115 - Sahasra Hospital, Jayanagar",83,72,0,2023-12-05 04:12:46+05:30,2023-12-26 03:51:46+05:30,20.985416666666666,12.917285903215124,77.573532282491,78,SCOOTER,Banashankari,"BTP115 - Sahasra Hospital, Jayanagar",93.0,1.1204819277108433
314,POLICE_STATION::Banaswadi,83,61,0,2024-01-01 09:45:46+05:30,2024-01-14 00:52:46+05:30,12.629861111111111,12.99323311445783,77.66151085060241,79,CAR,Banaswadi,No Junction,88.0,1.0602409638554218
143,POLICE_STATION::HAL Old Airport,82,70,0,2024-01-29 12:06:46+05:30,2024-02-01 05:42:46+05:30,2.7333333333333334,12.938940252439027,77.69657722439023,81,CAR,HAL Old Airport,No Junction,139.0,1.6951219512195121
87,"BTP070 - Cholurpalya Junction, Magadi Road",82,78,0,2024-03-11 06:55:46+05:30,2024-03-18 04:18:46+05:30,6.8909722222222225,12.973666373170731,77.55122360853659,82,SCOOTER,Magadi Road,"BTP070 - Cholurpalya Junction, Magadi Road",82.0,1.0
355,POLICE_STATION::Kodigehalli,80,78,0,2023-11-25 02:13:46+05:30,2023-11-27 09:26:46+05:30,2.3006944444444444,13.05385348625,77.59275450875,79,SCOOTER,Kodigehalli,No Junction,151.0,1.8875
235,POLICE_STATION::HAL Old Airport,80,65,0,2024-01-17 02:23:46+05:30,2024-01-25 04:47:46+05:30,8.1,12.95027317798685,77.69974689830354,80,CAR,HAL Old Airport,No Junction,120.0,1.5
664,POLICE_STATION::HAL Old Airport,79,72,0,2023-12-24 07:16:46+05:30,2023-12-29 06:42:46+05:30,4.976388888888889,12.964286379746836,77.71776498607595,75,MAXI-CAB,HAL Old Airport,No Junction,157.0,1.9873417721518987
178,POLICE_STATION::HAL Old Airport,79,78,0,2024-03-11 13:18:46+05:30,2024-03-14 07:23:46+05:30,2.7534722222222223,12.939760343037975,77.69559861265822,79,CAR,HAL Old Airport,No Junction,156.0,1.9746835443037976
644,POLICE_STATION::Mahadevapura,79,57,0,2023-12-20 11:06:46+05:30,2024-01-06 11:27:46+05:30,17.014583333333334,12.979188861881061,77.6951614768581,75,CAR,Mahadevapura,No Junction,155.0,1.9620253164556962
132,BTP061 - Bhashyam Circle,79,68,0,2024-01-27 05:08:46+05:30,2024-02-03 05:22:46+05:30,7.009722222222222,12.985260350632908,77.55388748607595,76,CAR,Rajajinagar,BTP061 - Bhashyam Circle,146.0,1.8481012658227849
119,BTP135 - UCO Bank Junction,79,62,0,2024-03-10 14:34:46+05:30,2024-03-19 05:48:46+05:30,8.634722222222223,12.93534355949367,77.61527929873418,79,SCOOTER,Adugodi,BTP135 - UCO Bank Junction,90.0,1.139240506329114
377,POLICE_STATION::Bellandur,78,72,0,2023-11-12 00:51:46+05:30,2023-11-22 02:03:46+05:30,10.05,12.899740206410257,77.67547928205128,77,CAR,Bellandur,No Junction,104.0,1.3333333333333333
63,BTP104 - Medical College Circle,76,73,0,2024-03-10 11:08:46+05:30,2024-03-19 03:53:46+05:30,8.697916666666666,12.959891055263157,77.57751601578946,74,SCOOTER,City Market,BTP104 - Medical College Circle,151.0,1.986842105263158
239,BTP137 - Madiwala Traffic PS Junction,76,62,0,2024-01-16 10:42:46+05:30,2024-01-25 04:04:46+05:30,8.723611111111111,12.924605011842104,77.61875365921053,72,CAR,Madiwala,BTP137 - Madiwala Traffic PS Junction,76.0,1.0
259,POLICE_STATION::Bellandur,75,64,0,2024-01-12 11:47:46+05:30,2024-01-23 12:02:46+05:30,11.010416666666666,12.900018188124212,77.675490821958,74,CAR,Bellandur,No Junction,95.0,1.2666666666666666
275,BTP135 - UCO Bank Junction,74,55,0,2024-01-10 11:54:46+05:30,2024-01-20 17:06:46+05:30,10.216666666666667,12.935949622972972,77.61553060540541,74,CAR,Adugodi,BTP135 - UCO Bank Junction,97.0,1.3108108108108107
199,BTP091 - Sirsi Circle,74,45,0,2024-01-16 04:03:46+05:30,2024-02-01 12:08:46+05:30,16.336805555555557,12.964401916216215,77.55508381621624,70,SCOOTER,Magadi Road,No Junction,87.0,1.1756756756756757
457,"BTP206 - Shankara Mutt Circle, Vijayanagar",73,64,0,2023-12-26 08:36:46+05:30,2024-01-02 04:20:46+05:30,6.822222222222222,12.998416657534248,77.54124579452055,71,SCOOTER,Vijayanagara,"BTP206 - Shankara Mutt Circle, Vijayanagar",146.0,2.0
149,POLICE_STATION::HAL Old Airport,73,63,0,2024-01-30 05:26:46+05:30,2024-02-01 06:42:46+05:30,2.0527777777777776,12.964721153424657,77.71799842054794,73,MAXI-CAB,HAL Old Airport,No Junction,143.0,1.9589041095890412
298,BTP136 - Hosur-Tavarkere Road Junction,72,70,0,2024-01-10 02:06:46+05:30,2024-01-20 02:16:46+05:30,10.006944444444445,12.9309005375,77.6066075361111,58,SCOOTER,Mico Layout,No Junction,83.0,1.1527777777777777
14,POLICE_STATION::Bellandur,71,65,0,2023-11-11 09:06:46+05:30,2023-11-23 12:38:46+05:30,12.147222222222222,12.92621031798635,77.67699707755419,67,CAR,Bellandur,No Junction,109.0,1.5352112676056338
89,BTP211 - Central Street Junction,71,71,0,2024-03-08 11:01:46+05:30,2024-03-16 07:29:46+05:30,7.852777777777778,12.98419371408451,77.60323464225351,70,PASSENGER AUTO,Shivajinagar,BTP211 - Central Street Junction,100.0,1.408450704225352
266,POLICE_STATION::Malleshwaram,71,69,0,2024-01-16 11:47:46+05:30,2024-01-20 12:42:46+05:30,4.038194444444445,13.005618392957746,77.56896849859154,69,CAR,Malleshwaram,No Junction,93.0,1.3098591549295775
474,"BTP101 - Blood Bank Circle, KH Road",71,69,0,2023-11-14 03:35:46+05:30,2023-11-22 03:12:46+05:30,7.9840277777777775,12.962032549295772,77.59619910563379,58,SCOOTER,Ashok Nagar,"BTP101 - Blood Bank Circle, KH Road",84.0,1.1830985915492958
21,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road",70,60,0,2023-11-26 02:53:46+05:30,2023-12-04 04:09:46+05:30,8.052777777777777,12.993228379790455,77.55393182070699,65,CAR,Rajajinagar,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road",142.0,2.0285714285714285
490,POLICE_STATION::Yelahanka,70,47,0,2023-11-11 04:03:46+05:30,2023-11-16 03:04:46+05:30,4.959027777777778,13.121393784285715,77.61929078428571,68,CAR,Yelahanka,No Junction,140.0,2.0
307,POLICE_STATION::Bellandur,70,58,0,2024-01-09 10:13:46+05:30,2024-01-13 02:13:46+05:30,3.6666666666666665,12.927107772857141,77.67938685428571,70,MAXI-CAB,Bellandur,No Junction,111.0,1.5857142857142856
268,BTP017 - Attiguppe Circle,69,69,0,2024-01-17 11:25:46+05:30,2024-01-19 10:04:46+05:30,1.94375,12.960892034782608,77.52797763188404,68,SCOOTER,Byatarayanapura,No Junction,140.0,2.028985507246377
464,POLICE_STATION::Jeevanbheemanagar,69,54,0,2023-12-03 06:55:46+05:30,2023-12-19 06:29:46+05:30,15.981944444444444,12.978101343478261,77.63954483188407,65,SCOOTER,Jeevanbheemanagar,No Junction,107.0,1.5507246376811594
532,BTP171 - Indian Express (Balekundri),68,58,0,2023-12-08 06:27:46+05:30,2023-12-17 10:56:46+05:30,9.186805555555555,12.988731555882353,77.59869265441176,58,CAR,High ground,No Junction,127.0,1.8676470588235294
444,BTP054 - Shivananda Circle,68,50,0,2023-11-10 04:49:46+05:30,2023-11-21 10:22:46+05:30,11.23125,12.983692070588235,77.57777624117648,67,CAR,High ground,BTP054 - Shivananda Circle,87.0,1.2794117647058822
31,BTP218 - Syndicate Bank Junction,67,43,0,2023-11-15 12:35:46+05:30,2023-11-30 13:28:46+05:30,15.036805555555556,12.937702156716417,77.5847269761194,65,SCOOTER,Wilson Garden,No Junction,108.0,1.6119402985074627
486,POLICE_STATION::Jeevanbheemanagar,67,67,0,2023-12-07 02:06:46+05:30,2023-12-10 09:28:46+05:30,3.3069444444444445,12.97166958208955,77.65811406865673,62,SCOOTER,Jeevanbheemanagar,No Junction,79.0,1.1791044776119404
116,POLICE_STATION::HAL Old Airport,66,64,0,2024-03-12 03:17:46+05:30,2024-03-16 08:10:46+05:30,4.2034722222222225,12.95080218787879,77.69982016666665,65,CAR,HAL Old Airport,No Junction,107.0,1.621212121212121
101,POLICE_STATION::Yeshwanthpura,65,57,0,2023-11-23 12:05:46+05:30,2023-12-09 01:23:46+05:30,15.554166666666667,13.030470499999998,77.53682315538461,64,SCOOTER,Yeshwanthpura,No Junction,126.0,1.9384615384615385
758,BTP018 - Dhobi Ghat Junction,65,48,0,2024-01-13 05:44:46+05:30,2024-01-23 03:13:46+05:30,9.895138888888889,12.98700281076923,77.54941942153846,64,CAR,Vijayanagara,BTP018 - Dhobi Ghat Junction,116.0,1.7846153846153847
250,POLICE_STATION::Jalahalli,65,65,0,2024-01-16 03:56:46+05:30,2024-01-25 10:43:46+05:30,9.282638888888888,13.050518967692309,77.52553715692308,44,SCOOTER,Jalahalli,No Junction,95.0,1.4615384615384615
376,BTP042 - Minsk Square Junction (CTO),65,63,0,2023-12-19 09:24:46+05:30,2023-12-26 08:57:46+05:30,6.98125,12.981212584615385,77.59850144307691,56,SCOOTER,Shivajinagar,BTP042 - Minsk Square Junction (CTO),91.0,1.4
518,POLICE_STATION::Banashankari,65,65,0,2023-12-07 03:22:46+05:30,2023-12-15 02:47:46+05:30,7.975694444444445,12.934943792307694,77.53651307846154,48,SCOOTER,Banashankari,No Junction,66.0,1.0153846153846153
507,POLICE_STATION::HSR Layout,65,61,0,2023-11-12 09:37:46+05:30,2023-11-12 11:48:46+05:30,0.09097222222222222,12.909785066153846,77.64451709846155,65,SCOOTER,HSR Layout,No Junction,65.0,1.0
325,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road",64,51,0,2024-01-16 01:21:46+05:30,2024-01-23 01:48:46+05:30,7.01875,12.993163859374999,77.5537429078125,56,CAR,Rajajinagar,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road",119.0,1.859375
368,POLICE_STATION::Ashok Nagar,64,52,0,2023-11-29 02:05:46+05:30,2023-12-07 10:02:46+05:30,8.33125,12.97045961204564,77.60675909023934,63,SCOOTER,Ashok Nagar,No Junction,107.0,1.671875
252,POLICE_STATION::HSR Layout,64,59,0,2024-01-11 13:21:46+05:30,2024-01-25 04:28:46+05:30,13.629861111111111,12.9123418890625,77.63532420937501,64,MOTOR CYCLE,HSR Layout,No Junction,102.0,1.59375
172,POLICE_STATION::Rajajinagar,64,61,0,2024-01-21 11:18:46+05:30,2024-01-24 11:55:46+05:30,3.0256944444444445,13.018507475,77.53182610625001,62,SCOOTER,Rajajinagar,No Junction,100.0,1.5625
277,POLICE_STATION::Sadashivanagar,63,52,0,2024-01-13 03:58:46+05:30,2024-01-21 11:48:46+05:30,8.32638888888889,13.02783823333333,77.57445424603175,62,CAR,Sadashivanagar,No Junction,113.0,1.7936507936507937
674,POLICE_STATION::Electronic City,63,57,0,2023-12-26 12:38:46+05:30,2023-12-31 13:28:46+05:30,5.034722222222222,12.841830123809524,77.64624068888888,62,MOTOR CYCLE,Electronic City,No Junction,109.0,1.7301587301587302
302,"BTP016 - 5th Main Road, RPC Layout",63,57,0,2024-01-10 11:30:46+05:30,2024-01-16 11:27:46+05:30,5.997916666666667,12.967010495238094,77.5359064904762,63,SCOOTER,Vijayanagara,"BTP016 - 5th Main Road, RPC Layout",98.0,1.5555555555555556
61,POLICE_STATION::Halasur,63,53,0,2023-11-12 11:43:46+05:30,2023-11-23 08:16:46+05:30,10.85625,12.972047244444445,77.61903253015872,59,SCOOTER,Halasur,No Junction,91.0,1.4444444444444444
214,POLICE_STATION::Mahadevapura,63,58,0,2024-01-16 01:42:46+05:30,2024-01-27 00:18:46+05:30,10.941666666666666,13.000515276190475,77.67714484126986,60,PASSENGER AUTO,Mahadevapura,No Junction,84.0,1.3333333333333333
409,POLICE_STATION::Electronic City,62,36,0,2023-12-15 12:23:46+05:30,2023-12-24 11:24:46+05:30,8.959027777777777,12.841874812903226,77.64603364677421,60,MOTOR CYCLE,Electronic City,No Junction,113.0,1.8225806451612903
247,BTP008 - Navarang Theatre,61,54,0,2024-01-13 04:39:46+05:30,2024-01-28 12:08:46+05:30,15.311805555555555,12.998487081967214,77.55294844918032,60,SCOOTER,Malleshwaram,BTP008 - Navarang Theatre,119.0,1.9508196721311475
144,POLICE_STATION::Kodigehalli,61,61,0,2024-01-30 05:11:46+05:30,2024-01-31 12:46:46+05:30,1.3159722222222223,13.070965298360658,77.58788824262292,58,SCOOTER,Kodigehalli,No Junction,108.0,1.7704918032786885
672,"BTP001 - 10th Cross, Dr. Rajkumar Road",61,61,0,2023-12-27 10:53:46+05:30,2024-01-05 02:04:46+05:30,8.63263888888889,13.008634959016392,77.55510906721314,59,SCOOTER,Malleshwaram,"BTP001 - 10th Cross, Dr. Rajkumar Road",90.0,1.4754098360655739
356,POLICE_STATION::HSR Layout,61,55,0,2023-11-11 10:38:46+05:30,2023-11-26 10:40:46+05:30,15.001388888888888,12.911772913114756,77.63802677049179,55,CAR,HSR Layout,No Junction,68.0,1.1147540983606556
681,BTP017 - Attiguppe Circle,60,57,0,2023-12-29 03:14:46+05:30,2023-12-31 10:38:46+05:30,2.308333333333333,12.960849356666667,77.52838206833333,57,SCOOTER,Byatarayanapura,No Junction,120.0,2.0
756,POLICE_STATION::HAL Old Airport,60,60,0,2024-01-14 07:55:46+05:30,2024-01-15 12:28:46+05:30,1.1895833333333334,12.958595678333332,77.66816896999998,59,CAR,HAL Old Airport,No Junction,112.0,1.8666666666666667
44,POLICE_STATION::HSR Layout,60,46,0,2023-11-21 09:42:46+05:30,2023-12-02 14:08:46+05:30,11.184722222222222,12.90624064833333,77.62993785833335,60,CAR,HSR Layout,No Junction,108.0,1.8
251,"BTP022 - Marenahalli Junction, Vijayanagar",60,50,0,2024-01-15 12:01:46+05:30,2024-01-25 03:10:46+05:30,9.63125,12.968661570000002,77.53648272333335,57,MOTOR CYCLE,Vijayanagara,"BTP022 - Marenahalli Junction, Vijayanagar",85.0,1.4166666666666667
41,"BTP024 - NPS, Vijayanagar",60,37,0,2023-11-29 03:45:46+05:30,2023-12-08 05:43:46+05:30,9.081944444444444,12.985268855,77.54963280666668,55,SCOOTER,Magadi Road,"BTP024 - NPS, Vijayanagar",77.0,1.2833333333333334
701,POLICE_STATION::Banaswadi,59,59,0,2023-12-30 07:11:46+05:30,2024-01-04 07:15:46+05:30,5.002777777777778,12.991644867796612,77.65267897966102,51,CAR,Banaswadi,No Junction,117.0,1.9830508474576272
396,"BTP170 - Dr. Bheem Rao Palace, Chord Road",59,45,0,2023-12-07 01:20:46+05:30,2023-12-24 05:26:46+05:30,17.170833333333334,12.98967294237288,77.55050696101695,45,CAR,Rajajinagar,"BTP170 - Dr. Bheem Rao Palace, Chord Road",106.0,1.7966101694915255
446,POLICE_STATION::Jnanabharathi,59,57,0,2023-11-10 12:50:46+05:30,2023-11-22 12:55:46+05:30,12.003472222222221,12.960949577966101,77.51180047457626,59,CAR,Jnanabharathi,No Junction,92.0,1.5593220338983051
699,"BTP022 - Marenahalli Junction, Vijayanagar",59,37,0,2023-12-26 10:38:46+05:30,2024-01-06 02:59:46+05:30,10.68125,12.967494827118644,77.536159020339,58,CAR,Vijayanagara,"BTP022 - Marenahalli Junction, Vijayanagar",90.0,1.5254237288135593
629,POLICE_STATION::Jeevanbheemanagar,59,36,0,2023-12-18 12:35:46+05:30,2023-12-31 12:58:46+05:30,13.015972222222222,12.969799777966104,77.63991479661017,58,CAR,Jeevanbheemanagar,No Junction,71.0,1.2033898305084745
294,BTP063 - Siddalingaiah Circle,59,43,0,2024-01-02 12:56:46+05:30,2024-01-17 11:47:46+05:30,14.952083333333333,12.971344745762712,77.59733063050848,58,CAR,Cubbon Park,BTP063 - Siddalingaiah Circle,69.0,1.1694915254237288
8,POLICE_STATION::Sheshadripuram,59,57,0,2023-11-10 01:38:46+05:30,2023-11-18 10:14:46+05:30,8.358333333333333,12.996288523728817,77.5631023542373,49,SCOOTER,Sheshadripuram,No Junction,68.0,1.152542372881356
634,POLICE_STATION::Halasur,59,49,0,2023-12-21 09:34:46+05:30,2024-01-02 13:28:46+05:30,12.1625,12.97375228474576,77.62305047796612,48,CAR,Halasur,No Junction,68.0,1.152542372881356
39,"BTP070 - Cholurpalya Junction, Magadi Road",59,59,0,2023-11-28 07:50:46+05:30,2023-12-07 03:04:46+05:30,8.801388888888889,12.973489581355935,77.5508887542373,58,SCOOTER,Magadi Road,"BTP070 - Cholurpalya Junction, Magadi Road",60.0,1.0169491525423728
418,BTP054 - Shivananda Circle,58,37,0,2023-11-10 08:41:46+05:30,2023-11-17 11:44:46+05:30,7.127083333333333,12.987614913793102,77.5784279275862,54,CAR,High ground,BTP054 - Shivananda Circle,82.0,1.4137931034482758
339,POLICE_STATION::Rajajinagar,58,54,0,2023-12-19 04:25:46+05:30,2023-12-29 02:49:46+05:30,9.933333333333334,13.008518215517242,77.54295425172415,54,SCOOTER,Rajajinagar,No Junction,76.0,1.3103448275862069
305,POLICE_STATION::Mahadevapura,58,57,0,2024-01-10 06:29:46+05:30,2024-01-13 04:16:46+05:30,2.907638888888889,13.000360159004,77.67703224649217,58,PASSENGER AUTO,Mahadevapura,No Junction,70.0,1.206896551724138
673,BTP104 - Medical College Circle,57,42,0,2023-12-24 07:57:46+05:30,2023-12-31 13:29:46+05:30,7.230555555555555,12.959671845614036,77.57687036491228,56,SCOOTER,City Market,BTP104 - Medical College Circle,109.0,1.912280701754386
249,POLICE_STATION::Jnanabharathi,57,48,0,2024-01-09 10:45:46+05:30,2024-01-25 14:05:46+05:30,16.13888888888889,12.96088065263158,77.51173931929824,53,CAR,Jnanabharathi,No Junction,83.0,1.456140350877193
429,POLICE_STATION::Banaswadi,57,51,0,2023-11-30 10:19:46+05:30,2023-12-12 08:14:46+05:30,11.913194444444445,12.993477219298246,77.66228104385965,57,SCOOTER,Banaswadi,No Junction,65.0,1.1403508771929824
710,POLICE_STATION::Mahadevapura,56,56,0,2023-12-31 08:14:46+05:30,2023-12-31 12:43:46+05:30,0.18680555555555556,12.995499642016993,77.69603699123981,51,PASSENGER AUTO,Mahadevapura,No Junction,172.0,3.0714285714285716
496,POLICE_STATION::Hulimavu,56,52,0,2023-11-12 01:57:46+05:30,2023-11-18 09:32:46+05:30,6.315972222222222,12.892013462500001,77.63801531964285,50,CAR,Hulimavu,No Junction,110.0,1.9642857142857142
431,POLICE_STATION::Sheshadripuram,56,51,0,2023-12-01 07:39:46+05:30,2023-12-13 10:21:46+05:30,12.1125,12.986521382142858,77.57447258214286,55,CAR,Sheshadripuram,No Junction,72.0,1.2857142857142858
483,BTP009 - Prakash Nagar Junction,55,55,0,2023-11-10 10:31:46+05:30,2023-11-11 10:29:46+05:30,0.9986111111111111,12.992632699999998,77.55824976727276,54,SCOOTER,Rajajinagar,BTP009 - Prakash Nagar Junction,110.0,2.0
324,POLICE_STATION::Hebbala,55,50,0,2024-03-12 03:31:46+05:30,2024-03-19 07:40:46+05:30,7.172916666666667,13.035406738181818,77.58910746,54,SCOOTER,Hebbala,No Junction,84.0,1.5272727272727273
65,BTP061 - Bhashyam Circle,55,42,0,2023-11-10 05:50:46+05:30,2023-11-21 08:53:46+05:30,11.127083333333333,12.985469412727273,77.55334309818183,54,SCOOTER,Rajajinagar,BTP061 - Bhashyam Circle,68.0,1.2363636363636363
385,POLICE_STATION::Yeshwanthpura,55,51,0,2023-11-28 13:24:46+05:30,2023-12-10 05:42:46+05:30,11.679166666666667,13.027546856363633,77.54267219636363,50,MOTOR CYCLE,Yeshwanthpura,No Junction,68.0,1.2363636363636363
6,POLICE_STATION::HSR Layout,54,46,0,2023-11-24 14:06:46+05:30,2023-12-01 13:26:46+05:30,6.972222222222222,12.912487108818006,77.63426543595207,54,SCOOTER,HSR Layout,No Junction,93.0,1.7222222222222223
94,POLICE_STATION::Malleshwaram,54,48,0,2024-03-10 13:05:46+05:30,2024-03-20 05:52:46+05:30,9.699305555555556,13.007871312962962,77.57093351666666,54,CAR,Malleshwaram,No Junction,92.0,1.7037037037037037
125,POLICE_STATION::HSR Layout,54,46,0,2024-01-25 06:26:46+05:30,2024-02-01 11:52:46+05:30,7.226388888888889,12.912521224074075,77.63509509074073,54,MOTOR CYCLE,HSR Layout,No Junction,72.0,1.3333333333333333
213,POLICE_STATION::Electronic City,54,50,0,2024-01-26 10:29:46+05:30,2024-01-29 09:24:46+05:30,2.954861111111111,12.840011346296293,77.67727379814814,54,SCOOTER,Electronic City,No Junction,54.0,1.0
700,"BTP226 - 33rd Cross, 11th Main, Jayanagar",53,45,0,2023-12-27 04:53:46+05:30,2024-01-05 05:14:46+05:30,9.014583333333333,12.926902215094339,77.58612681698114,53,CAR,Jayanagara,"BTP226 - 33rd Cross, 11th Main, Jayanagar",170.0,3.207547169811321
306,POLICE_STATION::Peenya,53,53,0,2024-01-11 03:28:46+05:30,2024-01-12 09:00:46+05:30,1.2305555555555556,13.047011252830185,77.50105121509434,52,MOTOR CYCLE,Peenya,No Junction,106.0,2.0
289,"BTP206 - Shankara Mutt Circle, Vijayanagar",53,29,0,2024-01-09 11:59:46+05:30,2024-01-16 04:18:46+05:30,6.679861111111111,12.998553581132075,77.54157105849056,49,CAR,Vijayanagara,"BTP206 - Shankara Mutt Circle, Vijayanagar",97.0,1.830188679245283
28,BTP054 - Shivananda Circle,53,30,0,2023-11-26 09:00:46+05:30,2023-12-14 09:23:46+05:30,18.01597222222222,12.983879291942438,77.57776257978871,53,CAR,High ground,BTP054 - Shivananda Circle,65.0,1.2264150943396226
378,POLICE_STATION::Pulikeshinagar(F.Town),53,50,0,2023-12-19 11:12:46+05:30,2023-12-28 11:09:46+05:30,8.997916666666667,12.999994860377354,77.6110312471698,47,SCOOTER,Pulikeshinagar(F.Town),No Junction,64.0,1.2075471698113207
127,BTP042 - Minsk Square Junction (CTO),53,50,0,2024-01-29 10:36:46+05:30,2024-02-01 08:08:46+05:30,2.897222222222222,12.981131041509437,77.59827861698112,47,SCOOTER,Shivajinagar,BTP042 - Minsk Square Junction (CTO),61.0,1.150943396226415
