st_dbscan_cluster_id,cluster_label,records,severity_sum,severity_mean,unique_vehicles,dominant_vehicle_type,dominant_police_station,dominant_junction_name,latitude_mean,longitude_mean,start_time_ist,end_time_ist
45,"BTP095 - Satellite Bus Stand, Mysore Road",88,168.0,1.9090909090909092,86,PASSENGER AUTO,Byatarayanapura,"BTP095 - Satellite Bus Stand, Mysore Road",12.95361033409091,77.54287002954545,2023-11-27 13:00:46+05:30,2023-12-04 04:22:46+05:30
602,POLICE_STATION::HAL Old Airport,88,113.0,1.2840909090909092,87,CAR,HAL Old Airport,No Junction,12.947538113636362,77.69894034999999,2023-12-13 09:06:46+05:30,2023-12-23 16:36:46+05:30
257,"BTP189 - New Diagonal Road, Jayanagar",87,87.0,1.0,75,SCOOTER,Jayanagara,"BTP189 - New Diagonal Road, Jayanagar",12.928616228735631,77.58070089425289,2024-01-14 11:44:46+05:30,2024-01-25 08:23:46+05:30
222,POLICE_STATION::Madiwala,86,134.0,1.558139534883721,83,MOTOR CYCLE,Madiwala,No Junction,12.906594509302323,77.62902934069768,2024-01-14 12:25:46+05:30,2024-01-27 04:32:46+05:30
407,BTP136 - Hosur-Tavarkere Road Junction,86,103.0,1.197674418604651,64,SCOOTER,Mico Layout,No Junction,12.930913131395345,77.60640085813952,2023-12-06 02:02:46+05:30,2023-12-27 02:36:46+05:30
106,POLICE_STATION::HSR Layout,85,168.0,1.9764705882352942,83,CAR,HSR Layout,No Junction,12.906515881176475,77.63118375294118,2023-11-11 05:31:46+05:30,2023-11-18 13:00:46+05:30
363,POLICE_STATION::HAL Old Airport,85,91.0,1.0705882352941176,81,SCOOTER,HAL Old Airport,No Junction,12.933772612941178,77.69099126470589,2023-11-21 08:53:46+05:30,2023-11-22 11:38:46+05:30
218,BTP208 - Havanur Circle,84,151.0,1.7976190476190477,82,SCOOTER,Vijayanagara,BTP208 - Havanur Circle,12.988330528571428,77.53745414166666,2024-01-15 08:22:46+05:30,2024-01-29 09:41:46+05:30
285,POLICE_STATION::Byatarayanapura,84,97.0,1.1547619047619047,81,CAR,Byatarayanapura,No Junction,12.957983126190475,77.51905888809524,2024-01-07 10:04:46+05:30,2024-01-18 04:19:46+05:30
534,"BTP163 - 16th Main Road, BTM Layout",84,86.0,1.0238095238095237,77,SCOOTER,Mico Layout,No Junction,12.913659017857142,77.60595657142856,2023-12-07 06:01:46+05:30,2023-12-15 05:40:46+05:30
730,POLICE_STATION::Bellandur,83,148.0,1.783132530120482,81,CAR,Bellandur,No Junction,12.927584868674698,77.67987332409639,2024-01-03 08:55:46+05:30,2024-01-06 06:13:46+05:30
488,"BTP115 - Sahasra Hospital, Jayanagar",83,93.0,1.1204819277108433,78,SCOOTER,Banashankari,"BTP115 - Sahasra Hospital, Jayanagar",12.917285903215124,77.573532282491,2023-12-05 04:12:46+05:30,2023-12-26 03:51:46+05:30
314,POLICE_STATION::Banaswadi,83,88.0,1.0602409638554218,79,CAR,Banaswadi,No Junction,12.99323311445783,77.66151085060241,2024-01-01 09:45:46+05:30,2024-01-14 00:52:46+05:30
143,POLICE_STATION::HAL Old Airport,82,139.0,1.6951219512195121,81,CAR,HAL Old Airport,No Junction,12.938940252439027,77.69657722439023,2024-01-29 12:06:46+05:30,2024-02-01 05:42:46+05:30
87,"BTP070 - Cholurpalya Junction, Magadi Road",82,82.0,1.0,82,SCOOTER,Magadi Road,"BTP070 - Cholurpalya Junction, Magadi Road",12.973666373170731,77.55122360853659,2024-03-11 06:55:46+05:30,2024-03-18 04:18:46+05:30
355,POLICE_STATION::Kodigehalli,80,151.0,1.8875,79,SCOOTER,Kodigehalli,No Junction,13.05385348625,77.59275450875,2023-11-25 02:13:46+05:30,2023-11-27 09:26:46+05:30
235,POLICE_STATION::HAL Old Airport,80,120.0,1.5,80,CAR,HAL Old Airport,No Junction,12.95027317798685,77.69974689830354,2024-01-17 02:23:46+05:30,2024-01-25 04:47:46+05:30
664,POLICE_STATION::HAL Old Airport,79,157.0,1.9873417721518987,75,MAXI-CAB,HAL Old Airport,No Junction,12.964286379746836,77.71776498607595,2023-12-24 07:16:46+05:30,2023-12-29 06:42:46+05:30
178,POLICE_STATION::HAL Old Airport,79,156.0,1.9746835443037976,79,CAR,HAL Old Airport,No Junction,12.939760343037975,77.69559861265822,2024-03-11 13:18:46+05:30,2024-03-14 07:23:46+05:30
644,POLICE_STATION::Mahadevapura,79,155.0,1.9620253164556962,75,CAR,Mahadevapura,No Junction,12.979188861881061,77.6951614768581,2023-12-20 11:06:46+05:30,2024-01-06 11:27:46+05:30
132,BTP061 - Bhashyam Circle,79,146.0,1.8481012658227849,76,CAR,Rajajinagar,BTP061 - Bhashyam Circle,12.985260350632908,77.55388748607595,2024-01-27 05:08:46+05:30,2024-02-03 05:22:46+05:30
119,BTP135 - UCO Bank Junction,79,90.0,1.139240506329114,79,SCOOTER,Adugodi,BTP135 - UCO Bank Junction,12.93534355949367,77.61527929873418,2024-03-10 14:34:46+05:30,2024-03-19 05:48:46+05:30
377,POLICE_STATION::Bellandur,78,104.0,1.3333333333333333,77,CAR,Bellandur,No Junction,12.899740206410257,77.67547928205128,2023-11-12 00:51:46+05:30,2023-11-22 02:03:46+05:30
63,BTP104 - Medical College Circle,76,151.0,1.986842105263158,74,SCOOTER,City Market,BTP104 - Medical College Circle,12.959891055263157,77.57751601578946,2024-03-10 11:08:46+05:30,2024-03-19 03:53:46+05:30
239,BTP137 - Madiwala Traffic PS Junction,76,76.0,1.0,72,CAR,Madiwala,BTP137 - Madiwala Traffic PS Junction,12.924605011842104,77.61875365921053,2024-01-16 10:42:46+05:30,2024-01-25 04:04:46+05:30
259,POLICE_STATION::Bellandur,75,95.0,1.2666666666666666,74,CAR,Bellandur,No Junction,12.900018188124212,77.675490821958,2024-01-12 11:47:46+05:30,2024-01-23 12:02:46+05:30
275,BTP135 - UCO Bank Junction,74,97.0,1.3108108108108107,74,CAR,Adugodi,BTP135 - UCO Bank Junction,12.935949622972972,77.61553060540541,2024-01-10 11:54:46+05:30,2024-01-20 17:06:46+05:30
199,BTP091 - Sirsi Circle,74,87.0,1.1756756756756757,70,SCOOTER,Magadi Road,No Junction,12.964401916216215,77.55508381621624,2024-01-16 04:03:46+05:30,2024-02-01 12:08:46+05:30
457,"BTP206 - Shankara Mutt Circle, Vijayanagar",73,146.0,2.0,71,SCOOTER,Vijayanagara,"BTP206 - Shankara Mutt Circle, Vijayanagar",12.998416657534248,77.54124579452055,2023-12-26 08:36:46+05:30,2024-01-02 04:20:46+05:30
149,POLICE_STATION::HAL Old Airport,73,143.0,1.9589041095890412,73,MAXI-CAB,HAL Old Airport,No Junction,12.964721153424657,77.71799842054794,2024-01-30 05:26:46+05:30,2024-02-01 06:42:46+05:30
298,BTP136 - Hosur-Tavarkere Road Junction,72,83.0,1.1527777777777777,58,SCOOTER,Mico Layout,No Junction,12.9309005375,77.6066075361111,2024-01-10 02:06:46+05:30,2024-01-20 02:16:46+05:30
14,POLICE_STATION::Bellandur,71,109.0,1.5352112676056338,67,CAR,Bellandur,No Junction,12.92621031798635,77.67699707755419,2023-11-11 09:06:46+05:30,2023-11-23 12:38:46+05:30
89,BTP211 - Central Street Junction,71,100.0,1.408450704225352,70,PASSENGER AUTO,Shivajinagar,BTP211 - Central Street Junction,12.98419371408451,77.60323464225351,2024-03-08 11:01:46+05:30,2024-03-16 07:29:46+05:30
266,POLICE_STATION::Malleshwaram,71,93.0,1.3098591549295775,69,CAR,Malleshwaram,No Junction,13.005618392957746,77.56896849859154,2024-01-16 11:47:46+05:30,2024-01-20 12:42:46+05:30
474,"BTP101 - Blood Bank Circle, KH Road",71,84.0,1.1830985915492958,58,SCOOTER,Ashok Nagar,"BTP101 - Blood Bank Circle, KH Road",12.962032549295772,77.59619910563379,2023-11-14 03:35:46+05:30,2023-11-22 03:12:46+05:30
21,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road",70,142.0,2.0285714285714285,65,CAR,Rajajinagar,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road",12.993228379790455,77.55393182070699,2023-11-26 02:53:46+05:30,2023-12-04 04:09:46+05:30
490,POLICE_STATION::Yelahanka,70,140.0,2.0,68,CAR,Yelahanka,No Junction,13.121393784285715,77.61929078428571,2023-11-11 04:03:46+05:30,2023-11-16 03:04:46+05:30
307,POLICE_STATION::Bellandur,70,111.0,1.5857142857142856,70,MAXI-CAB,Bellandur,No Junction,12.927107772857141,77.67938685428571,2024-01-09 10:13:46+05:30,2024-01-13 02:13:46+05:30
268,BTP017 - Attiguppe Circle,69,140.0,2.028985507246377,68,SCOOTER,Byatarayanapura,No Junction,12.960892034782608,77.52797763188404,2024-01-17 11:25:46+05:30,2024-01-19 10:04:46+05:30
464,POLICE_STATION::Jeevanbheemanagar,69,107.0,1.5507246376811594,65,SCOOTER,Jeevanbheemanagar,No Junction,12.978101343478261,77.63954483188407,2023-12-03 06:55:46+05:30,2023-12-19 06:29:46+05:30
532,BTP171 - Indian Express (Balekundri),68,127.0,1.8676470588235294,58,CAR,High ground,No Junction,12.988731555882353,77.59869265441176,2023-12-08 06:27:46+05:30,2023-12-17 10:56:46+05:30
444,BTP054 - Shivananda Circle,68,87.0,1.2794117647058822,67,CAR,High ground,BTP054 - Shivananda Circle,12.983692070588235,77.57777624117648,2023-11-10 04:49:46+05:30,2023-11-21 10:22:46+05:30
31,BTP218 - Syndicate Bank Junction,67,108.0,1.6119402985074627,65,SCOOTER,Wilson Garden,No Junction,12.937702156716417,77.5847269761194,2023-11-15 12:35:46+05:30,2023-11-30 13:28:46+05:30
486,POLICE_STATION::Jeevanbheemanagar,67,79.0,1.1791044776119404,62,SCOOTER,Jeevanbheemanagar,No Junction,12.97166958208955,77.65811406865673,2023-12-07 02:06:46+05:30,2023-12-10 09:28:46+05:30
116,POLICE_STATION::HAL Old Airport,66,107.0,1.621212121212121,65,CAR,HAL Old Airport,No Junction,12.95080218787879,77.69982016666665,2024-03-12 03:17:46+05:30,2024-03-16 08:10:46+05:30
101,POLICE_STATION::Yeshwanthpura,65,126.0,1.9384615384615385,64,SCOOTER,Yeshwanthpura,No Junction,13.030470499999998,77.53682315538461,2023-11-23 12:05:46+05:30,2023-12-09 01:23:46+05:30
758,BTP018 - Dhobi Ghat Junction,65,116.0,1.7846153846153847,64,CAR,Vijayanagara,BTP018 - Dhobi Ghat Junction,12.98700281076923,77.54941942153846,2024-01-13 05:44:46+05:30,2024-01-23 03:13:46+05:30
250,POLICE_STATION::Jalahalli,65,95.0,1.4615384615384615,44,SCOOTER,Jalahalli,No Junction,13.050518967692309,77.52553715692308,2024-01-16 03:56:46+05:30,2024-01-25 10:43:46+05:30
376,BTP042 - Minsk Square Junction (CTO),65,91.0,1.4,56,SCOOTER,Shivajinagar,BTP042 - Minsk Square Junction (CTO),12.981212584615385,77.59850144307691,2023-12-19 09:24:46+05:30,2023-12-26 08:57:46+05:30
518,POLICE_STATION::Banashankari,65,66.0,1.0153846153846153,48,SCOOTER,Banashankari,No Junction,12.934943792307694,77.53651307846154,2023-12-07 03:22:46+05:30,2023-12-15 02:47:46+05:30
507,POLICE_STATION::HSR Layout,65,65.0,1.0,65,SCOOTER,HSR Layout,No Junction,12.909785066153846,77.64451709846155,2023-11-12 09:37:46+05:30,2023-11-12 11:48:46+05:30
325,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road",64,119.0,1.859375,56,CAR,Rajajinagar,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road",12.993163859374999,77.5537429078125,2024-01-16 01:21:46+05:30,2024-01-23 01:48:46+05:30
368,POLICE_STATION::Ashok Nagar,64,107.0,1.671875,63,SCOOTER,Ashok Nagar,No Junction,12.97045961204564,77.60675909023934,2023-11-29 02:05:46+05:30,2023-12-07 10:02:46+05:30
252,POLICE_STATION::HSR Layout,64,102.0,1.59375,64,MOTOR CYCLE,HSR Layout,No Junction,12.9123418890625,77.63532420937501,2024-01-11 13:21:46+05:30,2024-01-25 04:28:46+05:30
172,POLICE_STATION::Rajajinagar,64,100.0,1.5625,62,SCOOTER,Rajajinagar,No Junction,13.018507475,77.53182610625001,2024-01-21 11:18:46+05:30,2024-01-24 11:55:46+05:30
277,POLICE_STATION::Sadashivanagar,63,113.0,1.7936507936507937,62,CAR,Sadashivanagar,No Junction,13.02783823333333,77.57445424603175,2024-01-13 03:58:46+05:30,2024-01-21 11:48:46+05:30
674,POLICE_STATION::Electronic City,63,109.0,1.7301587301587302,62,MOTOR CYCLE,Electronic City,No Junction,12.841830123809524,77.64624068888888,2023-12-26 12:38:46+05:30,2023-12-31 13:28:46+05:30
302,"BTP016 - 5th Main Road, RPC Layout",63,98.0,1.5555555555555556,63,SCOOTER,Vijayanagara,"BTP016 - 5th Main Road, RPC Layout",12.967010495238094,77.5359064904762,2024-01-10 11:30:46+05:30,2024-01-16 11:27:46+05:30
61,POLICE_STATION::Halasur,63,91.0,1.4444444444444444,59,SCOOTER,Halasur,No Junction,12.972047244444445,77.61903253015872,2023-11-12 11:43:46+05:30,2023-11-23 08:16:46+05:30
214,POLICE_STATION::Mahadevapura,63,84.0,1.3333333333333333,60,PASSENGER AUTO,Mahadevapura,No Junction,13.000515276190475,77.67714484126986,2024-01-16 01:42:46+05:30,2024-01-27 00:18:46+05:30
409,POLICE_STATION::Electronic City,62,113.0,1.8225806451612903,60,MOTOR CYCLE,Electronic City,No Junction,12.841874812903226,77.64603364677421,2023-12-15 12:23:46+05:30,2023-12-24 11:24:46+05:30
247,BTP008 - Navarang Theatre,61,119.0,1.9508196721311475,60,SCOOTER,Malleshwaram,BTP008 - Navarang Theatre,12.998487081967214,77.55294844918032,2024-01-13 04:39:46+05:30,2024-01-28 12:08:46+05:30
144,POLICE_STATION::Kodigehalli,61,108.0,1.7704918032786885,58,SCOOTER,Kodigehalli,No Junction,13.070965298360658,77.58788824262292,2024-01-30 05:11:46+05:30,2024-01-31 12:46:46+05:30
672,"BTP001 - 10th Cross, Dr. Rajkumar Road",61,90.0,1.4754098360655739,59,SCOOTER,Malleshwaram,"BTP001 - 10th Cross, Dr. Rajkumar Road",13.008634959016392,77.55510906721314,2023-12-27 10:53:46+05:30,2024-01-05 02:04:46+05:30
356,POLICE_STATION::HSR Layout,61,68.0,1.1147540983606556,55,CAR,HSR Layout,No Junction,12.911772913114756,77.63802677049179,2023-11-11 10:38:46+05:30,2023-11-26 10:40:46+05:30
681,BTP017 - Attiguppe Circle,60,120.0,2.0,57,SCOOTER,Byatarayanapura,No Junction,12.960849356666667,77.52838206833333,2023-12-29 03:14:46+05:30,2023-12-31 10:38:46+05:30
756,POLICE_STATION::HAL Old Airport,60,112.0,1.8666666666666667,59,CAR,HAL Old Airport,No Junction,12.958595678333332,77.66816896999998,2024-01-14 07:55:46+05:30,2024-01-15 12:28:46+05:30
44,POLICE_STATION::HSR Layout,60,108.0,1.8,60,CAR,HSR Layout,No Junction,12.90624064833333,77.62993785833335,2023-11-21 09:42:46+05:30,2023-12-02 14:08:46+05:30
251,"BTP022 - Marenahalli Junction, Vijayanagar",60,85.0,1.4166666666666667,57,MOTOR CYCLE,Vijayanagara,"BTP022 - Marenahalli Junction, Vijayanagar",12.968661570000002,77.53648272333335,2024-01-15 12:01:46+05:30,2024-01-25 03:10:46+05:30
41,"BTP024 - NPS, Vijayanagar",60,77.0,1.2833333333333334,55,SCOOTER,Magadi Road,"BTP024 - NPS, Vijayanagar",12.985268855,77.54963280666668,2023-11-29 03:45:46+05:30,2023-12-08 05:43:46+05:30
701,POLICE_STATION::Banaswadi,59,117.0,1.9830508474576272,51,CAR,Banaswadi,No Junction,12.991644867796612,77.65267897966102,2023-12-30 07:11:46+05:30,2024-01-04 07:15:46+05:30
396,"BTP170 - Dr. Bheem Rao Palace, Chord Road",59,106.0,1.7966101694915255,45,CAR,Rajajinagar,"BTP170 - Dr. Bheem Rao Palace, Chord Road",12.98967294237288,77.55050696101695,2023-12-07 01:20:46+05:30,2023-12-24 05:26:46+05:30
446,POLICE_STATION::Jnanabharathi,59,92.0,1.5593220338983051,59,CAR,Jnanabharathi,No Junction,12.960949577966101,77.51180047457626,2023-11-10 12:50:46+05:30,2023-11-22 12:55:46+05:30
699,"BTP022 - Marenahalli Junction, Vijayanagar",59,90.0,1.5254237288135593,58,CAR,Vijayanagara,"BTP022 - Marenahalli Junction, Vijayanagar",12.967494827118644,77.536159020339,2023-12-26 10:38:46+05:30,2024-01-06 02:59:46+05:30
629,POLICE_STATION::Jeevanbheemanagar,59,71.0,1.2033898305084745,58,CAR,Jeevanbheemanagar,No Junction,12.969799777966104,77.63991479661017,2023-12-18 12:35:46+05:30,2023-12-31 12:58:46+05:30
294,BTP063 - Siddalingaiah Circle,59,69.0,1.1694915254237288,58,CAR,Cubbon Park,BTP063 - Siddalingaiah Circle,12.971344745762712,77.59733063050848,2024-01-02 12:56:46+05:30,2024-01-17 11:47:46+05:30
8,POLICE_STATION::Sheshadripuram,59,68.0,1.152542372881356,49,SCOOTER,Sheshadripuram,No Junction,12.996288523728817,77.5631023542373,2023-11-10 01:38:46+05:30,2023-11-18 10:14:46+05:30
634,POLICE_STATION::Halasur,59,68.0,1.152542372881356,48,CAR,Halasur,No Junction,12.97375228474576,77.62305047796612,2023-12-21 09:34:46+05:30,2024-01-02 13:28:46+05:30
39,"BTP070 - Cholurpalya Junction, Magadi Road",59,60.0,1.0169491525423728,58,SCOOTER,Magadi Road,"BTP070 - Cholurpalya Junction, Magadi Road",12.973489581355935,77.5508887542373,2023-11-28 07:50:46+05:30,2023-12-07 03:04:46+05:30
418,BTP054 - Shivananda Circle,58,82.0,1.4137931034482758,54,CAR,High ground,BTP054 - Shivananda Circle,12.987614913793102,77.5784279275862,2023-11-10 08:41:46+05:30,2023-11-17 11:44:46+05:30
339,POLICE_STATION::Rajajinagar,58,76.0,1.3103448275862069,54,SCOOTER,Rajajinagar,No Junction,13.008518215517242,77.54295425172415,2023-12-19 04:25:46+05:30,2023-12-29 02:49:46+05:30
305,POLICE_STATION::Mahadevapura,58,70.0,1.206896551724138,58,PASSENGER AUTO,Mahadevapura,No Junction,13.000360159004,77.67703224649217,2024-01-10 06:29:46+05:30,2024-01-13 04:16:46+05:30
673,BTP104 - Medical College Circle,57,109.0,1.912280701754386,56,SCOOTER,City Market,BTP104 - Medical College Circle,12.959671845614036,77.57687036491228,2023-12-24 07:57:46+05:30,2023-12-31 13:29:46+05:30
249,POLICE_STATION::Jnanabharathi,57,83.0,1.456140350877193,53,CAR,Jnanabharathi,No Junction,12.96088065263158,77.51173931929824,2024-01-09 10:45:46+05:30,2024-01-25 14:05:46+05:30
429,POLICE_STATION::Banaswadi,57,65.0,1.1403508771929824,57,SCOOTER,Banaswadi,No Junction,12.993477219298246,77.66228104385965,2023-11-30 10:19:46+05:30,2023-12-12 08:14:46+05:30
710,POLICE_STATION::Mahadevapura,56,172.0,3.0714285714285716,51,PASSENGER AUTO,Mahadevapura,No Junction,12.995499642016993,77.69603699123981,2023-12-31 08:14:46+05:30,2023-12-31 12:43:46+05:30
496,POLICE_STATION::Hulimavu,56,110.0,1.9642857142857142,50,CAR,Hulimavu,No Junction,12.892013462500001,77.63801531964285,2023-11-12 01:57:46+05:30,2023-11-18 09:32:46+05:30
431,POLICE_STATION::Sheshadripuram,56,72.0,1.2857142857142858,55,CAR,Sheshadripuram,No Junction,12.986521382142858,77.57447258214286,2023-12-01 07:39:46+05:30,2023-12-13 10:21:46+05:30
483,BTP009 - Prakash Nagar Junction,55,110.0,2.0,54,SCOOTER,Rajajinagar,BTP009 - Prakash Nagar Junction,12.992632699999998,77.55824976727276,2023-11-10 10:31:46+05:30,2023-11-11 10:29:46+05:30
324,POLICE_STATION::Hebbala,55,84.0,1.5272727272727273,54,SCOOTER,Hebbala,No Junction,13.035406738181818,77.58910746,2024-03-12 03:31:46+05:30,2024-03-19 07:40:46+05:30
65,BTP061 - Bhashyam Circle,55,68.0,1.2363636363636363,54,SCOOTER,Rajajinagar,BTP061 - Bhashyam Circle,12.985469412727273,77.55334309818183,2023-11-10 05:50:46+05:30,2023-11-21 08:53:46+05:30
385,POLICE_STATION::Yeshwanthpura,55,68.0,1.2363636363636363,50,MOTOR CYCLE,Yeshwanthpura,No Junction,13.027546856363633,77.54267219636363,2023-11-28 13:24:46+05:30,2023-12-10 05:42:46+05:30
6,POLICE_STATION::HSR Layout,54,93.0,1.7222222222222223,54,SCOOTER,HSR Layout,No Junction,12.912487108818006,77.63426543595207,2023-11-24 14:06:46+05:30,2023-12-01 13:26:46+05:30
94,POLICE_STATION::Malleshwaram,54,92.0,1.7037037037037037,54,CAR,Malleshwaram,No Junction,13.007871312962962,77.57093351666666,2024-03-10 13:05:46+05:30,2024-03-20 05:52:46+05:30
125,POLICE_STATION::HSR Layout,54,72.0,1.3333333333333333,54,MOTOR CYCLE,HSR Layout,No Junction,12.912521224074075,77.63509509074073,2024-01-25 06:26:46+05:30,2024-02-01 11:52:46+05:30
213,POLICE_STATION::Electronic City,54,54.0,1.0,54,SCOOTER,Electronic City,No Junction,12.840011346296293,77.67727379814814,2024-01-26 10:29:46+05:30,2024-01-29 09:24:46+05:30
700,"BTP226 - 33rd Cross, 11th Main, Jayanagar",53,170.0,3.207547169811321,53,CAR,Jayanagara,"BTP226 - 33rd Cross, 11th Main, Jayanagar",12.926902215094339,77.58612681698114,2023-12-27 04:53:46+05:30,2024-01-05 05:14:46+05:30
306,POLICE_STATION::Peenya,53,106.0,2.0,52,MOTOR CYCLE,Peenya,No Junction,13.047011252830185,77.50105121509434,2024-01-11 03:28:46+05:30,2024-01-12 09:00:46+05:30
289,"BTP206 - Shankara Mutt Circle, Vijayanagar",53,97.0,1.830188679245283,49,CAR,Vijayanagara,"BTP206 - Shankara Mutt Circle, Vijayanagar",12.998553581132075,77.54157105849056,2024-01-09 11:59:46+05:30,2024-01-16 04:18:46+05:30
28,BTP054 - Shivananda Circle,53,65.0,1.2264150943396226,53,CAR,High ground,BTP054 - Shivananda Circle,12.983879291942438,77.57776257978871,2023-11-26 09:00:46+05:30,2023-12-14 09:23:46+05:30
378,POLICE_STATION::Pulikeshinagar(F.Town),53,64.0,1.2075471698113207,47,SCOOTER,Pulikeshinagar(F.Town),No Junction,12.999994860377354,77.6110312471698,2023-12-19 11:12:46+05:30,2023-12-28 11:09:46+05:30
127,BTP042 - Minsk Square Junction (CTO),53,61.0,1.150943396226415,47,SCOOTER,Shivajinagar,BTP042 - Minsk Square Junction (CTO),12.981131041509437,77.59827861698112,2024-01-29 10:36:46+05:30,2024-02-01 08:08:46+05:30
86,"BTP204 - ESI Hospital, Rajajinagar",52,104.0,2.0,44,CAR,Rajajinagar,"BTP204 - ESI Hospital, Rajajinagar",12.989725098076924,77.55300978269231,2023-11-23 03:25:46+05:30,2023-11-30 03:21:46+05:30
162,POLICE_STATION::Sadashivanagar,52,92.0,1.7692307692307692,51,CAR,Sadashivanagar,No Junction,13.028008001923077,77.57363048076922,2024-01-27 10:55:46+05:30,2024-02-01 11:16:46+05:30
136,POLICE_STATION::Malleshwaram,52,86.0,1.6538461538461537,51,CAR,Malleshwaram,No Junction,13.007833026923075,77.57084105576922,2024-01-24 01:26:46+05:30,2024-02-01 09:27:46+05:30
390,BTP155 - Katriguppe Junction,52,58.0,1.1153846153846154,49,SCOOTER,Banashankari,BTP155 - Katriguppe Junction,12.926669757692308,77.5507466403846,2023-12-03 01:50:46+05:30,2023-12-09 11:16:46+05:30
58,POLICE_STATION::Mahadevapura,51,143.0,2.803921568627451,49,MAXI-CAB,Mahadevapura,No Junction,12.979178980392158,77.69501827058824,2024-03-12 03:37:46+05:30,2024-03-16 06:50:46+05:30
558,POLICE_STATION::Pulikeshinagar(F.Town),51,96.0,1.8823529411764706,50,CAR,Pulikeshinagar(F.Town),No Junction,12.995434701960782,77.61082448235295,2023-12-10 13:36:46+05:30,2023-12-14 03:07:46+05:30
480,POLICE_STATION::Malleshwaram,51,60.0,1.1764705882352942,51,CAR,Malleshwaram,No Junction,12.994562356862744,77.57141124901962,2023-11-10 09:20:46+05:30,2023-11-19 09:03:46+05:30
263,POLICE_STATION::Electronic City,51,57.0,1.1176470588235294,49,CAR,Electronic City,No Junction,12.841718733333332,77.64490603529411,2024-01-11 12:45:46+05:30,2024-01-21 14:19:46+05:30
319,"BTP163 - 16th Main Road, BTM Layout",51,53.0,1.0392156862745099,51,CAR,Mico Layout,"BTP163 - 16th Main Road, BTM Layout",12.913667733333332,77.60650345294118,2024-01-03 06:03:46+05:30,2024-01-10 13:21:46+05:30
692,POLICE_STATION::Mahadevapura,50,74.0,1.48,49,PASSENGER AUTO,Mahadevapura,No Junction,12.99540115570867,77.6957082637594,2023-12-24 08:44:46+05:30,2023-12-27 02:47:46+05:30
25,POLICE_STATION::Pulikeshinagar(F.Town),50,50.0,1.0,50,SCOOTER,Pulikeshinagar(F.Town),No Junction,12.996148398,77.61373739599999,2024-03-13 13:10:46+05:30,2024-03-16 05:54:46+05:30
224,BTP098 - Nayandahalli Junction,49,94.0,1.9183673469387754,48,SCOOTER,Byatarayanapura,No Junction,12.940712863265306,77.52468388979591,2024-01-21 02:24:46+05:30,2024-01-25 11:12:46+05:30
102,BTP051 - Safina Plaza Junction,49,92.0,1.8775510204081634,49,SCOOTER,Ashok Nagar,No Junction,12.97400319387755,77.60764306122448,2023-11-10 07:18:46+05:30,2023-11-13 14:37:46+05:30
350,BTP017 - Attiguppe Circle,49,92.0,1.8775510204081634,48,SCOOTER,Byatarayanapura,No Junction,12.96077081176054,77.52855258302795,2023-11-26 04:57:46+05:30,2023-12-02 03:50:46+05:30
345,POLICE_STATION::Pulikeshinagar(F.Town),49,54.0,1.1020408163265305,45,SCOOTER,Pulikeshinagar(F.Town),No Junction,13.000038751020407,77.61108419387755,2023-12-29 04:08:46+05:30,2024-01-06 04:21:46+05:30
405,POLICE_STATION::Sadashivanagar,48,85.0,1.7708333333333333,48,CAR,Sadashivanagar,No Junction,13.028021200000003,77.57347315416666,2023-12-12 10:24:46+05:30,2023-12-24 06:46:46+05:30
654,POLICE_STATION::Malleshwaram,48,72.0,1.5,47,CAR,Malleshwaram,No Junction,13.005530591666664,77.56884992291667,2023-12-24 01:44:46+05:30,2023-12-27 11:50:46+05:30
750,BTP074 - Leprosy Hospital Junction,48,62.0,1.2916666666666667,46,SCOOTER,Magadi Road,No Junction,12.975731395900466,77.55932123645833,2024-01-09 11:42:46+05:30,2024-01-17 02:50:46+05:30
601,POLICE_STATION::Magadi Road,48,53.0,1.1041666666666667,42,SCOOTER,Magadi Road,No Junction,12.964353441666667,77.55386453125,2023-12-15 03:33:46+05:30,2023-12-28 02:27:46+05:30
367,"BTP115 - Sahasra Hospital, Jayanagar",47,62.0,1.3191489361702127,44,SCOOTER,Banashankari,"BTP115 - Sahasra Hospital, Jayanagar",12.917262141785086,77.5736361554071,2023-11-18 04:03:46+05:30,2023-12-02 13:10:46+05:30
482,BTP010 - Rajajinagar Entrance,47,55.0,1.1702127659574468,46,PASSENGER AUTO,Magadi Road,BTP010 - Rajajinagar Entrance,12.982318114893614,77.5630161787234,2023-11-10 08:58:46+05:30,2023-11-12 11:07:46+05:30
374,POLICE_STATION::Jeevanbheemanagar,47,47.0,1.0,42,SCOOTER,Jeevanbheemanagar,No Junction,12.971629823404259,77.65814534680851,2023-12-01 03:16:46+05:30,2023-12-02 14:12:46+05:30
728,"BTP148 - 17th Main, Doopanahalli Bus Stop",46,106.0,2.3043478260869565,44,CAR,Jeevanbheemanagar,"BTP148 - 17th Main, Doopanahalli Bus Stop",12.964853636956525,77.64143355869565,2024-01-03 10:29:46+05:30,2024-01-07 08:39:46+05:30
