ccs_rank,st_dbscan_cluster_id,cluster_label,cluster_label_display,risk_band,ccs_score,ccs_raw_product,delay_minutes_per_vehicle,lambda_hr_peak_window,lambda_hr_peak_hour,mean_dwell_minutes,mu_departures_per_hour,blocking_vehicles_L,capacity_loss_pct,base_capacity_pcu_hr,effective_capacity_pcu_hr,junction_degree,betweenness_centrality,growth_pct_change,growth_multiplier,criticality_factor,road_class,lane_count,carriageway_width_m,link_length_m,dominant_vehicle_type,dominant_violation_tag,records_total,distinct_days,unique_vehicles,unique_vehicle_types,repeat_vehicle_count_2plus,chronic_vehicle_count_5plus,geometry_source,mappls_address,priority_message,physical_hotspot_key
155,38,POLICE_STATION::Kodigehalli,POLICE_STATION::Kodigehalli (Cluster 38),Critical,2.7483455990559222,0.027483455990559222,44.03306095763199,0.0132075471698113,1.4,44.0,1.363636363605372,0.0096855345843123,0.0025812188226402,3400.0,3391.2238560040205,8,0.0001758117980094,5.2499999986875,6.2499999986875,1.5511647590637263,tertiary,2,7.0,34.16949994397174,CAR,['WRONG PARKING'],29,5,27,3,2,0,osmnx,,POLICE_STATION::Kodigehalli (Cluster 38) | Critical | CCS=2.748,POLICE_STATION::KODIGEHALLI|13.06315|77.59161
156,573,POLICE_STATION::HSR Layout,POLICE_STATION::HSR Layout (Cluster 573),Critical,2.7459079558222994,0.027459079558222993,60.0,0.0150943396226415,1.0,94.4,0.635593220338983,0.0237484276355917,0.0045148109677165,3600.0,3583.746680517216,3,1.802207704288616e-05,8.0,9.0,1.1572622539938635,secondary,2,7.0,32.96251912879164,MOTOR CYCLE,['WRONG PARKING'],39,5,38,6,1,0,osmnx,,POLICE_STATION::HSR Layout (Cluster 573) | Critical | CCS=2.746,POLICE_STATION::HSR LAYOUT|12.90621|77.62976
157,651,POLICE_STATION::HAL Old Airport,POLICE_STATION::HAL Old Airport (Cluster 651),Critical,2.7411667521467673,0.027411667521467672,60.0,0.0245283018867924,2.6666666666666665,94.4,0.635593220338983,0.0385911949078366,0.0071118059179752,3800.0,3772.975137512687,4,0.0003070833198986,8.0,9.0,1.2377487231208113,primary,2,7.0,71.82756494202371,MOTOR CYCLE,['WRONG PARKING'],20,3,20,5,0,0,osmnx,,POLICE_STATION::HAL Old Airport (Cluster 651) | Critical | CCS=2.741,POLICE_STATION::HAL OLD AIRPORT|12.96739|77.71618
158,299,POLICE_STATION::Mahadevapura,POLICE_STATION::Mahadevapura (Cluster 299),Critical,2.7281774219765635,0.027281774219765634,60.0,0.2169811320754717,1.121212121212121,114.66666666666669,0.5232558139489251,0.4146750516220278,0.0597261913826828,6300.0,5923.724994290039,3,0.0469789206024217,-0.3956043955978747,1.0,1.4683798041654939,trunk,3,10.5,128.363778357975,PASSENGER AUTO,"['PARKING IN A MAIN ROAD', 'WRONG PARKING']",292,33,271,12,15,0,osmnx,,POLICE_STATION::Mahadevapura (Cluster 299) | Critical | CCS=2.728,POLICE_STATION::MAHADEVAPURA|12.99617|77.66846
159,195,POLICE_STATION::Banaswadi,POLICE_STATION::Banaswadi (Cluster 195),Critical,2.711730203394918,0.02711730203394918,60.0,0.0283018867924528,6.0,94.4,0.635593220338983,0.0445283018167345,0.0063611859732026,3400.0,3378.3719676921046,2,0.0,8.0,9.0,1.0785714285602042,tertiary,2,7.0,138.73941122133496,SCOOTER,['WRONG PARKING'],31,2,31,3,0,0,osmnx,,POLICE_STATION::Banaswadi (Cluster 195) | Critical | CCS=2.712,POLICE_STATION::BANASWADI|13.02262|77.63776
160,202,POLICE_STATION::Kamakshipalya,POLICE_STATION::Kamakshipalya (Cluster 202),Critical,2.710161029318402,0.027101610293184024,60.0,0.0396226415094339,7.0,94.4,0.635593220338983,0.0623396225434284,0.0085288824239401,3800.0,3767.590246790019,4,0.0024293438031006,2.333333332944445,3.333333332944445,1.2518087710136991,primary,2,7.0,171.76544369017682,SCOOTER,['NO PARKING'],26,2,26,3,0,0,osmnx,,POLICE_STATION::Kamakshipalya (Cluster 202) | Critical | CCS=2.71,POLICE_STATION::KAMAKSHIPALYA|12.98927|77.50056
161,402,POLICE_STATION::R.T. Nagar,POLICE_STATION::R.T. Nagar (Cluster 402),High,2.691398890982349,0.02691398890982349,50.034599545482585,0.0471698113207547,1.875,50.0,1.199999999976,0.0393081760686582,0.0082359987944918,3000.0,2975.292003617516,4,0.0041264441794926,2.2857142853877552,3.2857142853877552,1.2630521187365518,residential,2,7.0,57.631768906199575,PASSENGER AUTO,['NO PARKING'],30,8,27,5,3,0,osmnx,,POLICE_STATION::R.T. Nagar (Cluster 402) | High | CCS=2.691,POLICE_STATION::R.T. NAGAR|13.02333|77.58485
162,523,BTP047 - Vidhan Soudha Metro Station,BTP047 - Vidhan Soudha Metro Station (Cluster 523),High,2.6900048802086873,0.026900048802086875,60.0,0.0245283018867924,1.1428571428571428,94.4,0.635593220338983,0.0385911949078366,0.0057109314072373,5700.0,5667.447690979742,3,0.03685424644885,8.0,9.0,1.4013034934930535,primary,3,10.5,464.4512614542751,CAR,['NO PARKING'],26,7,26,5,0,0,osmnx,,BTP047 - Vidhan Soudha Metro Station (Cluster 523) | High | CCS=2.69,BTP047 - VIDHAN SOUDHA METRO STATION|12.98002|77.59337
163,92,POLICE_STATION::Banaswadi,POLICE_STATION::Banaswadi (Cluster 92),High,2.689900599679679,0.026899005996796788,60.0,0.0188679245283018,0.6666666666666666,94.4,0.635593220338983,0.0296855345444897,0.0024338450681872,5700.0,5686.127083112331,3,0.0163053454754295,8.0,9.0,1.265166325544382,primary,3,10.5,767.8723841714408,SCOOTER,['WRONG PARKING'],23,6,21,3,1,0,osmnx,,POLICE_STATION::Banaswadi (Cluster 92) | High | CCS=2.69,POLICE_STATION::BANASWADI|12.99399|77.66314
164,55,BTP108 - Tagore Park Junction,BTP108 - Tagore Park Junction (Cluster 55),High,2.6879855156436734,0.026879855156436733,60.0,0.2981132075471698,1.3235294117647058,100.8,0.5952380952321901,0.5008301878428192,0.0805265795680962,3400.0,3126.209629469392,6,0.001913461847748,-0.4943820224635779,1.0,1.4055338926314465,tertiary,2,7.0,147.22934632398545,SCOOTER,['NO PARKING'],298,34,279,6,12,1,osmnx,,BTP108 - Tagore Park Junction (Cluster 55) | High | CCS=2.688,BTP108 - TAGORE PARK JUNCTION|12.94463|77.57114
165,28,BTP054 - Shivananda Circle,BTP054 - Shivananda Circle (Cluster 28),High,2.682210116737206,0.02682210116737206,60.0,0.0433962264150943,0.5333333333333333,94.4,0.635593220338983,0.0682767294523263,0.0167471223163757,3600.0,3539.7103596620304,3,0.0087747884007791,0.409090909053719,1.409090909053719,1.2152761287623355,secondary,2,7.0,53.50203825309511,CAR,['NO PARKING'],53,15,53,6,0,0,osmnx,,BTP054 - Shivananda Circle (Cluster 28) | High | CCS=2.682,BTP054 - SHIVANANDA CIRCLE|12.98388|77.57776
166,16,BTP063 - Siddalingaiah Circle,BTP063 - Siddalingaiah Circle (Cluster 16),High,2.6534314985952334,0.026534314985952333,44.7052433644651,0.360377358490566,1.3255813953488371,44.4,1.3513513513209157,0.2666792450916824,0.0618800389203983,3000.0,2814.359883239743,8,0.0006529784700002,-0.483999999992256,1.0,1.5543260044971605,residential,2,7.0,136.84936500803127,CAR,['NO PARKING'],379,43,352,11,20,0,osmnx,,BTP063 - Siddalingaiah Circle (Cluster 16) | High | CCS=2.653,BTP063 - SIDDALINGAIAH CIRCLE|12.97136|77.59757
167,217,POLICE_STATION::HSR Layout,POLICE_STATION::HSR Layout (Cluster 217),High,2.629200396861887,0.02629200396861887,60.0,0.0226415094339622,1.0,94.4,0.635593220338983,0.0356226414533876,0.0024596585765145,6800.0,6783.274321680699,4,0.0054838927681872,4.49999999925,5.49999999925,1.272045261812176,tertiary,4,14.0,20.668197638352805,MOTOR CYCLE,['NO PARKING'],39,7,39,3,0,0,osmnx,,POLICE_STATION::HSR Layout (Cluster 217) | High | CCS=2.629,POLICE_STATION::HSR LAYOUT|12.91163|77.63809
168,492,POLICE_STATION::Mico Layout,POLICE_STATION::Mico Layout (Cluster 492),High,2.6288455443542795,0.026288455443542795,60.0,0.0150943396226415,0.6666666666666666,94.4,0.635593220338983,0.0237484276355917,0.0060313467005171,3600.0,3578.287151879132,6,0.0008838863321122,3.39999999932,4.39999999932,1.3987129198179002,secondary,2,7.0,35.92690980723799,MAXI-CAB,"['PARKING IN A MAIN ROAD', 'WRONG PARKING']",27,6,25,5,2,0,osmnx,,POLICE_STATION::Mico Layout (Cluster 492) | High | CCS=2.629,POLICE_STATION::MICO LAYOUT|12.92657|77.60894
169,763,POLICE_STATION::Byatarayanapura,POLICE_STATION::Byatarayanapura (Cluster 763),High,2.6160703324820958,0.02616070332482096,60.0,0.0283018867924528,4.333333333333333,161.0,0.3726708074511014,0.0759433960231053,0.0206132074893673,3000.0,2938.160377532877,4,0.001093264248614,8.0,9.0,1.2429571985166006,residential,2,7.0,77.3767932926707,LORRY/GOODS VEHICLE,"['NO PARKING', 'PARKING IN A MAIN ROAD']",31,3,28,6,3,0,osmnx,,POLICE_STATION::Byatarayanapura (Cluster 763) | High | CCS=2.616,POLICE_STATION::BYATARAYANAPURA|12.9505|77.5217
170,660,BTP032 - Windsor Circle,BTP032 - Windsor Circle (Cluster 660),High,2.5777495595413695,0.025777495595413695,45.02271202014375,0.0339622641509433,0.75,45.0,1.3333333333037038,0.0254716980946698,0.0067483459880457,3400.0,3377.055623641638,4,0.0015256331862411,8.0,9.0,1.2458216574360177,tertiary,2,7.0,203.3672727152225,CAR,['NO PARKING'],22,8,20,2,2,0,osmnx,,BTP032 - Windsor Circle (Cluster 660) | High | CCS=2.578,BTP032 - WINDSOR CIRCLE|12.99645|77.5845
171,129,BTP192 - Urvashi Theater,BTP192 - Urvashi Theater (Cluster 129),High,2.559976162470648,0.02559976162470648,60.0,0.0188679245283018,1.2,94.4,0.635593220338983,0.0296855345444897,0.0050788516581625,5400.0,5372.574201046918,4,0.0305300099739773,7.333333330888888,8.333333330888888,1.4379766402794296,secondary,3,10.5,81.1626807755301,CAR,['NO PARKING'],28,5,27,6,1,0,osmnx,,BTP192 - Urvashi Theater (Cluster 129) | High | CCS=2.56,BTP192 - URVASHI THEATER|12.95713|77.58614
172,456,POLICE_STATION::Mahadevapura,POLICE_STATION::Mahadevapura (Cluster 456),High,2.5589490987016137,0.02558949098701614,60.0,0.0150943396226415,0.6,94.4,0.635593220338983,0.0237484276355917,0.0056996226320386,3200.0,3181.761207578471,4,0.0,7.249999996375,8.249999996375,1.2357142856806123,road,2,7.0,250.0,PASSENGER AUTO,['NO PARKING'],35,10,35,7,0,0,fallback,,POLICE_STATION::Mahadevapura (Cluster 456) | High | CCS=2.559,POLICE_STATION::MAHADEVAPURA|13.00046|77.6772
173,632,"BTP148 - 17th Main, Doopanahalli Bus Stop","BTP148 - 17th Main, Doopanahalli Bus Stop (Cluster 632)",High,2.557954630544322,0.02557954630544322,60.0,0.0283018867924528,0.6875,94.4,0.635593220338983,0.0445283018167345,0.0110017232813469,3000.0,2966.994830156948,2,0.0,0.4897959183473552,1.4897959183473553,1.0785714285602042,residential,2,7.0,149.05937677851068,MAXI-CAB,['NO PARKING'],122,16,120,7,2,0,osmnx,,"BTP148 - 17th Main, Doopanahalli Bus Stop (Cluster 632) | High | CCS=2.558","BTP148 - 17TH MAIN, DOOPANAHALLI BUS STOP|12.95958|77.64531"
174,554,BTP096 - Gali Anjaneya Temple,BTP096 - Gali Anjaneya Temple (Cluster 554),High,2.5346344560105143,0.025346344560105143,60.0,0.0169811320754716,2.333333333333333,94.4,0.635593220338983,0.0267169810900407,0.0057135015831782,4200.0,4176.003293351646,4,0.0371986290317713,2.7142857138979597,3.7142857138979593,1.482156468379769,trunk,2,7.0,142.8477814529788,CAR,['NO PARKING'],33,3,33,7,0,0,osmnx,,BTP096 - Gali Anjaneya Temple (Cluster 554) | High | CCS=2.535,BTP096 - GALI ANJANEYA TEMPLE|12.95234|77.54099
175,496,POLICE_STATION::Hulimavu,POLICE_STATION::Hulimavu (Cluster 496),High,2.525965165197583,0.02525965165197583,60.0,0.0056603773584905,0.2857142857142857,94.4,0.635593220338983,0.0089056603633469,0.0023899884444011,3400.0,3391.8740392900336,6,0.0037943230454166,3.090909090628099,4.090909090628099,1.4179946620461392,tertiary,2,7.0,173.7729158245739,CAR,['WRONG PARKING'],56,7,50,5,5,0,osmnx,,POLICE_STATION::Hulimavu (Cluster 496) | High | CCS=2.526,POLICE_STATION::HULIMAVU|12.89201|77.63802
176,225,POLICE_STATION::Yeshwanthpura,POLICE_STATION::Yeshwanthpura (Cluster 225),High,2.48656085770876,0.024865608577087597,60.0,0.0358490566037735,1.0,94.4,0.635593220338983,0.0564025156345304,0.0086841968509963,6300.0,6245.289559839715,4,0.022796447074351,0.117647058816609,1.117647058816609,1.386741523001389,trunk,3,10.5,215.7089489932688,CAR,['WRONG PARKING'],36,10,36,6,0,0,osmnx,,POLICE_STATION::Yeshwanthpura (Cluster 225) | High | CCS=2.487,POLICE_STATION::YESHWANTHPURA|13.03055|77.53653
177,624,POLICE_STATION::Rajajinagar,POLICE_STATION::Rajajinagar (Cluster 624),High,2.4833014318849176,0.024833014318849177,60.0,0.0377358490566037,1.125,504.0,0.1190476190473828,0.3169811294134591,0.0863952326288297,3200.0,2923.5352555886584,4,0.0,1.214285714112245,2.214285714112245,1.2357142856806123,road,2,7.0,250.0,CAR,"['PARKING IN A MAIN ROAD', 'NO PARKING']",38,8,32,8,4,0,fallback,,POLICE_STATION::Rajajinagar (Cluster 624) | High | CCS=2.483,POLICE_STATION::RAJAJINAGAR|13.00711|77.52683
178,161,POLICE_STATION::Jnanabharathi,POLICE_STATION::Jnanabharathi (Cluster 161),High,2.4819298427122356,0.024819298427122355,60.0,0.030188679245283,1.4285714285714286,94.4,0.635593220338983,0.0474968552711835,0.0124991724382738,3600.0,3555.0029792232017,4,0.0089713899519487,4.3333333318888885,5.3333333318888885,1.2951500492867163,secondary,2,7.0,89.08410999914251,CAR,['NO PARKING'],19,7,19,3,0,0,osmnx,,POLICE_STATION::Jnanabharathi (Cluster 161) | High | CCS=2.482,POLICE_STATION::JNANABHARATHI|12.96092|77.51173
179,557,"BTP102 - BMTC Junction, KH Road","BTP102 - BMTC Junction, KH Road (Cluster 557)",High,2.466878896447083,0.024668788964470834,60.0,0.0358490566037735,3.0,94.4,0.635593220338983,0.0564025156345304,0.0092025157077686,3400.0,3368.7114465945774,4,0.0072009461584482,4.3333333318888885,5.3333333318888885,1.2834207989306405,tertiary,2,7.0,200.2305658482674,SCOOTER,['NO PARKING'],19,4,19,4,0,0,osmnx,,"BTP102 - BMTC Junction, KH Road (Cluster 557) | High | CCS=2.467","BTP102 - BMTC JUNCTION, KH ROAD|12.95466|77.59295"
180,555,BTP135 - UCO Bank Junction,BTP135 - UCO Bank Junction (Cluster 555),High,2.448083782337273,0.024480837823372733,60.0,0.0358490566037735,4.25,94.4,0.635593220338983,0.0564025156345304,0.0106712773470417,3400.0,3363.717657021047,4,0.000179866765344,0.928571428505102,1.9285714285051017,1.2369059091194372,tertiary,2,7.0,70.45501178392246,SCOOTER,['NO PARKING'],41,4,41,6,0,0,osmnx,,BTP135 - UCO Bank Junction (Cluster 555) | High | CCS=2.448,BTP135 - UCO BANK JUNCTION|12.93559|77.61572
181,366,"BTP148 - 17th Main, Doopanahalli Bus Stop","BTP148 - 17th Main, Doopanahalli Bus Stop (Cluster 366)",High,2.433508639997736,0.02433508639997736,60.0,0.2264150943396226,3.571428571428572,71.0,0.8450704225233088,0.2679245279886164,0.0601896652950806,3000.0,2819.4310041156978,4,7.75271135648442e-05,-0.0614035087713911,1.0,1.236227905445173,residential,2,7.0,160.0958265589233,CAR,['NO PARKING'],328,14,312,8,15,0,osmnx,,"BTP148 - 17th Main, Doopanahalli Bus Stop (Cluster 366) | High | CCS=2.434","BTP148 - 17TH MAIN, DOOPANAHALLI BUS STOP|12.96901|77.64492"
182,534,"BTP163 - 16th Main Road, BTM Layout","BTP163 - 16th Main Road, BTM Layout (Cluster 534)",High,2.432970837854905,0.02432970837854905,60.0,0.0169811320754716,1.0,94.4,0.635593220338983,0.0267169810900407,0.004239276080811,3400.0,3385.586461326238,4,0.0003431274739843,0.6249999999804688,1.624999999980469,1.2379875168677217,tertiary,2,7.0,33.65561692497364,SCOOTER,['NO PARKING'],84,6,77,6,7,0,osmnx,,"BTP163 - 16th Main Road, BTM Layout (Cluster 534) | High | CCS=2.433","BTP163 - 16TH MAIN ROAD, BTM LAYOUT|12.91366|77.60596"
183,775,POLICE_STATION::Sheshadripuram,POLICE_STATION::Sheshadripuram (Cluster 775),High,2.4309073470857996,0.024309073470857995,31.011758568170695,0.0377358490566037,1.2857142857142858,31.0,1.935483870905307,0.0194968553364675,0.0051848780120907,3600.0,3581.334439157468,6,0.0152170694802826,6.666666664444445,7.666666664444445,1.4936707457379081,secondary,2,7.0,148.02715126248836,CAR,['NO PARKING'],26,7,25,3,1,0,osmnx,,POLICE_STATION::Sheshadripuram (Cluster 775) | High | CCS=2.431,POLICE_STATION::SHESHADRIPURAM|12.98729|77.574
184,91,POLICE_STATION::Kodigehalli,POLICE_STATION::Kodigehalli (Cluster 91),High,2.4291754069078064,0.024291754069078065,32.41742893561992,0.3962264150943396,5.333333333333333,32.2,1.8633540372092128,0.2126415093264484,0.0283691989632124,3600.0,3497.870883733407,6,0.0004911981462599,-0.1589403973488882,1.0,1.396111347228788,secondary,2,9.0,312.5093325877144,SCOOTER,['NO PARKING'],278,18,263,7,12,0,osmnx,,POLICE_STATION::Kodigehalli (Cluster 91) | High | CCS=2.429,POLICE_STATION::KODIGEHALLI|13.07111|77.58809
185,128,BTP020 - Hosahalli Metro Station,BTP020 - Hosahalli Metro Station (Cluster 128),High,2.427882230317389,0.02427882230317389,60.0,0.190566037735849,22.25,94.4,0.635593220338983,0.2998238988993463,0.0372951679068428,3200.0,3080.655462699065,4,0.0,0.0,1.0,1.2357142856806123,road,2,7.0,250.0,SCOOTER,['WRONG PARKING'],369,4,337,5,28,0,fallback,,BTP020 - Hosahalli Metro Station (Cluster 128) | High | CCS=2.428,BTP020 - HOSAHALLI METRO STATION|12.97445|77.54587
186,607,POLICE_STATION::Sheshadripuram,POLICE_STATION::Sheshadripuram (Cluster 607),High,2.4273523865221724,0.024273523865221722,60.0,0.030188679245283,1.0,94.4,0.635593220338983,0.0474968552711835,0.0086013212687993,3000.0,2974.196036194593,3,0.0267650049860358,1.0909090908099173,2.0909090908099173,1.3344619256021744,residential,2,7.0,152.94623002594787,SCOOTER,['NO PARKING'],34,9,33,6,1,0,osmnx,,POLICE_STATION::Sheshadripuram (Cluster 607) | High | CCS=2.427,POLICE_STATION::SHESHADRIPURAM|12.98998|77.57285
187,429,POLICE_STATION::Banaswadi,POLICE_STATION::Banaswadi (Cluster 429),High,2.418786274254396,0.02418786274254396,60.0,0.0471698113207547,1.0,94.4,0.635593220338983,0.0742138363612243,0.0080599822274424,5700.0,5654.05810130457,2,0.0,0.5357142856760204,1.5357142856760204,1.0785714285602042,primary,3,10.5,767.8723841714408,SCOOTER,['NO PARKING'],57,10,57,8,0,0,osmnx,,POLICE_STATION::Banaswadi (Cluster 429) | High | CCS=2.419,POLICE_STATION::BANASWADI|12.99348|77.66228
188,166,POLICE_STATION::HSR Layout,POLICE_STATION::HSR Layout (Cluster 166),High,2.3984702384645633,0.02398470238464563,60.0,0.0320754716981132,3.5,94.4,0.635593220338983,0.0504654087256325,0.0084910052767634,3000.0,2974.526984170701,2,0.0,8.0,9.0,1.0785714285602042,residential,2,7.0,48.73842415417055,SCOOTER,['WRONG PARKING'],18,4,18,5,0,0,osmnx,,POLICE_STATION::HSR Layout (Cluster 166) | High | CCS=2.398,POLICE_STATION::HSR LAYOUT|12.90667|77.6297
189,552,POLICE_STATION::Halasur,POLICE_STATION::Halasur (Cluster 552),High,2.386625579025002,0.02386625579025002,60.0,0.0339622641509433,4.666666666666667,94.4,0.635593220338983,0.0534339621800815,0.0130973471192206,3800.0,3750.230080947949,2,0.0,8.0,9.0,1.0785714285602042,primary,2,7.0,120.76685615579584,CAR,"['PARKING IN A MAIN ROAD', 'WRONG PARKING']",19,3,19,5,0,0,osmnx,,POLICE_STATION::Halasur (Cluster 552) | High | CCS=2.387,POLICE_STATION::HALASUR|12.97632|77.62649
190,796,POLICE_STATION::Mico Layout,POLICE_STATION::Mico Layout (Cluster 796),High,2.38022401041629,0.023802240104162903,60.0,0.0132075471698113,1.25,94.4,0.635593220338983,0.0207798741811428,0.005699622632004,3600.0,3579.48135852578,6,0.0008838863321122,8.0,9.0,1.3987129198179002,secondary,2,7.0,35.92690980723799,CAR,"['PARKING IN A MAIN ROAD', 'WRONG PARKING']",15,4,15,4,0,0,osmnx,,POLICE_STATION::Mico Layout (Cluster 796) | High | CCS=2.38,POLICE_STATION::MICO LAYOUT|12.92649|77.60895
191,647,BTP068 - Veeresh Theatre Junction,BTP068 - Veeresh Theatre Junction (Cluster 647),High,2.3600608815150337,0.023600608815150338,60.0,0.020754716981132,0.5555555555555556,94.4,0.635593220338983,0.0326540879989387,0.0060041387604989,3800.0,3777.184272711098,4,0.0001914523863002,1.4444444442839506,2.444444444283951,1.2369826642523731,primary,2,7.0,139.67143148213535,SCOOTER,['WRONG PARKING'],31,9,30,6,1,0,osmnx,,BTP068 - Veeresh Theatre Junction (Cluster 647) | High | CCS=2.36,BTP068 - VEERESH THEATRE JUNCTION|12.97792|77.54439
192,263,POLICE_STATION::Electronic City,POLICE_STATION::Electronic City (Cluster 263),High,2.356072994494804,0.02356072994494804,42.029076410680794,0.020754716981132,0.6,42.0,1.4285714285374151,0.0145283018769685,0.003418423970895,3000.0,2989.744728088311,4,6.436456086745057e-06,2.2499999998125,3.2499999998125,1.235756927421132,residential,2,7.0,30.35239789502993,CAR,['NO PARKING'],51,10,49,8,2,0,osmnx,,POLICE_STATION::Electronic City (Cluster 263) | High | CCS=2.356,POLICE_STATION::ELECTRONIC CITY|12.84172|77.64491
193,321,POLICE_STATION::Ashok Nagar,POLICE_STATION::Ashok Nagar (Cluster 321),High,2.3457099316789796,0.023457099316789798,60.0,0.0132075471698113,1.0,94.4,0.635593220338983,0.0207798741811428,0.0028130577971863,3600.0,3589.8729919311263,5,0.0537726000019811,4.999999998333333,5.999999998333333,1.6705310184045405,secondary,2,7.0,148.54757646081015,SCOOTER,['NO PARKING'],21,4,21,3,0,0,osmnx,,POLICE_STATION::Ashok Nagar (Cluster 321) | High | CCS=2.346,POLICE_STATION::ASHOK NAGAR|12.97326|77.60713
194,766,POLICE_STATION::Bellandur,POLICE_STATION::Bellandur (Cluster 766),High,2.342695520003562,0.02342695520003562,60.0,0.0358490566037735,4.0,94.4,0.635593220338983,0.0564025156345304,0.0058640710695553,5700.0,5666.574794904529,4,0.0011265407265825,0.39999999996,1.39999999996,1.2431776563150883,primary,3,10.5,62.316827445857776,SCOOTER,['WRONG PARKING'],24,3,24,7,0,0,osmnx,,POLICE_STATION::Bellandur (Cluster 766) | High | CCS=2.343,POLICE_STATION::BELLANDUR|12.91386|77.67784
195,12,POLICE_STATION::Banashankari,POLICE_STATION::Banashankari (Cluster 12),High,2.3245022613791013,0.023245022613791015,60.0,0.0132075471698113,1.4,94.4,0.635593220338983,0.0207798741811428,0.0026238182145351,3000.0,2992.128545357392,6,0.0001121874295919,8.0,9.0,1.3936003883382801,residential,2,7.0,116.7601603977935,SCOOTER,['NO PARKING'],31,5,26,3,5,0,osmnx,,POLICE_STATION::Banashankari (Cluster 12) | High | CCS=2.325,POLICE_STATION::BANASHANKARI|12.935|77.53645
196,287,POLICE_STATION::Pulikeshinagar(F.Town),POLICE_STATION::Pulikeshinagar(F.Town) (Cluster 287),High,2.3148102144125042,0.023148102144125042,60.0,0.030188679245283,2.8,94.4,0.635593220338983,0.0474968552711835,0.0073313961264384,3800.0,3772.140694720527,2,0.0,1.1538461537573963,2.1538461537573967,1.0785714285602042,primary,2,7.0,84.01273650752655,SCOOTER,['WRONG PARKING'],41,5,39,5,2,0,osmnx,,POLICE_STATION::Pulikeshinagar(F.Town) (Cluster 287) | High | CCS=2.315,POLICE_STATION::PULIKESHINAGAR(F.TOWN)|13.0004|77.6114
197,485,POLICE_STATION::HAL Old Airport,POLICE_STATION::HAL Old Airport (Cluster 485),High,2.3146878097081567,0.023146878097081568,60.0,0.0094339622641509,1.0,94.4,0.635593220338983,0.0148427672722448,0.0038681151070217,3800.0,3785.301162594313,4,0.0003479869983298,3.4999999994166666,4.499999999416667,1.2380197113818143,primary,2,7.0,433.2191493500084,CAR,['WRONG PARKING'],33,5,33,5,0,0,osmnx,,POLICE_STATION::HAL Old Airport (Cluster 485) | High | CCS=2.315,POLICE_STATION::HAL OLD AIRPORT|12.95901|77.71592
198,452,POLICE_STATION::Thalagattapura,POLICE_STATION::Thalagattapura (Cluster 452),High,2.3098205918920516,0.023098205918920516,60.0,0.0283018867924528,1.5714285714285714,94.4,0.635593220338983,0.0445283018167345,0.0109363466536626,4200.0,4154.067344055607,4,1.4353297073441475e-05,1.7499999995625,2.7499999995625,1.2358093767619713,trunk,2,7.0,166.22385419193145,CAR,['NO PARKING'],26,7,24,5,2,0,osmnx,,POLICE_STATION::Thalagattapura (Cluster 452) | High | CCS=2.31,POLICE_STATION::THALAGATTAPURA|12.86202|77.52997
199,118,BTP108 - Tagore Park Junction,BTP108 - Tagore Park Junction (Cluster 118),High,2.284831157377995,0.02284831157377995,60.0,0.0169811320754716,0.6,94.4,0.635593220338983,0.0267169810900407,0.0040222268231639,3400.0,3386.3244288022383,2,0.0,8.0,9.0,1.0785714285602042,tertiary,2,7.0,115.6119347778154,SCOOTER,['WRONG PARKING'],26,5,26,4,0,0,osmnx,,BTP108 - Tagore Park Junction (Cluster 118) | High | CCS=2.285,BTP108 - TAGORE PARK JUNCTION|12.94313|77.57111
200,493,BTP010 - Rajajinagar Entrance,BTP010 - Rajajinagar Entrance (Cluster 493),High,2.2818613580602833,0.022818613580602835,60.0,0.0188679245283018,0.6666666666666666,94.4,0.635593220338983,0.0296855345444897,0.005300988311035,3600.0,3580.9164420812685,4,0.0071686029666123,1.74999999978125,2.74999999978125,1.2832065241845285,secondary,2,7.0,47.77536977822868,SCOOTER,['NO PARKING'],30,6,30,5,0,0,osmnx,,BTP010 - Rajajinagar Entrance (Cluster 493) | High | CCS=2.282,BTP010 - RAJAJINAGAR ENTRANCE|12.98075|77.55819
201,442,BTP140 - Madiwala Check Post,BTP140 - Madiwala Check Post (Cluster 442),High,2.2594496432925113,0.022594496432925115,60.0,0.0132075471698113,0.4,94.4,0.635593220338983,0.0207798741811428,0.0054282120304931,3600.0,3580.458436691219,6,0.0055310076267421,3.166666665611111,4.16666666561111,1.4295002564731887,secondary,2,7.0,76.58193843059654,CAR,['NO PARKING'],28,10,23,5,5,0,osmnx,,BTP140 - Madiwala Check Post (Cluster 442) | High | CCS=2.259,BTP140 - MADIWALA CHECK POST|12.93064|77.60981
202,294,BTP063 - Siddalingaiah Circle,BTP063 - Siddalingaiah Circle (Cluster 294),High,2.2394968197786254,0.022394968197786254,41.044824287648275,0.0622641509433962,1.0909090909090908,41.0,1.4634146341106486,0.0425471697832845,0.0102916761764628,3000.0,2969.124971471601,4,0.0001070060824421,0.0526315789445983,1.0526315789445984,1.2364232046167536,residential,2,7.0,103.13752736102188,CAR,['NO PARKING'],59,11,58,5,1,0,osmnx,,BTP063 - Siddalingaiah Circle (Cluster 294) | High | CCS=2.239,BTP063 - SIDDALINGAIAH CIRCLE|12.97134|77.59733
