source_idx,target_idx,source_cluster_id,target_cluster_id,source_label,target_label,distance_m,decay_factor,source_pressure_norm,target_pressure_norm,source_road_centrality_norm,target_road_centrality_norm,influence_weight
9,578,37,553,BTP044 - Sagar Theatre Junction (Cluster 37),BTP048 - Shanthala Junction (Cluster 553),739.1823326239005,0.29171716638948186,0.22523006821576189,0.08845567471519346,0.0036873015139069956,0.5097485785200353,0.08244960436069379
578,9,553,37,BTP048 - Shanthala Junction (Cluster 553),BTP044 - Sagar Theatre Junction (Cluster 37),739.1823326239005,0.29171716638948186,0.08845567471519346,0.22523006821576189,0.5097485785200353,0.0036873015139069956,0.02585161241461331
9,607,37,703,BTP044 - Sagar Theatre Junction (Cluster 37),BTP058 - Subbanna Junction (Cluster 703),776.788223544753,0.27399455659274174,0.22523006821576189,0.030876876650188262,0.0036873015139069956,0.16369203424058051,0.06676267874861799
607,9,703,37,BTP058 - Subbanna Junction (Cluster 703),BTP044 - Sagar Theatre Junction (Cluster 37),776.788223544753,0.27399455659274174,0.030876876650188262,0.22523006821576189,0.16369203424058051,0.0036873015139069956,0.008475693589365072
9,775,37,625,BTP044 - Sagar Theatre Junction (Cluster 37),POLICE_STATION::Sheshadripuram (Cluster 625),1186.9313001873518,0.13831538073708982,0.22523006821576189,0.04612005148425144,0.0036873015139069956,0.11840202443691016,0.032997058904336594
775,9,625,37,POLICE_STATION::Sheshadripuram (Cluster 625),BTP044 - Sagar Theatre Junction (Cluster 37),1186.9313001873518,0.13831538073708982,0.04612005148425144,0.22523006821576189,0.11840202443691016,0.0036873015139069956,0.006390873336212079
10,266,13,100,POLICE_STATION::Chikkajala (Cluster 13),POLICE_STATION::Chikkajala (Cluster 100),24.9754077198635,0.9592287723412307,0.0959276464458311,0.2747869489739731,0.00010169674505069368,0.00010169674505069368,0.09202123742606504
266,10,100,13,POLICE_STATION::Chikkajala (Cluster 100),POLICE_STATION::Chikkajala (Cluster 13),24.9754077198635,0.9592287723412307,0.2747869489739731,0.0959276464458311,0.00010169674505069368,0.00010169674505069368,0.26359695051412263
10,501,13,233,POLICE_STATION::Chikkajala (Cluster 13),POLICE_STATION::Chikkajala (Cluster 233),706.1685637205414,0.3082181072496009,0.0959276464458311,0.04550542113268939,0.00010169674505069368,0.00010169674505069368,0.029568141035847016
501,10,233,13,POLICE_STATION::Chikkajala (Cluster 233),POLICE_STATION::Chikkajala (Cluster 13),706.1685637205414,0.3082181072496009,0.04550542113268939,0.0959276464458311,0.00010169674505069368,0.00010169674505069368,0.014026307949781327
10,793,13,781,POLICE_STATION::Chikkajala (Cluster 13),POLICE_STATION::Chikkajala (Cluster 781),530.0013369775065,0.4134016825849517,0.0959276464458311,0.046668342959517134,0.00010169674505069368,0.00010169674505069368,0.03965866692325599
793,10,781,13,POLICE_STATION::Chikkajala (Cluster 781),POLICE_STATION::Chikkajala (Cluster 13),530.0013369775065,0.4134016825849517,0.046668342959517134,0.0959276464458311,0.00010169674505069368,0.00010169674505069368,0.019293752508948395
11,91,145,154,"BTP016 - 5th Main Road, RPC Layout (Cluster 145)",BTP028 - Vijayanagar Bus Stand Junction (Cluster 154),882.1304755629665,0.22987549119421596,0.05087082517370802,0.15621079257245907,0.00990272054930972,0.07864733668611772,0.012153805168645216
91,11,154,145,BTP028 - Vijayanagar Bus Stand Junction (Cluster 154),"BTP016 - 5th Main Road, RPC Layout (Cluster 145)",882.1304755629665,0.22987549119421596,0.15621079257245907,0.05087082517370802,0.07864733668611772,0.00990272054930972,0.03608683123030738
11,114,145,251,"BTP016 - 5th Main Road, RPC Layout (Cluster 145)","BTP022 - Marenahalli Junction, Vijayanagar (Cluster 251)",437.26144084024236,0.48250255249738394,0.05087082517370802,0.031449720106223336,0.00990272054930972,0.14294351473277728,0.02629959893403126
114,11,251,145,"BTP022 - Marenahalli Junction, Vijayanagar (Cluster 251)","BTP016 - 5th Main Road, RPC Layout (Cluster 145)",437.26144084024236,0.48250255249738394,0.031449720106223336,0.05087082517370802,0.14294351473277728,0.00990272054930972,0.015249704990785911
11,117,145,699,"BTP016 - 5th Main Road, RPC Layout (Cluster 145)","BTP022 - Marenahalli Junction, Vijayanagar (Cluster 699)",346.0228440266267,0.5617464204686808,0.05087082517370802,0.04398947321821798,0.00990272054930972,0.057779641305207456,0.029402074021543663
117,11,699,145,"BTP022 - Marenahalli Junction, Vijayanagar (Cluster 699)","BTP016 - 5th Main Road, RPC Layout (Cluster 145)",346.0228440266267,0.5617464204686808,0.04398947321821798,0.05087082517370802,0.057779641305207456,0.00990272054930972,0.024833281831424685
11,163,145,509,"BTP016 - 5th Main Road, RPC Layout (Cluster 145)",POLICE_STATION::Vijayanagara (Cluster 509),561.0725892673007,0.39253837253725843,0.05087082517370802,0.03937588667088931,0.00990272054930972,0.11016458808780476,0.021068675533362214
163,11,509,145,POLICE_STATION::Vijayanagara (Cluster 509),"BTP016 - 5th Main Road, RPC Layout (Cluster 145)",561.0725892673007,0.39253837253725843,0.03937588667088931,0.05087082517370802,0.11016458808780476,0.00990272054930972,0.015533077401182295
11,176,145,612,"BTP016 - 5th Main Road, RPC Layout (Cluster 145)",BTP028 - Vijayanagar Bus Stand Junction (Cluster 612),764.8126223457522,0.279518247048032,0.05087082517370802,0.03983744472567783,0.00990272054930972,0.001492876437111355,0.014229937725226653
176,11,612,145,BTP028 - Vijayanagar Bus Stand Junction (Cluster 612),"BTP016 - 5th Main Road, RPC Layout (Cluster 145)",764.8126223457522,0.279518247048032,0.03983744472567783,0.05087082517370802,0.001492876437111355,0.00990272054930972,0.011190427562597935
11,179,145,302,"BTP016 - 5th Main Road, RPC Layout (Cluster 145)","BTP016 - 5th Main Road, RPC Layout (Cluster 302)",326.93610728033167,0.5799035327417605,0.05087082517370802,0.023103346190118165,0.00990272054930972,0.057779641305207456,0.03035242588782731
179,11,302,145,"BTP016 - 5th Main Road, RPC Layout (Cluster 302)","BTP016 - 5th Main Road, RPC Layout (Cluster 145)",326.93610728033167,0.5799035327417605,0.023103346190118165,0.05087082517370802,0.057779641305207456,0.00990272054930972,0.013464048973138923
11,201,145,687,"BTP016 - 5th Main Road, RPC Layout (Cluster 145)",BTP028 - Vijayanagar Bus Stand Junction (Cluster 687),737.9432644097822,0.2923202179741808,0.05087082517370802,0.043870691037942555,0.00990272054930972,0.0021697953963536586,0.014886703751231361
201,11,687,145,BTP028 - Vijayanagar Bus Stand Junction (Cluster 687),"BTP016 - 5th Main Road, RPC Layout (Cluster 145)",737.9432644097822,0.2923202179741808,0.043870691037942555,0.05087082517370802,0.0021697953963536586,0.00990272054930972,0.012887787646782018
11,248,145,598,"BTP016 - 5th Main Road, RPC Layout (Cluster 145)",BTP017 - Attiguppe Circle (Cluster 598),1141.0725035291352,0.1493015032428442,0.05087082517370802,0.04097161395401344,0.00990272054930972,0.016161837404851834,0.007656465979877431
248,11,598,145,BTP017 - Attiguppe Circle (Cluster 598),"BTP016 - 5th Main Road, RPC Layout (Cluster 145)",1141.0725035291352,0.1493015032428442,0.04097161395401344,0.05087082517370802,0.016161837404851834,0.00990272054930972,0.0061474116361782466
11,269,145,18,"BTP016 - 5th Main Road, RPC Layout (Cluster 145)","BTP016 - 5th Main Road, RPC Layout (Cluster 18)",4.435902295091325,0.9926340917669274,0.05087082517370802,0.03978520546383876,0.00990272054930972,0.00990272054930972,0.050746139803275185
269,11,18,145,"BTP016 - 5th Main Road, RPC Layout (Cluster 18)","BTP016 - 5th Main Road, RPC Layout (Cluster 145)",4.435902295091325,0.9926340917669274,0.03978520546383876,0.05087082517370802,0.00990272054930972,0.00990272054930972,0.03968769116042288
11,307,145,66,"BTP016 - 5th Main Road, RPC Layout (Cluster 145)","BTP022 - Marenahalli Junction, Vijayanagar (Cluster 66)",395.6024700476523,0.5171938877691106,0.05087082517370802,0.04480610195138023,0.00990272054930972,0.11226049444283293,0.027786871131762245
307,11,66,145,"BTP022 - Marenahalli Junction, Vijayanagar (Cluster 66)","BTP016 - 5th Main Road, RPC Layout (Cluster 145)",395.6024700476523,0.5171938877691106,0.04480610195138023,0.05087082517370802,0.11226049444283293,0.00990272054930972,0.023288182124476246
11,329,145,577,"BTP016 - 5th Main Road, RPC Layout (Cluster 145)",BTP028 - Vijayanagar Bus Stand Junction (Cluster 577),962.8541462233798,0.20093839501336483,0.05087082517370802,0.04308883721453634,0.00990272054930972,0.03595536091616484,0.010405668050582403
329,11,577,145,BTP028 - Vijayanagar Bus Stand Junction (Cluster 577),"BTP016 - 5th Main Road, RPC Layout (Cluster 145)",962.8541462233798,0.20093839501336483,0.04308883721453634,0.05087082517370802,0.03595536091616484,0.00990272054930972,0.008701071669288294
11,385,145,187,"BTP016 - 5th Main Road, RPC Layout (Cluster 145)","BTP022 - Marenahalli Junction, Vijayanagar (Cluster 187)",447.51724984499026,0.47432521589237225,0.05087082517370802,0.12000187746348699,0.00990272054930972,0.1511022950056324,0.02595231257990814
385,11,187,145,"BTP022 - Marenahalli Junction, Vijayanagar (Cluster 187)","BTP016 - 5th Main Road, RPC Layout (Cluster 145)",447.51724984499026,0.47432521589237225,0.12000187746348699,0.05087082517370802,0.1511022950056324,0.00990272054930972,0.05720174744843318
11,405,145,344,"BTP016 - 5th Main Road, RPC Layout (Cluster 145)","BTP016 - 5th Main Road, RPC Layout (Cluster 344)",82.65090648492766,0.8713151772517175,0.05087082517370802,0.03190281939684261,0.00990272054930972,0.007937907654698146,0.044500444034618884
405,11,344,145,"BTP016 - 5th Main Road, RPC Layout (Cluster 344)","BTP016 - 5th Main Road, RPC Layout (Cluster 145)",82.65090648492766,0.8713151772517175,0.03190281939684261,0.05087082517370802,0.007937907654698146,0.00990272054930972,0.027935045732853818
11,447,145,681,"BTP016 - 5th Main Road, RPC Layout (Cluster 145)",BTP017 - Attiguppe Circle (Cluster 681),1164.79498853519,0.14351367087593683,0.05087082517370802,0.038853058048799675,0.00990272054930972,0.016126084642919893,0.007359524382538986
447,11,681,145,BTP017 - Attiguppe Circle (Cluster 681),"BTP016 - 5th Main Road, RPC Layout (Cluster 145)",1164.79498853519,0.14351367087593683,0.038853058048799675,0.05087082517370802,0.016126084642919893,0.00990272054930972,0.005603553497833174
11,513,145,340,"BTP016 - 5th Main Road, RPC Layout (Cluster 145)",BTP020 - Hosahalli Metro Station (Cluster 340),924.4392209375635,0.21422422440643576,0.05087082517370802,0.0451058236937512,0.00990272054930972,0.24309653497383435,0.012222367288121276
513,11,340,145,BTP020 - Hosahalli Metro Station (Cluster 340),"BTP016 - 5th Main Road, RPC Layout (Cluster 145)",924.4392209375635,0.21422422440643576,0.0451058236937512,0.05087082517370802,0.24309653497383435,0.00990272054930972,0.009710603903495126
11,535,145,350,"BTP016 - 5th Main Road, RPC Layout (Cluster 145)",BTP017 - Attiguppe Circle (Cluster 350),1151.5637568742159,0.14671359468945586,0.05087082517370802,0.09511405407102563,0.00990272054930972,0.016161837404851834,0.007523753091074007
535,11,350,145,BTP017 - Attiguppe Circle (Cluster 350),"BTP016 - 5th Main Road, RPC Layout (Cluster 145)",1151.5637568742159,0.14671359468945586,0.09511405407102563,0.05087082517370802,0.016161837404851834,0.00990272054930972,0.014023618657886145
11,590,145,571,"BTP016 - 5th Main Road, RPC Layout (Cluster 145)",BTP020 - Hosahalli Metro Station (Cluster 571),1101.7009074327464,0.15942715348379766,0.05087082517370802,0.3428721038154747,0.00990272054930972,0.24206049938363067,0.009091769276780808
590,11,571,145,BTP020 - Hosahalli Metro Station (Cluster 571),"BTP016 - 5th Main Road, RPC Layout (Cluster 145)",1101.7009074327464,0.15942715348379766,0.3428721038154747,0.05087082517370802,0.24206049938363067,0.00990272054930972,0.054933780338589276
12,31,23,174,POLICE_STATION::Malleshwaram (Cluster 23),POLICE_STATION::Malleshwaram (Cluster 174),103.30749160938305,0.8418283438523234,0.036572493784631156,0.05368892988853599,0.0014746028032350583,0.008509951845607652,0.030918763058753202
31,12,174,23,POLICE_STATION::Malleshwaram (Cluster 174),POLICE_STATION::Malleshwaram (Cluster 23),103.30749160938305,0.8418283438523234,0.05368892988853599,0.036572493784631156,0.008509951845607652,0.0014746028032350583,0.0452301866416577
12,89,23,136,POLICE_STATION::Malleshwaram (Cluster 23),POLICE_STATION::Malleshwaram (Cluster 136),1145.3369861840083,0.14824410927445142,0.036572493784631156,0.050951059588060135,0.0014746028032350583,0.0003630891600638048,0.005422641037448545
89,12,136,23,POLICE_STATION::Malleshwaram (Cluster 136),POLICE_STATION::Malleshwaram (Cluster 23),1145.3369861840083,0.14824410927445142,0.050951059588060135,0.036572493784631156,0.0003630891600638048,0.0014746028032350583,0.007558763426072623
12,99,23,266,POLICE_STATION::Malleshwaram (Cluster 23),POLICE_STATION::Malleshwaram (Cluster 266),927.079802943025,0.2132835015844313,0.036572493784631156,0.039636974118313954,0.0014746028032350583,0.006362402612232639,0.007825123890945212
99,12,266,23,POLICE_STATION::Malleshwaram (Cluster 266),POLICE_STATION::Malleshwaram (Cluster 23),927.079802943025,0.2132835015844313,0.039636974118313954,0.036572493784631156,0.006362402612232639,0.0014746028032350583,0.008460145713798325
12,106,23,82,POLICE_STATION::Malleshwaram (Cluster 23),POLICE_STATION::Malleshwaram (Cluster 82),238.41934998619084,0.6720882764575625,0.036572493784631156,0.26990165379271097,0.0014746028032350583,0.009379141213462812,0.024695213697835203
106,12,82,23,POLICE_STATION::Malleshwaram (Cluster 82),POLICE_STATION::Malleshwaram (Cluster 23),238.41934998619084,0.6720882764575625,0.26990165379271097,0.036572493784631156,0.009379141213462812,0.0014746028032350583,0.1815314821165582
12,108,23,262,POLICE_STATION::Malleshwaram (Cluster 23),POLICE_STATION::Malleshwaram (Cluster 262),1069.0950421645693,0.16833065148496532,0.036572493784631156,0.014106328950425507,0.0014746028032350583,0.00031303529335916647,0.006157235270356425
108,12,262,23,POLICE_STATION::Malleshwaram (Cluster 262),POLICE_STATION::Malleshwaram (Cluster 23),1069.0950421645693,0.16833065148496532,0.014106328950425507,0.036572493784631156,0.00031303529335916647,0.0014746028032350583,0.0023762782847714593
12,111,23,563,POLICE_STATION::Malleshwaram (Cluster 23),POLICE_STATION::Malleshwaram (Cluster 563),191.3438035734465,0.7269436321753336,0.036572493784631156,0.08966352304458418,0.0014746028032350583,0.0015214786466568623,0.026606366592781018
111,12,563,23,POLICE_STATION::Malleshwaram (Cluster 563),POLICE_STATION::Malleshwaram (Cluster 23),191.3438035734465,0.7269436321753336,0.08966352304458418,0.036572493784631156,0.0015214786466568623,0.0014746028032350583,0.06522838466220701
12,139,23,110,POLICE_STATION::Malleshwaram (Cluster 23),BTP057 - Anand Rao Junction (Cluster 110),1113.437913811124,0.1563387961613202,0.036572493784631156,0.06831483530233307,0.0014746028032350583,0.3901611513986267,0.006833111790481224
139,12,110,23,BTP057 - Anand Rao Junction (Cluster 110),POLICE_STATION::Malleshwaram (Cluster 23),1113.437913811124,0.1563387961613202,0.06831483530233307,0.036572493784631156,0.3901611513986267,0.0014746028032350583,0.010688133681137881
12,147,23,691,POLICE_STATION::Malleshwaram (Cluster 23),POLICE_STATION::Sheshadripuram (Cluster 691),746.8040913038404,0.2880349403611827,0.036572493784631156,0.18077611475925695,0.0014746028032350583,0.4205796012502747,0.012749381645013566
147,12,691,23,POLICE_STATION::Sheshadripuram (Cluster 691),POLICE_STATION::Malleshwaram (Cluster 23),746.8040913038404,0.2880349403611827,0.18077611475925695,0.036572493784631156,0.4205796012502747,0.0014746028032350583,0.052108228597530545
12,175,23,94,POLICE_STATION::Malleshwaram (Cluster 23),POLICE_STATION::Malleshwaram (Cluster 94),1149.4254933149516,0.14723738135199402,0.036572493784631156,0.2456500759840706,0.0014746028032350583,0.003456100320080959,0.005394143484899288
175,12,94,23,POLICE_STATION::Malleshwaram (Cluster 94),POLICE_STATION::Malleshwaram (Cluster 23),1149.4254933149516,0.14723738135199402,0.2456500759840706,0.036572493784631156,0.003456100320080959,0.0014746028032350583,0.0361955412782467
12,197,23,480,POLICE_STATION::Malleshwaram (Cluster 23),POLICE_STATION::Malleshwaram (Cluster 480),332.6736429501193,0.5743846003497766,0.036572493784631156,0.04993920119021614,0.0014746028032350583,0.007446903057500518,0.021084894570712213
197,12,480,23,POLICE_STATION::Malleshwaram (Cluster 480),POLICE_STATION::Malleshwaram (Cluster 23),332.6736429501193,0.5743846003497766,0.04993920119021614,0.036572493784631156,0.007446903057500518,0.0014746028032350583,0.02870545709800879
12,230,23,607,POLICE_STATION::Malleshwaram (Cluster 23),POLICE_STATION::Sheshadripuram (Cluster 607),861.9364460330166,0.23774401689879285,0.036572493784631156,0.06871718405254994,0.0014746028032350583,0.33751799022429996,0.010162232746075727
230,12,607,23,POLICE_STATION::Sheshadripuram (Cluster 607),POLICE_STATION::Malleshwaram (Cluster 23),861.9364460330166,0.23774401689879285,0.06871718405254994,0.036572493784631156,0.33751799022429996,0.0014746028032350583,0.016349144732888267
12,232,23,258,POLICE_STATION::Malleshwaram (Cluster 23),POLICE_STATION::Sheshadripuram (Cluster 258),829.8188713959339,0.2508170594686892,0.036572493784631156,0.03806102921811152,0.0014746028032350583,0.3369292614111545,0.010718332306993117
232,12,258,23,POLICE_STATION::Sheshadripuram (Cluster 258),POLICE_STATION::Malleshwaram (Cluster 23),829.8188713959339,0.2508170594686892,0.03806102921811152,0.036572493784631156,0.3369292614111545,0.0014746028032350583,0.009553393970076615
12,261,23,88,POLICE_STATION::Malleshwaram (Cluster 23),POLICE_STATION::Sheshadripuram (Cluster 88),863.1428081763141,0.237266488150528,0.036572493784631156,0.04209305067072256,0.0014746028032350583,0.048536360587084444,0.008888012530066736
261,12,88,23,POLICE_STATION::Sheshadripuram (Cluster 88),POLICE_STATION::Malleshwaram (Cluster 23),863.1428081763141,0.237266488150528,0.04209305067072256,0.036572493784631156,0.048536360587084444,0.0014746028032350583,0.009994633936581126
12,287,23,775,POLICE_STATION::Malleshwaram (Cluster 23),POLICE_STATION::Sheshadripuram (Cluster 775),1182.495150156621,0.1393418168827047,0.036572493784631156,0.1688140987280594,0.0014746028032350583,0.2721158600752133,0.005789439519392527
287,12,775,23,POLICE_STATION::Sheshadripuram (Cluster 775),POLICE_STATION::Malleshwaram (Cluster 23),1182.495150156621,0.1393418168827047,0.1688140987280594,0.036572493784631156,0.2721158600752133,0.0014746028032350583,0.023540206672215225
12,290,23,75,POLICE_STATION::Malleshwaram (Cluster 23),POLICE_STATION::Sheshadripuram (Cluster 75),915.7626402881461,0.21734462161047854,0.036572493784631156,0.25073593591930354,0.0014746028032350583,0.3373606780717994,0.00928964697585156
290,12,75,23,POLICE_STATION::Sheshadripuram (Cluster 75),POLICE_STATION::Malleshwaram (Cluster 23),915.7626402881461,0.21734462161047854,0.25073593591930354,0.036572493784631156,0.3373606780717994,0.0014746028032350583,0.054536287172689935
12,317,23,403,POLICE_STATION::Malleshwaram (Cluster 23),POLICE_STATION::Sheshadripuram (Cluster 403),876.7576689173754,0.23194319613773776,0.036572493784631156,0.04238629513973569,0.0014746028032350583,0.048536360587084444,0.008688601789512146
317,12,403,23,POLICE_STATION::Sheshadripuram (Cluster 403),POLICE_STATION::Malleshwaram (Cluster 23),876.7576689173754,0.23194319613773776,0.04238629513973569,0.036572493784631156,0.048536360587084444,0.0014746028032350583,0.009838461334100573
12,318,23,400,POLICE_STATION::Malleshwaram (Cluster 23),POLICE_STATION::Sheshadripuram (Cluster 400),869.7755231899326,0.23465806382913448,0.036572493784631156,0.04364318011015661,0.0014746028032350583,0.048536360587084444,0.008790300846326687
318,12,400,23,POLICE_STATION::Sheshadripuram (Cluster 400),POLICE_STATION::Malleshwaram (Cluster 23),869.7755231899326,0.23465806382913448,0.04364318011015661,0.036572493784631156,0.048536360587084444,0.0014746028032350583,0.01024877501291119
12,349,23,735,POLICE_STATION::Malleshwaram (Cluster 23),POLICE_STATION::Malleshwaram (Cluster 735),283.9765395492992,0.6229467529782066,0.036572493784631156,0.04683834806569089,0.0014746028032350583,0.0036197685191468347,0.022823950330985453
349,12,735,23,POLICE_STATION::Malleshwaram (Cluster 735),POLICE_STATION::Malleshwaram (Cluster 23),283.9765395492992,0.6229467529782066,0.04683834806569089,0.036572493784631156,0.0036197685191468347,0.0014746028032350583,0.029199309672893203
12,387,23,212,POLICE_STATION::Malleshwaram (Cluster 23),POLICE_STATION::Malleshwaram (Cluster 212),954.1452401750479,0.20387625405581095,0.036572493784631156,0.03156699573167469,0.0014746028032350583,0.006362402612232639,0.007479982907993459
387,12,212,23,POLICE_STATION::Malleshwaram (Cluster 212),POLICE_STATION::Malleshwaram (Cluster 23),954.1452401750479,0.20387625405581095,0.03156699573167469,0.036572493784631156,0.006362402612232639,0.0014746028032350583,0.006440505937058571
12,426,23,654,POLICE_STATION::Malleshwaram (Cluster 23),POLICE_STATION::Malleshwaram (Cluster 654),920.8816031164338,0.2154982108354025,0.036572493784631156,0.35103431025396215,0.0014746028032350583,0.006362402612232639,0.007906379000424046
426,12,654,23,POLICE_STATION::Malleshwaram (Cluster 654),POLICE_STATION::Malleshwaram (Cluster 23),920.8816031164338,0.2154982108354025,0.35103431025396215,0.036572493784631156,0.006362402612232639,0.0014746028032350583,0.07570304063667245
12,476,23,769,POLICE_STATION::Malleshwaram (Cluster 23),POLICE_STATION::Sheshadripuram (Cluster 769),870.1935656292301,0.23449462572345992,0.036572493784631156,0.04452436278052494,0.0014746028032350583,0.0025591032485013047,0.008587026744655854
476,12,769,23,POLICE_STATION::Sheshadripuram (Cluster 769),POLICE_STATION::Malleshwaram (Cluster 23),870.1935656292301,0.23449462572345992,0.04452436278052494,0.036572493784631156,0.0025591032485013047,0.0014746028032350583,0.010448421746075912
12,478,23,8,POLICE_STATION::Malleshwaram (Cluster 23),POLICE_STATION::Sheshadripuram (Cluster 8),873.7832698808114,0.23309587023630132,0.036572493784631156,0.09728612951555786,0.0014746028032350583,0.048536360587084444,0.008731781009261952
478,12,8,23,POLICE_STATION::Sheshadripuram (Cluster 8),POLICE_STATION::Malleshwaram (Cluster 23),873.7832698808114,0.23309587023630132,0.09728612951555786,0.036572493784631156,0.048536360587084444,0.0014746028032350583,0.02269371480156419
12,515,23,315,POLICE_STATION::Malleshwaram (Cluster 23),POLICE_STATION::Sheshadripuram (Cluster 315),866.0931039476318,0.2361026746294435,0.036572493784631156,0.0434532585096383,0.0014746028032350583,0.048536360587084444,0.008844416027085255
515,12,315,23,POLICE_STATION::Sheshadripuram (Cluster 315),POLICE_STATION::Malleshwaram (Cluster 23),866.0931039476318,0.2361026746294435,0.0434532585096383,0.036572493784631156,0.048536360587084444,0.0014746028032350583,0.010266994848018587
12,530,23,772,POLICE_STATION::Malleshwaram (Cluster 23),POLICE_STATION::Sheshadripuram (Cluster 772),863.9563129464802,0.23694501043630248,0.036572493784631156,0.02530662670711657,0.0014746028032350583,0.2901638542984296,0.00992290201372849
530,12,772,23,POLICE_STATION::Sheshadripuram (Cluster 772),POLICE_STATION::Malleshwaram (Cluster 23),863.9563129464802,0.23694501043630248,0.02530662670711657,0.036572493784631156,0.2901638542984296,0.0014746028032350583,0.006000699994084354
12,559,23,194,POLICE_STATION::Malleshwaram (Cluster 23),POLICE_STATION::Sheshadripuram (Cluster 194),727.0218516718312,0.29768985599790293,0.036572493784631156,0.18372926828815644,0.0014746028032350583,0.4205796012502747,0.013176740228831906
559,12,194,23,POLICE_STATION::Sheshadripuram (Cluster 194),POLICE_STATION::Malleshwaram (Cluster 23),727.0218516718312,0.29768985599790293,0.18372926828815644,0.036572493784631156,0.4205796012502747,0.0014746028032350583,0.054734665632415754
12,593,23,158,POLICE_STATION::Malleshwaram (Cluster 23),POLICE_STATION::Malleshwaram (Cluster 158),437.19125360771807,0.4825589983302098,0.036572493784631156,0.06889706206725349,0.0014746028032350583,0.002754551680395399,0.017672692662760475
593,12,158,23,POLICE_STATION::Malleshwaram (Cluster 158),POLICE_STATION::Malleshwaram (Cluster 23),437.19125360771807,0.4825589983302098,0.06889706206725349,0.036572493784631156,0.002754551680395399,0.0014746028032350583,0.033271410243016684
12,604,23,466,POLICE_STATION::Malleshwaram (Cluster 23),POLICE_STATION::Sheshadripuram (Cluster 466),1029.7144930648894,0.1797495435445378,0.036572493784631156,0.046762939170106536,0.0014746028032350583,0.07903267200916163,0.006833665073185639
604,12,466,23,POLICE_STATION::Sheshadripuram (Cluster 466),POLICE_STATION::Malleshwaram (Cluster 23),1029.7144930648894,0.1797495435445378,0.046762939170106536,0.036572493784631156,0.07903267200916163,0.0014746028032350583,0.008411814443801539
12,686,23,440,POLICE_STATION::Malleshwaram (Cluster 23),POLICE_STATION::Malleshwaram (Cluster 440),529.3054835010081,0.4138814057087126,0.036572493784631156,0.04447012672231098,0.0014746028032350583,0.003833490584917431,0.01516568828867026
686,12,440,23,POLICE_STATION::Malleshwaram (Cluster 440),POLICE_STATION::Malleshwaram (Cluster 23),529.3054835010081,0.4138814057087126,0.04447012672231098,0.036572493784631156,0.003833490584917431,0.0014746028032350583,0.01841892885653812
12,777,23,636,POLICE_STATION::Malleshwaram (Cluster 23),POLICE_STATION::Sheshadripuram (Cluster 636),847.5666176812698,0.24350664934302413,0.036572493784631156,0.04160484421015527,0.0014746028032350583,0.048536360587084444,0.009121769228287661
777,12,636,23,POLICE_STATION::Sheshadripuram (Cluster 636),POLICE_STATION::Malleshwaram (Cluster 23),847.5666176812698,0.24350664934302413,0.04160484421015527,0.036572493784631156,0.048536360587084444,0.0014746028032350583,0.010138525851996965
13,22,382,290,POLICE_STATION::Kodigehalli (Cluster 382),POLICE_STATION::Kodigehalli (Cluster 290),25.39757565593672,0.958554083677264,0.11411012558809054,0.2608276647270803,0.00702263694924199,0.00702263694924199,0.10976479743842063
22,13,290,382,POLICE_STATION::Kodigehalli (Cluster 290),POLICE_STATION::Kodigehalli (Cluster 382),25.39757565593672,0.958554083677264,0.2608276647270803,0.11411012558809054,0.00702263694924199,0.00702263694924199,0.25089531395706643
13,26,382,91,POLICE_STATION::Kodigehalli (Cluster 382),POLICE_STATION::Kodigehalli (Cluster 91),12.971470658792343,0.9786129003449316,0.11411012558809054,0.04069330311866552,0.00702263694924199,0.00702263694924199,0.11206174863384452
26,13,91,382,POLICE_STATION::Kodigehalli (Cluster 91),POLICE_STATION::Kodigehalli (Cluster 382),12.971470658792343,0.9786129003449316,0.04069330311866552,0.11411012558809054,0.00702263694924199,0.00702263694924199,0.039962822594953595
13,100,382,144,POLICE_STATION::Kodigehalli (Cluster 382),POLICE_STATION::Kodigehalli (Cluster 144),39.92888517298481,0.9356178722986153,0.11411012558809054,0.038815295593448644,0.00702263694924199,0.00702263694924199,0.10713835346530222
100,13,144,382,POLICE_STATION::Kodigehalli (Cluster 144),POLICE_STATION::Kodigehalli (Cluster 382),39.92888517298481,0.9356178722986153,0.038815295593448644,0.11411012558809054,0.00702263694924199,0.00702263694924199,0.03644380231569139
13,178,382,711,POLICE_STATION::Kodigehalli (Cluster 382),POLICE_STATION::Kodigehalli (Cluster 711),561.6246165032645,0.39217738550361547,0.11411012558809054,0.05402647621561595,0.00702263694924199,0.13931659566124246,0.047868717808387154
178,13,711,382,POLICE_STATION::Kodigehalli (Cluster 711),POLICE_STATION::Kodigehalli (Cluster 382),561.6246165032645,0.39217738550361547,0.05402647621561595,0.11411012558809054,0.13931659566124246,0.00702263694924199,0.021262359873291597
13,187,382,605,POLICE_STATION::Kodigehalli (Cluster 382),POLICE_STATION::Kodigehalli (Cluster 605),482.3692343122316,0.4475581865750967,0.11411012558809054,0.08083520646129061,0.00702263694924199,0.13917040659023205,0.0546247012898311
187,13,605,382,POLICE_STATION::Kodigehalli (Cluster 605),POLICE_STATION::Kodigehalli (Cluster 382),482.3692343122316,0.4475581865750967,0.08083520646129061,0.11411012558809054,0.13917040659023205,0.00702263694924199,0.0363054925046555
