id,st_dbscan_cluster_id,canonical_vehicle_number,canonical_vehicle_type,service_date,created_datetime_ist,created_datetime_ist_naive,prev_created_datetime_ist,gap_minutes,gap_hours,latitude,longitude,junction_name,police_station,severity_score,hotspot_unit
FKID264687,2,FKN00GL45914,CAR,2024-01-19,2024-01-19 09:53:46+05:30,2024-01-19 09:53:46,2024-01-19 06:44:46,189.0,3.15,12.979011,77.5788487,BTP058 - Subbanna Junction,Upparpet,1,JUNCTION::BTP058 - Subbanna Junction
FKID004937,2,FKN00GL4823,PASSENGER AUTO,2024-02-01,2024-02-01 11:07:46+05:30,2024-02-01 11:07:46,2024-02-01 05:44:46,323.0,5.383333333333334,12.9709603,77.5763202,BTP043 - Upparpet Junction,City Market,2,JUNCTION::BTP043 - Upparpet Junction
FKID249409,2,FKN00GL48498,SCOOTER,2024-01-17,2024-01-17 08:36:46+05:30,2024-01-17 08:36:46,2024-01-17 05:21:46,195.0,3.25,12.972816,77.578999,BTP044 - Sagar Theatre Junction,Upparpet,1,JUNCTION::BTP044 - Sagar Theatre Junction
FKID158341,2,FKN00GL4878,CAR,2023-11-16,2023-11-16 06:09:46+05:30,2023-11-16 06:09:46,2023-11-16 01:22:46,287.0,4.783333333333333,12.979099,77.5785592,BTP058 - Subbanna Junction,Upparpet,1,JUNCTION::BTP058 - Subbanna Junction
FKID168268,2,FKN00GL50768,CAR,2023-11-20,2023-11-20 06:53:46+05:30,2023-11-20 06:53:46,2023-11-20 03:00:46,233.0,3.8833333333333333,12.9750452,77.57566,BTP040 - Elite Junction,Upparpet,2,JUNCTION::BTP040 - Elite Junction
FKID158221,2,FKN00GL50768,CAR,2023-11-20,2023-11-20 10:35:46+05:30,2023-11-20 10:35:46,2023-11-20 06:53:46,222.0,3.7,12.9753056,77.5757272,BTP040 - Elite Junction,Upparpet,1,JUNCTION::BTP040 - Elite Junction
FKID199308,2,FKN00GL51416,CAR,2023-12-23,2023-12-23 09:47:46+05:30,2023-12-23 09:47:46,2023-12-23 05:16:46,271.0,4.516666666666667,12.9754262,77.5757286,BTP040 - Elite Junction,Upparpet,2,JUNCTION::BTP040 - Elite Junction
FKID210990,2,FKN00GL51416,CAR,2023-12-30,2023-12-30 07:56:46+05:30,2023-12-30 07:56:46,2023-12-30 04:14:46,222.0,3.7,12.9754247,77.576294,BTP040 - Elite Junction,Upparpet,1,JUNCTION::BTP040 - Elite Junction
FKID254463,2,FKN00GL51416,CAR,2024-01-20,2024-01-20 02:50:46+05:30,2024-01-20 02:50:46,2024-01-20 02:37:46,13.0,0.21666666666666667,12.975701,77.575971,BTP040 - Elite Junction,Upparpet,1,JUNCTION::BTP040 - Elite Junction
FKID254453,2,FKN00GL51416,CAR,2024-01-20,2024-01-20 06:18:46+05:30,2024-01-20 06:18:46,2024-01-20 02:50:46,208.0,3.466666666666667,12.9758356,77.5757288,BTP040 - Elite Junction,Upparpet,2,JUNCTION::BTP040 - Elite Junction
FKID158036,2,FKN00GL51485,CAR,2023-12-08,2023-12-08 08:12:46+05:30,2023-12-08 08:12:46,2023-12-08 07:51:46,21.0,0.35,12.9646714,77.5761941,BTP082 - KR Market Junction,City Market,2,JUNCTION::BTP082 - KR Market Junction
FKID155971,2,FKN00GL53263,CAR,2023-11-15,2023-11-15 11:27:46+05:30,2023-11-15 11:27:46,2023-11-15 00:57:46,630.0,10.5,12.9772206,77.577425,BTP040 - Elite Junction,Upparpet,1,JUNCTION::BTP040 - Elite Junction
FKID178011,2,FKN00GL53263,CAR,2023-11-18,2023-11-18 02:30:46+05:30,2023-11-18 02:30:46,2023-11-18 01:37:46,53.0,0.8833333333333333,12.9774648,77.5772828,BTP040 - Elite Junction,Upparpet,1,JUNCTION::BTP040 - Elite Junction
FKID164201,2,FKN00GL53263,MAXI-CAB,2023-11-18,2023-11-18 03:15:46+05:30,2023-11-18 03:15:46,2023-11-18 02:30:46,45.0,0.75,12.9770754,77.5767389,BTP040 - Elite Junction,Upparpet,1,JUNCTION::BTP040 - Elite Junction
FKID168050,2,FKN00GL53263,CAR,2023-11-20,2023-11-20 07:05:46+05:30,2023-11-20 07:05:46,2023-11-20 03:16:46,229.0,3.816666666666667,12.9773283,77.5773085,BTP040 - Elite Junction,Upparpet,1,JUNCTION::BTP040 - Elite Junction
FKID218721,2,FKN00GL53263,CAR,2024-01-03,2024-01-03 03:26:46+05:30,2024-01-03 03:26:46,2024-01-03 00:56:46,150.0,2.5,12.9771832,77.5773395,BTP040 - Elite Junction,Upparpet,2,JUNCTION::BTP040 - Elite Junction
FKID150698,2,FKN00GL53307,CAR,2023-11-13,2023-11-13 09:20:46+05:30,2023-11-13 09:20:46,2023-11-13 02:29:46,411.0,6.85,12.9769955,77.5793935,BTP044 - Sagar Theatre Junction,Upparpet,1,JUNCTION::BTP044 - Sagar Theatre Junction
FKID287132,2,FKN00GL53388,CAR,2023-12-26,2023-12-26 01:24:46+05:30,2023-12-26 01:24:46,2023-12-26 00:54:46,30.0,0.5,12.9777486,77.5794725,BTP044 - Sagar Theatre Junction,Upparpet,2,JUNCTION::BTP044 - Sagar Theatre Junction
FKID208931,2,FKN00GL5490,PASSENGER AUTO,2023-12-27,2023-12-27 08:39:46+05:30,2023-12-27 08:39:46,2023-12-27 03:08:46,331.0,5.516666666666667,12.9744232,77.5784377,BTP044 - Sagar Theatre Junction,Upparpet,2,JUNCTION::BTP044 - Sagar Theatre Junction
FKID289966,2,FKN00GL58769,CAR,2023-11-28,2023-11-28 10:15:46+05:30,2023-11-28 10:15:46,2023-11-28 09:57:46,18.0,0.3,12.9760119,77.5794728,BTP044 - Sagar Theatre Junction,Upparpet,1,JUNCTION::BTP044 - Sagar Theatre Junction
FKID161001,2,FKN00GL60534,SCOOTER,2023-11-12,2023-11-12 11:01:46+05:30,2023-11-12 11:01:46,2023-11-12 10:28:46,33.0,0.55,12.9727511,77.5790105,BTP044 - Sagar Theatre Junction,Upparpet,1,JUNCTION::BTP044 - Sagar Theatre Junction
FKID215506,2,FKN00GL60844,PASSENGER AUTO,2023-12-31,2023-12-31 10:51:46+05:30,2023-12-31 10:51:46,2023-12-31 09:12:46,99.0,1.65,12.9731021,77.5781101,BTP044 - Sagar Theatre Junction,Upparpet,2,JUNCTION::BTP044 - Sagar Theatre Junction
FKID183663,2,FKN00GL61150,SCOOTER,2023-12-14,2023-12-14 10:41:46+05:30,2023-12-14 10:41:46,2023-12-14 09:27:46,74.0,1.2333333333333334,12.9774752,77.5762925,BTP040 - Elite Junction,Upparpet,1,JUNCTION::BTP040 - Elite Junction
FKID247514,2,FKN00GL61150,SCOOTER,2024-01-14,2024-01-14 11:17:46+05:30,2024-01-14 11:17:46,2024-01-14 07:33:46,224.0,3.7333333333333334,12.9773225,77.5764516,BTP040 - Elite Junction,Upparpet,1,JUNCTION::BTP040 - Elite Junction
FKID288343,2,FKN00GL61251,CAR,2023-12-24,2023-12-24 10:48:46+05:30,2023-12-24 10:48:46,2023-12-24 10:17:46,31.0,0.5166666666666667,12.9646435,77.5737293,"BTP083 - AS Char Street, Mysore Road",Chamarajpet,1,"JUNCTION::BTP083 - AS Char Street, Mysore Road"
FKID224229,2,FKN00GL61648,CAR,2024-01-05,2024-01-05 07:15:46+05:30,2024-01-05 07:15:46,2024-01-05 05:24:46,111.0,1.85,12.9769099,77.5781092,BTP044 - Sagar Theatre Junction,Upparpet,1,JUNCTION::BTP044 - Sagar Theatre Junction
FKID261017,2,FKN00GL61648,CAR,2024-01-21,2024-01-21 14:11:46+05:30,2024-01-21 14:11:46,2024-01-21 10:59:46,192.0,3.2,12.9769042,77.5780793,BTP044 - Sagar Theatre Junction,Upparpet,1,JUNCTION::BTP044 - Sagar Theatre Junction
FKID183581,2,FKN00GL61794,MOTOR CYCLE,2023-12-14,2023-12-14 09:21:46+05:30,2023-12-14 09:21:46,2023-12-14 08:55:46,26.0,0.43333333333333335,12.9779941,77.5764422,BTP058 - Subbanna Junction,Upparpet,1,JUNCTION::BTP058 - Subbanna Junction
FKID147144,2,FKN00GL62613,LGV,2023-12-06,2023-12-06 09:26:46+05:30,2023-12-06 09:26:46,2023-12-06 07:35:46,111.0,1.85,12.9632851,77.5814398,"BTP080 - NR Road, SP Road Junction",City Market,2,"JUNCTION::BTP080 - NR Road, SP Road Junction"
FKID152900,2,FKN00GL6462,CAR,2023-11-14,2023-11-14 09:50:46+05:30,2023-11-14 09:50:46,2023-11-14 07:18:46,152.0,2.533333333333333,12.9762331,77.5773864,BTP040 - Elite Junction,Upparpet,2,JUNCTION::BTP040 - Elite Junction
FKID141533,2,FKN00GL64642,CAR,2023-12-05,2023-12-05 08:02:46+05:30,2023-12-05 08:02:46,2023-12-05 05:17:46,165.0,2.75,12.9787122,77.5728805,BTP057 - Anand Rao Junction,Upparpet,2,JUNCTION::BTP057 - Anand Rao Junction
FKID264758,2,FKN00GL65106,CAR,2024-01-19,2024-01-19 07:24:46+05:30,2024-01-19 07:24:46,2024-01-19 07:20:46,4.0,0.06666666666666667,12.979011102611556,77.57925617514412,BTP058 - Subbanna Junction,Upparpet,1,JUNCTION::BTP058 - Subbanna Junction
FKID151694,2,FKN00GL65993,MAXI-CAB,2023-12-08,2023-12-08 03:07:46+05:30,2023-12-08 03:07:46,2023-12-08 01:37:46,90.0,1.5,12.977737,77.5794883,BTP044 - Sagar Theatre Junction,Upparpet,1,JUNCTION::BTP044 - Sagar Theatre Junction
FKID199258,2,FKN00GL67190,SCOOTER,2023-12-23,2023-12-23 08:56:46+05:30,2023-12-23 08:56:46,2023-12-23 08:54:46,2.0,0.03333333333333333,12.9773422,77.5763936,BTP040 - Elite Junction,Upparpet,1,JUNCTION::BTP040 - Elite Junction
FKID203437,2,FKN00GL69929,SCOOTER,2023-11-26,2023-11-26 11:33:46+05:30,2023-11-26 11:33:46,2023-11-26 05:09:46,384.0,6.4,12.972865,77.5786103,BTP044 - Sagar Theatre Junction,Upparpet,1,JUNCTION::BTP044 - Sagar Theatre Junction
FKID286853,2,FKN00GL70666,MOTOR CYCLE,2023-12-25,2023-12-25 13:12:46+05:30,2023-12-25 13:12:46,2023-12-25 08:37:46,275.0,4.583333333333333,12.9760038,77.577327,BTP040 - Elite Junction,Upparpet,1,JUNCTION::BTP040 - Elite Junction
FKID279794,2,FKN00GL7143,PASSENGER AUTO,2023-11-18,2023-11-18 05:38:46+05:30,2023-11-18 05:38:46,2023-11-18 04:37:46,61.0,1.0166666666666666,12.9772553,77.5745984,BTP045 - Danvanthri Road Junction,Upparpet,2,JUNCTION::BTP045 - Danvanthri Road Junction
FKID157892,2,FKN00GL71531,CAR,2023-11-16,2023-11-16 05:57:46+05:30,2023-11-16 05:57:46,2023-11-16 05:20:46,37.0,0.6166666666666667,12.9793283,77.5750061,BTP057 - Anand Rao Junction,Upparpet,1,JUNCTION::BTP057 - Anand Rao Junction
FKID158253,2,FKN00GL71531,CAR,2023-11-16,2023-11-16 06:00:46+05:30,2023-11-16 06:00:46,2023-11-16 05:57:46,3.0,0.05,12.9796124,77.5750367,BTP057 - Anand Rao Junction,Upparpet,1,JUNCTION::BTP057 - Anand Rao Junction
FKID194624,2,FKN00GL7249,CAR,2023-12-19,2023-12-19 07:32:46+05:30,2023-12-19 07:32:46,2023-12-19 07:29:46,3.0,0.05,12.976913,77.5746967,BTP045 - Danvanthri Road Junction,Upparpet,2,JUNCTION::BTP045 - Danvanthri Road Junction
FKID281753,2,FKN00GL72643,LGV,2023-12-14,2023-12-14 04:18:46+05:30,2023-12-14 04:18:46,2023-12-14 04:13:46,5.0,0.08333333333333333,12.9602076,77.5777234,BTP104 - Medical College Circle,City Market,2,JUNCTION::BTP104 - Medical College Circle
FKID193977,2,FKN00GL73104,CAR,2023-12-20,2023-12-20 01:38:46+05:30,2023-12-20 01:38:46,2023-12-20 00:57:46,41.0,0.6833333333333333,12.9772205,77.5772097,BTP040 - Elite Junction,Upparpet,1,JUNCTION::BTP040 - Elite Junction
FKID158086,2,FKN00GL73560,SCOOTER,2023-11-23,2023-11-23 06:58:46+05:30,2023-11-23 06:58:46,2023-11-23 06:30:46,28.0,0.4666666666666667,12.9771592,77.5764517,BTP040 - Elite Junction,Upparpet,1,JUNCTION::BTP040 - Elite Junction
FKID188267,2,FKN00GL73847,SCOOTER,2023-12-16,2023-12-16 09:02:46+05:30,2023-12-16 09:02:46,2023-12-16 03:50:46,312.0,5.2,12.9696319,77.5757131,No Junction,City Market,1,POLICE_STATION::City Market
FKID196856,2,FKN00GL74793,MAXI-CAB,2023-12-21,2023-12-21 12:16:46+05:30,2023-12-21 12:16:46,2023-12-21 11:01:46,75.0,1.25,12.9770397,77.5800512,BTP044 - Sagar Theatre Junction,Upparpet,2,JUNCTION::BTP044 - Sagar Theatre Junction
FKID152583,2,FKN00GL75618,CAR,2023-12-08,2023-12-08 03:59:46+05:30,2023-12-08 03:59:46,2023-12-08 01:24:46,155.0,2.5833333333333335,12.9785567,77.578525,BTP058 - Subbanna Junction,Upparpet,1,JUNCTION::BTP058 - Subbanna Junction
FKID169493,2,FKN00GL78884,CAR,2023-12-08,2023-12-08 08:40:46+05:30,2023-12-08 08:40:46,2023-12-08 04:30:46,250.0,4.166666666666667,12.9784675,77.5751603,BTP057 - Anand Rao Junction,Upparpet,2,JUNCTION::BTP057 - Anand Rao Junction
FKID148903,2,FKN00GL7910,SCOOTER,2023-11-12,2023-11-12 10:53:46+05:30,2023-11-12 10:53:46,2023-11-12 05:48:46,305.0,5.083333333333333,12.9734793,77.5786443,BTP044 - Sagar Theatre Junction,Upparpet,1,JUNCTION::BTP044 - Sagar Theatre Junction
FKID246751,2,FKN00GL7917,SCOOTER,2024-01-14,2024-01-14 09:26:46+05:30,2024-01-14 09:26:46,2024-01-14 09:02:46,24.0,0.4,12.9727983,77.5787601,BTP044 - Sagar Theatre Junction,Upparpet,1,JUNCTION::BTP044 - Sagar Theatre Junction
FKID246740,2,FKN00GL7917,SCOOTER,2024-01-14,2024-01-14 09:28:46+05:30,2024-01-14 09:28:46,2024-01-14 09:26:46,2.0,0.03333333333333333,12.972805,77.5787293,BTP044 - Sagar Theatre Junction,Upparpet,1,JUNCTION::BTP044 - Sagar Theatre Junction
FKID226481,2,FKN00GL80257,PASSENGER AUTO,2024-01-04,2024-01-04 11:27:46+05:30,2024-01-04 11:27:46,2024-01-04 09:58:46,89.0,1.4833333333333334,12.9774991,77.57727,BTP040 - Elite Junction,Upparpet,2,JUNCTION::BTP040 - Elite Junction
FKID148913,2,FKN00GL80275,MOTOR CYCLE,2023-11-12,2023-11-12 10:59:46+05:30,2023-11-12 10:59:46,2023-11-12 10:46:46,13.0,0.21666666666666667,12.9725404,77.5793044,BTP044 - Sagar Theatre Junction,Upparpet,1,JUNCTION::BTP044 - Sagar Theatre Junction
FKID164291,2,FKN00GL80303,PRIVATE BUS,2023-11-18,2023-11-18 04:41:46+05:30,2023-11-18 04:41:46,2023-11-18 02:09:46,152.0,2.533333333333333,12.9773733,77.5806194,BTP044 - Sagar Theatre Junction,Upparpet,1,JUNCTION::BTP044 - Sagar Theatre Junction
FKID173176,2,FKN00GL80872,PASSENGER AUTO,2023-11-21,2023-11-21 10:20:46+05:30,2023-11-21 10:20:46,2023-11-21 09:12:46,68.0,1.1333333333333333,12.978377,77.5736842,BTP057 - Anand Rao Junction,Upparpet,1,JUNCTION::BTP057 - Anand Rao Junction
FKID284527,2,FKN00GL8209,SCOOTER,2023-12-23,2023-12-23 09:18:46+05:30,2023-12-23 09:18:46,2023-12-23 08:32:46,46.0,0.7666666666666667,12.9761601,77.5783774,BTP044 - Sagar Theatre Junction,Upparpet,1,JUNCTION::BTP044 - Sagar Theatre Junction
FKID233551,2,FKN00GL8209,SCOOTER,2024-01-06,2024-01-06 12:24:46+05:30,2024-01-06 12:24:46,2024-01-06 12:13:46,11.0,0.18333333333333332,12.9751701,77.5770878,BTP040 - Elite Junction,Upparpet,1,JUNCTION::BTP040 - Elite Junction
FKID233550,2,FKN00GL8211,SCOOTER,2024-01-06,2024-01-06 12:24:46+05:30,2024-01-06 12:24:46,2024-01-06 12:14:46,10.0,0.16666666666666666,12.9751701,77.5770878,BTP040 - Elite Junction,Upparpet,1,JUNCTION::BTP040 - Elite Junction
FKID298104,2,FKN00GL8474,LGV,2023-11-29,2023-11-29 02:48:46+05:30,2023-11-29 02:48:46,2023-11-29 01:28:46,80.0,1.3333333333333333,12.978966,77.5809588,BTP058 - Subbanna Junction,Upparpet,1,JUNCTION::BTP058 - Subbanna Junction
FKID283488,2,FKN00GL85970,CAR,2023-12-21,2023-12-21 07:44:46+05:30,2023-12-21 07:44:46,2023-12-21 06:23:46,81.0,1.35,12.9785851,77.5810408,BTP058 - Subbanna Junction,Upparpet,1,JUNCTION::BTP058 - Subbanna Junction
FKID202090,2,FKN00GL89218,MOTOR CYCLE,2023-12-26,2023-12-26 13:37:46+05:30,2023-12-26 13:37:46,2023-12-26 10:04:46,213.0,3.55,12.9778274,77.5754751,BTP045 - Danvanthri Road Junction,Upparpet,2,JUNCTION::BTP045 - Danvanthri Road Junction
FKID148851,2,FKN00GL90621,SCOOTER,2023-11-12,2023-11-12 10:38:46+05:30,2023-11-12 10:38:46,2023-11-12 05:48:46,290.0,4.833333333333333,12.9734793,77.5786443,BTP044 - Sagar Theatre Junction,Upparpet,1,JUNCTION::BTP044 - Sagar Theatre Junction
FKID282482,2,FKN00GL92430,SCOOTER,2023-12-14,2023-12-14 09:26:46+05:30,2023-12-14 09:26:46,2023-12-14 08:54:46,32.0,0.5333333333333333,12.9778433,77.5765167,BTP040 - Elite Junction,Upparpet,1,JUNCTION::BTP040 - Elite Junction
FKID267274,2,FKN00GL92572,CAR,2024-01-25,2024-01-25 10:06:46+05:30,2024-01-25 10:06:46,2024-01-25 09:22:46,44.0,0.7333333333333333,12.9775064,77.5802936,BTP044 - Sagar Theatre Junction,Upparpet,1,JUNCTION::BTP044 - Sagar Theatre Junction
FKID262821,2,FKN00GL9311,CAR,2024-01-14,2024-01-14 05:18:46+05:30,2024-01-14 05:18:46,2024-01-14 05:17:46,1.0,0.016666666666666666,12.9760474,77.5794349,BTP044 - Sagar Theatre Junction,Upparpet,2,JUNCTION::BTP044 - Sagar Theatre Junction
FKID221197,2,FKN00GL94464,SCOOTER,2024-01-01,2024-01-01 09:31:46+05:30,2024-01-01 09:31:46,2024-01-01 05:34:46,237.0,3.95,12.9780312,77.5754128,BTP045 - Danvanthri Road Junction,Upparpet,1,JUNCTION::BTP045 - Danvanthri Road Junction
FKID187873,2,FKN00GL94778,MOTOR CYCLE,2023-12-16,2023-12-16 06:42:46+05:30,2023-12-16 06:42:46,2023-12-16 06:29:46,13.0,0.21666666666666667,12.9758189,77.5763694,BTP040 - Elite Junction,Upparpet,1,JUNCTION::BTP040 - Elite Junction
FKID194312,2,FKN00GL94778,SCOOTER,2023-12-19,2023-12-19 09:12:46+05:30,2023-12-19 09:12:46,2023-12-19 05:47:46,205.0,3.4166666666666665,12.9762902,77.5773991,BTP040 - Elite Junction,Upparpet,1,JUNCTION::BTP040 - Elite Junction
FKID252446,2,FKN00GL95462,PASSENGER AUTO,2024-01-19,2024-01-19 03:58:46+05:30,2024-01-19 03:58:46,2024-01-19 03:06:46,52.0,0.8666666666666667,12.9791623,77.5779088,BTP058 - Subbanna Junction,Upparpet,1,JUNCTION::BTP058 - Subbanna Junction
FKID113980,2,FKN00GL95695,CAR,2023-12-30,2023-12-30 09:56:46+05:30,2023-12-30 09:56:46,2023-12-30 09:39:46,17.0,0.2833333333333333,12.9775527,77.5804089,BTP044 - Sagar Theatre Junction,Upparpet,2,JUNCTION::BTP044 - Sagar Theatre Junction
FKID265696,2,FKN00GL95951,PASSENGER AUTO,2024-01-17,2024-01-17 07:23:46+05:30,2024-01-17 07:23:46,2024-01-17 07:19:46,4.0,0.06666666666666667,12.964471,77.5771311,BTP082 - KR Market Junction,City Market,2,JUNCTION::BTP082 - KR Market Junction
FKID186168,2,FKN00GL97619,MOTOR CYCLE,2023-11-23,2023-11-23 06:29:46+05:30,2023-11-23 06:29:46,2023-11-23 04:36:46,113.0,1.8833333333333333,12.9771982,77.5764684,BTP040 - Elite Junction,Upparpet,1,JUNCTION::BTP040 - Elite Junction
FKID156275,2,FKN00GL97619,MOTOR CYCLE,2023-11-23,2023-11-23 06:58:46+05:30,2023-11-23 06:58:46,2023-11-23 06:29:46,29.0,0.48333333333333334,12.9771794,77.5764442,BTP040 - Elite Junction,Upparpet,1,JUNCTION::BTP040 - Elite Junction
FKID159246,2,FKN00GL9771,CAR,2023-11-17,2023-11-17 01:18:46+05:30,2023-11-17 01:18:46,2023-11-17 00:58:46,20.0,0.3333333333333333,12.9791562,77.5782307,BTP058 - Subbanna Junction,Upparpet,1,JUNCTION::BTP058 - Subbanna Junction
FKID282735,2,FKN00GL9771,CAR,2023-11-25,2023-11-25 03:04:46+05:30,2023-11-25 03:04:46,2023-11-25 02:21:46,43.0,0.7166666666666667,12.9791073,77.5780658,BTP058 - Subbanna Junction,Upparpet,1,JUNCTION::BTP058 - Subbanna Junction
FKID234271,2,FKN00GL98967,PASSENGER AUTO,2024-01-05,2024-01-05 09:32:46+05:30,2024-01-05 09:32:46,2024-01-05 06:59:46,153.0,2.55,12.9782876,77.5736474,BTP057 - Anand Rao Junction,Upparpet,2,JUNCTION::BTP057 - Anand Rao Junction
FKID000089,3,FKN00GL0081,SCOOTER,2023-11-17,2023-11-17 10:00:46+05:30,2023-11-17 10:00:46,2023-11-17 08:32:46,88.0,1.4666666666666666,12.9816248,77.6080905,BTP051 - Safina Plaza Junction,Shivajinagar,2,JUNCTION::BTP051 - Safina Plaza Junction
FKID000093,3,FKN00GL0085,SCOOTER,2023-11-17,2023-11-17 10:00:46+05:30,2023-11-17 10:00:46,2023-11-17 08:34:46,86.0,1.4333333333333333,12.9816391,77.6080854,BTP051 - Safina Plaza Junction,Shivajinagar,2,JUNCTION::BTP051 - Safina Plaza Junction
FKID162760,3,FKN00GL0333,SCOOTER,2023-11-17,2023-11-17 07:46:46+05:30,2023-11-17 07:46:46,2023-11-17 07:23:46,23.0,0.38333333333333336,12.9809653,77.6077036,BTP051 - Safina Plaza Junction,Shivajinagar,2,JUNCTION::BTP051 - Safina Plaza Junction
FKID000455,3,FKN00GL0447,CAR,2023-11-19,2023-11-19 08:29:46+05:30,2023-11-19 08:29:46,2023-11-19 07:42:46,47.0,0.7833333333333333,12.9812585,77.6092369,BTP051 - Safina Plaza Junction,Shivajinagar,2,JUNCTION::BTP051 - Safina Plaza Junction
FKID156069,3,FKN00GL0744,SCOOTER,2023-11-15,2023-11-15 07:45:46+05:30,2023-11-15 07:45:46,2023-11-15 06:27:46,78.0,1.3,12.9830771,77.6107213,No Junction,Shivajinagar,1,POLICE_STATION::Shivajinagar
FKID137508,3,FKN00GL0744,SCOOTER,2023-11-22,2023-11-22 12:56:46+05:30,2023-11-22 12:56:46,2023-11-22 09:01:46,235.0,3.9166666666666665,12.9830737,77.6107468,No Junction,Shivajinagar,1,POLICE_STATION::Shivajinagar
FKID168366,3,FKN00GL0835,PASSENGER AUTO,2023-11-19,2023-11-19 09:13:46+05:30,2023-11-19 09:13:46,2023-11-19 09:10:46,3.0,0.05,12.9809666,77.610533,BTP051 - Safina Plaza Junction,Shivajinagar,2,JUNCTION::BTP051 - Safina Plaza Junction
FKID165619,3,FKN00GL102059,CAR,2023-11-19,2023-11-19 08:41:46+05:30,2023-11-19 08:41:46,2023-11-19 08:23:46,18.0,0.3,12.9797538,77.609539,BTP051 - Safina Plaza Junction,Shivajinagar,1,JUNCTION::BTP051 - Safina Plaza Junction
FKID272754,3,FKN00GL10353,SCOOTER,2024-01-29,2024-01-29 12:14:46+05:30,2024-01-29 12:14:46,2024-01-29 05:08:46,426.0,7.1,12.9795976,77.6069306,BTP051 - Safina Plaza Junction,Shivajinagar,1,JUNCTION::BTP051 - Safina Plaza Junction
FKID001064,3,FKN00GL1057,SCOOTER,2023-11-17,2023-11-17 11:49:46+05:30,2023-11-17 11:49:46,2023-11-17 05:11:46,398.0,6.633333333333334,12.983426,77.6094453,No Junction,Shivajinagar,2,POLICE_STATION::Shivajinagar
FKID232461,3,FKN00GL105909,PASSENGER AUTO,2024-01-07,2024-01-07 09:18:46+05:30,2024-01-07 09:18:46,2024-01-07 08:12:46,66.0,1.1,12.9809891,77.6100255,BTP051 - Safina Plaza Junction,Shivajinagar,2,JUNCTION::BTP051 - Safina Plaza Junction
FKID179813,3,FKN00GL105933,MOTOR CYCLE,2023-12-12,2023-12-12 11:36:46+05:30,2023-12-12 11:36:46,2023-12-12 11:05:46,31.0,0.5166666666666667,12.9823972,77.6124711,No Junction,Shivajinagar,1,POLICE_STATION::Shivajinagar
FKID163783,3,FKN00GL10831,SCOOTER,2023-11-18,2023-11-18 11:30:46+05:30,2023-11-18 11:30:46,2023-11-18 07:52:46,218.0,3.6333333333333333,12.9796869,77.6070131,BTP051 - Safina Plaza Junction,Shivajinagar,1,JUNCTION::BTP051 - Safina Plaza Junction
FKID169877,3,FKN00GL10831,SCOOTER,2023-12-08,2023-12-08 09:04:46+05:30,2023-12-08 09:04:46,2023-12-08 06:34:46,150.0,2.5,12.9796637,77.6069967,BTP051 - Safina Plaza Junction,Shivajinagar,1,JUNCTION::BTP051 - Safina Plaza Junction
FKID164317,3,FKN00GL108779,CAR,2023-11-18,2023-11-18 07:45:46+05:30,2023-11-18 07:45:46,2023-11-18 04:41:46,184.0,3.066666666666667,12.9795928,77.6070731,BTP051 - Safina Plaza Junction,Shivajinagar,1,JUNCTION::BTP051 - Safina Plaza Junction
FKID295047,3,FKN00GL108780,CAR,2023-11-29,2023-11-29 09:01:46+05:30,2023-11-29 09:01:46,2023-11-29 05:49:46,192.0,3.2,12.9795767,77.60704,BTP051 - Safina Plaza Junction,Shivajinagar,1,JUNCTION::BTP051 - Safina Plaza Junction
FKID131782,3,FKN00GL109490,CAR,2023-11-19,2023-11-19 10:03:46+05:30,2023-11-19 10:03:46,2023-11-19 08:23:46,100.0,1.6666666666666667,12.9805443,77.6028409,BTP211 - Central Street Junction,Shivajinagar,2,JUNCTION::BTP211 - Central Street Junction
FKID131354,3,FKN00GL109516,MOTOR CYCLE,2023-11-13,2023-11-13 11:41:46+05:30,2023-11-13 11:41:46,2023-11-13 11:22:46,19.0,0.31666666666666665,12.9825522,77.6106649,No Junction,Shivajinagar,2,POLICE_STATION::Shivajinagar
FKID161782,3,FKN00GL109517,SCOOTER,2023-11-13,2023-11-13 11:22:46+05:30,2023-11-13 11:22:46,2023-11-13 09:22:46,120.0,2.0,12.9825268,77.610756,No Junction,Shivajinagar,2,POLICE_STATION::Shivajinagar
FKID131355,3,FKN00GL109517,SCOOTER,2023-11-13,2023-11-13 11:41:46+05:30,2023-11-13 11:41:46,2023-11-13 11:22:46,19.0,0.31666666666666665,12.9825522,77.6106649,No Junction,Shivajinagar,2,POLICE_STATION::Shivajinagar
FKID205852,3,FKN00GL110092,MOTOR CYCLE,2023-11-17,2023-11-17 09:59:46+05:30,2023-11-17 09:59:46,2023-11-17 08:32:46,87.0,1.45,12.981577,77.6084483,BTP051 - Safina Plaza Junction,Shivajinagar,2,JUNCTION::BTP051 - Safina Plaza Junction
FKID162766,3,FKN00GL11015,SCOOTER,2023-11-17,2023-11-17 07:46:46+05:30,2023-11-17 07:46:46,2023-11-17 07:22:46,24.0,0.4,12.9806996,77.607531,BTP051 - Safina Plaza Junction,Shivajinagar,1,JUNCTION::BTP051 - Safina Plaza Junction
