zone_name,zone_hotspots,zone_priority_total,zone_priority_mean,zone_priority_max,zone_ccs_mean,zone_ccs_max,zone_escalation_mean,zone_tow_count,zone_patrol_units,zone_critical_count,zone_high_count,zone_top_label,zone_rank
BTP100 - Richmond Circle (Cluster 657),1,17.034265897608286,17.034265897608286,17.034265897608286,39.44615433161223,39.44615433161223,0.0,0,0,0,0,BTP100 - Richmond Circle (Cluster 657),125
POLICE_STATION::Malleshwaram (Cluster 82),1,16.98494357406582,16.98494357406582,16.98494357406582,48.71752281608724,48.71752281608724,0.0,0,0,0,0,POLICE_STATION::Malleshwaram (Cluster 82),126
BTP020 - Hosahalli Metro Station (Cluster 35),1,16.91712859878162,16.91712859878162,16.91712859878162,18.277113514107107,18.277113514107107,0.5333159764607748,0,0,0,0,BTP020 - Hosahalli Metro Station (Cluster 35),127
POLICE_STATION::Hulimavu (Cluster 725),1,16.780514068913654,16.780514068913654,16.780514068913654,6.003710111040954,6.003710111040954,0.6038095355033875,0,0,0,0,POLICE_STATION::Hulimavu (Cluster 725),128
POLICE_STATION::Jeevanbheemanagar (Cluster 618),1,16.723265132951838,16.723265132951838,16.723265132951838,5.139322815080636,5.139322815080636,0.6012373169263204,0,0,0,0,POLICE_STATION::Jeevanbheemanagar (Cluster 618),129
BTP054 - Shivananda Circle (Cluster 418),1,16.618350650322803,16.618350650322803,16.618350650322803,44.10949422388431,44.10949422388431,0.0,0,0,0,0,BTP054 - Shivananda Circle (Cluster 418),130
POLICE_STATION::Bellandur (Cluster 377),1,16.613119986684225,16.613119986684225,16.613119986684225,7.05680268151053,7.05680268151053,0.7436158458391825,0,0,0,0,POLICE_STATION::Bellandur (Cluster 377),131
POLICE_STATION::Jeevanbheemanagar (Cluster 754),1,16.588449468494474,16.588449468494474,16.588449468494474,38.58752783805477,38.58752783805477,0.0653907507658004,0,0,0,0,POLICE_STATION::Jeevanbheemanagar (Cluster 754),132
POLICE_STATION::Chikkajala (Cluster 100),1,16.494009223766767,16.494009223766767,16.494009223766767,47.41337548912162,47.41337548912162,0.0,0,0,0,0,POLICE_STATION::Chikkajala (Cluster 100),133
BTP037 - KR Circle (Cluster 140),1,16.39391646012532,16.39391646012532,16.39391646012532,7.0753060258511935,7.0753060258511935,0.5587572058041891,0,0,0,0,BTP037 - KR Circle (Cluster 140),134
"BTP070 - Cholurpalya Junction, Magadi Road (Cluster 342)",1,16.35648895118484,16.35648895118484,16.35648895118484,13.301679694578471,13.301679694578471,0.4644155899683634,0,0,0,0,"BTP070 - Cholurpalya Junction, Magadi Road (Cluster 342)",135
BTP067 - Jai Muni Rao Circle (Cluster 776),1,16.33023183587521,16.33023183587521,16.33023183587521,46.74279379327457,46.74279379327457,0.0,0,0,0,0,BTP067 - Jai Muni Rao Circle (Cluster 776),136
POLICE_STATION::Malleshwaram (Cluster 174),1,16.315532679200246,16.315532679200246,16.315532679200246,11.243642431481137,11.243642431481137,0.5888989567756653,0,0,0,0,POLICE_STATION::Malleshwaram (Cluster 174),137
POLICE_STATION::Wilson Garden (Cluster 462),1,16.291901569614268,16.291901569614268,16.291901569614268,7.694884149630745,7.694884149630745,0.7134981950124105,0,0,0,0,POLICE_STATION::Wilson Garden (Cluster 462),138
BTP051 - Safina Plaza Junction (Cluster 3),1,16.276913976101255,16.276913976101255,16.276913976101255,16.225041050044126,16.225041050044126,0.5208647747834524,0,0,0,0,BTP051 - Safina Plaza Junction (Cluster 3),139
BTP207 - 8th Main Road Basaveshwara Nagar (Cluster 84),1,16.205378618861495,16.205378618861495,16.205378618861495,40.32813513016021,40.32813513016021,0.0,0,0,0,0,BTP207 - 8th Main Road Basaveshwara Nagar (Cluster 84),140
POLICE_STATION::Pulikeshinagar(F.Town) (Cluster 558),1,16.19524234995919,16.19524234995919,16.19524234995919,38.85369543891235,38.85369543891235,0.0459770113229751,0,0,0,0,POLICE_STATION::Pulikeshinagar(F.Town) (Cluster 558),141
POLICE_STATION::Sheshadripuram (Cluster 775),1,16.14152020583921,16.14152020583921,16.14152020583921,38.99125405645587,38.99125405645587,0.0,0,0,0,0,POLICE_STATION::Sheshadripuram (Cluster 775),142
POLICE_STATION::HSR Layout (Cluster 30),1,15.920188462179343,15.920188462179343,15.920188462179343,35.25482560584709,35.25482560584709,0.0810647308826446,0,0,0,0,POLICE_STATION::HSR Layout (Cluster 30),143
POLICE_STATION::Thalagattapura (Cluster 528),1,15.903653201838155,15.903653201838155,15.903653201838155,39.07898109198317,39.07898109198317,0.0,0,0,0,0,POLICE_STATION::Thalagattapura (Cluster 528),144
BTP074 - Leprosy Hospital Junction (Cluster 49),1,15.862467525464014,15.862467525464014,15.862467525464014,8.036486931444074,8.036486931444074,0.6112831234931946,0,0,0,0,BTP074 - Leprosy Hospital Junction (Cluster 49),145
POLICE_STATION::Banaswadi (Cluster 147),1,15.856263843462976,15.856263843462976,15.856263843462976,34.65171296559011,34.65171296559011,0.0653907507658004,0,0,0,0,POLICE_STATION::Banaswadi (Cluster 147),146
POLICE_STATION::HAL Old Airport (Cluster 756),1,15.849077005204865,15.849077005204865,15.849077005204865,41.60469451291239,41.60469451291239,0.0459770113229751,0,0,0,0,POLICE_STATION::HAL Old Airport (Cluster 756),147
POLICE_STATION::Kodigehalli (Cluster 762),1,15.736930891572035,15.736930891572035,15.736930891572035,44.233058778396654,44.233058778396654,0.0,0,0,0,0,POLICE_STATION::Kodigehalli (Cluster 762),148
"BTP070 - Cholurpalya Junction, Magadi Road (Cluster 87)",1,15.703395923228419,15.703395923228419,15.703395923228419,14.463592529296877,14.463592529296877,0.4534265796343485,0,0,0,0,"BTP070 - Cholurpalya Junction, Magadi Road (Cluster 87)",149
POLICE_STATION::Ashok Nagar (Cluster 321),1,15.629369673825616,15.629369673825616,15.629369673825616,30.25975660359089,30.25975660359089,0.0303030312061309,0,0,0,0,POLICE_STATION::Ashok Nagar (Cluster 321),150
"BTP190 - 36th Cross, 4th Main, Jayanagar (Cluster 712)",1,15.535564986233355,15.535564986233355,15.535564986233355,4.885539525115298,4.885539525115298,0.497131069501241,0,0,0,0,"BTP190 - 36th Cross, 4th Main, Jayanagar (Cluster 712)",151
POLICE_STATION::Banaswadi (Cluster 519),1,15.46636798537116,15.46636798537116,15.46636798537116,4.6836784697795295,4.6836784697795295,0.497131069501241,0,0,0,0,POLICE_STATION::Banaswadi (Cluster 519),152
BTP032 - Windsor Circle (Cluster 232),1,15.465204142777504,15.465204142777504,15.465204142777504,13.719126618638905,13.719126618638905,0.4534265796343485,0,0,0,0,BTP032 - Windsor Circle (Cluster 232),153
POLICE_STATION::Hulimavu (Cluster 753),1,15.446285494525025,15.446285494525025,15.446285494525025,28.735737546515757,28.735737546515757,0.1376518259445826,0,0,0,0,POLICE_STATION::Hulimavu (Cluster 753),154
"BTP070 - Cholurpalya Junction, Magadi Road (Cluster 138)",1,15.438110308446646,15.438110308446646,15.438110308446646,9.331580048158404,9.331580048158404,0.4644155899683634,0,0,0,0,"BTP070 - Cholurpalya Junction, Magadi Road (Cluster 138)",155
POLICE_STATION::R.T. Nagar (Cluster 186),1,15.405638824443994,15.405638824443994,15.405638824443994,42.02219266523878,42.02219266523878,0.0303030312061309,0,0,0,0,POLICE_STATION::R.T. Nagar (Cluster 186),156
BTP042 - Minsk Square Junction (CTO) (Cluster 376),1,15.376749186326514,15.376749186326514,15.376749186326514,16.562174941491538,16.562174941491538,0.4485900600751241,0,0,0,0,BTP042 - Minsk Square Junction (CTO) (Cluster 376),157
POLICE_STATION::Electronic City (Cluster 409),1,15.372312396019023,15.372312396019023,15.372312396019023,42.19028271399963,42.19028271399963,0.0303030312061309,0,0,0,0,POLICE_STATION::Electronic City (Cluster 409),158
BTP192 - Urvashi Theater (Cluster 535),1,15.347675845525103,15.347675845525103,15.347675845525103,4.856852419476342,4.856852419476342,0.497131069501241,0,0,0,0,BTP192 - Urvashi Theater (Cluster 535),159
POLICE_STATION::Bellandur (Cluster 428),1,15.28876150151944,15.28876150151944,15.28876150151944,7.371334782957993,7.371334782957993,0.5888989567756653,0,0,0,0,POLICE_STATION::Bellandur (Cluster 428),160
BTP063 - Siddalingaiah Circle (Cluster 798),1,15.267019886151648,15.267019886151648,15.267019886151648,5.113159063773484,5.113159063773484,0.4767801960309346,0,0,0,0,BTP063 - Siddalingaiah Circle (Cluster 798),161
BTP048 - Shanthala Junction (Cluster 335),1,15.246065729265974,15.246065729265974,15.246065729265974,37.22182622934214,37.22182622934214,0.0,0,0,0,0,BTP048 - Shanthala Junction (Cluster 335),162
POLICE_STATION::Banashankari (Cluster 12),1,15.149839841294572,15.149839841294572,15.149839841294572,35.52295292729303,35.52295292729303,0.0459770113229751,0,0,0,0,POLICE_STATION::Banashankari (Cluster 12),163
BTP020 - Hosahalli Metro Station (Cluster 128),1,15.130929440991908,15.130929440991908,15.130929440991908,14.816589536198055,14.816589536198055,0.4767801960309346,0,0,0,0,BTP020 - Hosahalli Metro Station (Cluster 128),164
POLICE_STATION::Sheshadripuram (Cluster 75),1,15.12842107605114,15.12842107605114,15.12842107605114,37.76297899636822,37.76297899636822,0.0,0,0,0,0,POLICE_STATION::Sheshadripuram (Cluster 75),165
POLICE_STATION::Banashankari (Cluster 236),1,15.063054186251835,15.063054186251835,15.063054186251835,28.17839199223705,28.17839199223705,0.1675686786572138,0,0,0,0,POLICE_STATION::Banashankari (Cluster 236),166
POLICE_STATION::Malleshwaram (Cluster 27),1,15.013738486105149,15.013738486105149,15.013738486105149,12.662888141157298,12.662888141157298,0.4049284160137176,0,0,0,0,POLICE_STATION::Malleshwaram (Cluster 27),167
BTP048 - Shanthala Junction (Cluster 97),1,15.005413482427283,15.005413482427283,15.005413482427283,10.371211962626989,10.371211962626989,0.4441025704145431,0,0,0,0,BTP048 - Shanthala Junction (Cluster 97),168
POLICE_STATION::Jnanabharathi (Cluster 81),1,14.979751061500341,14.979751061500341,14.979751061500341,15.242775783859276,15.242775783859276,0.4644155899683634,0,0,0,0,POLICE_STATION::Jnanabharathi (Cluster 81),169
POLICE_STATION::Bellandur (Cluster 267),1,14.96759004209524,14.96759004209524,14.96759004209524,36.67144424627651,36.67144424627651,0.0,0,0,0,0,POLICE_STATION::Bellandur (Cluster 267),170
POLICE_STATION::Mico Layout (Cluster 796),1,14.938373564779386,14.938373564779386,14.938373564779386,34.10936119972625,34.10936119972625,0.0653907507658004,0,0,0,0,POLICE_STATION::Mico Layout (Cluster 796),171
POLICE_STATION::HSR Layout (Cluster 573),1,14.938318085621836,14.938318085621836,14.938318085621836,39.97960421813792,39.97960421813792,0.0810647308826446,0,0,0,0,POLICE_STATION::HSR Layout (Cluster 573),172
POLICE_STATION::Halasur (Cluster 40),1,14.87738985961498,14.87738985961498,14.87738985961498,11.839890289306643,11.839890289306643,0.4534265796343485,0,0,0,0,POLICE_STATION::Halasur (Cluster 40),173
POLICE_STATION::Hulimavu (Cluster 203),1,14.865875160590702,14.865875160590702,14.865875160590702,29.150278156746097,29.150278156746097,0.1376518259445826,0,0,0,0,POLICE_STATION::Hulimavu (Cluster 203),174
BTP192 - Urvashi Theater (Cluster 349),1,14.843167462532294,14.843167462532294,14.843167462532294,29.01764193353283,29.01764193353283,0.0459770113229751,0,0,0,0,BTP192 - Urvashi Theater (Cluster 349),175
BTP051 - Safina Plaza Junction (Cluster 449),1,14.8243001272582,14.8243001272582,14.8243001272582,16.278269483513633,16.278269483513633,0.3021715184052785,0,0,0,0,BTP051 - Safina Plaza Junction (Cluster 449),176
BTP023 - Mahalaxmi Layout Entrance (Cluster 767),1,14.79356526439764,14.79356526439764,14.79356526439764,35.61696263713513,35.61696263713513,0.0303030312061309,0,0,0,0,BTP023 - Mahalaxmi Layout Entrance (Cluster 767),177
POLICE_STATION::Sheshadripuram (Cluster 691),1,14.789981408194855,14.789981408194855,14.789981408194855,38.1188911862137,38.1188911862137,0.0,0,0,0,0,POLICE_STATION::Sheshadripuram (Cluster 691),178
POLICE_STATION::HAL Old Airport (Cluster 651),1,14.713245927823243,14.713245927823243,14.713245927823243,37.75524539694239,37.75524539694239,0.0653907507658004,0,0,0,0,POLICE_STATION::HAL Old Airport (Cluster 651),179
BTP184 - Lalbagh West Gate (Cluster 512),1,14.69075937570709,14.69075937570709,14.69075937570709,31.504334125368693,31.504334125368693,0.0810647308826446,0,0,0,0,BTP184 - Lalbagh West Gate (Cluster 512),180
POLICE_STATION::Ashok Nagar (Cluster 274),1,14.689341185328637,14.689341185328637,14.689341185328637,4.529071722263924,4.529071722263924,0.4767801960309346,0,0,0,0,POLICE_STATION::Ashok Nagar (Cluster 274),181
POLICE_STATION::Malleshwaram (Cluster 744),1,14.659460533397892,14.659460533397892,14.659460533397892,4.74021968228908,4.74021968228908,0.4767801960309346,0,0,0,0,POLICE_STATION::Malleshwaram (Cluster 744),182
POLICE_STATION::HSR Layout (Cluster 356),1,14.630035897763635,14.630035897763635,14.630035897763635,14.421238524899607,14.421238524899607,0.4644155899683634,0,0,0,0,POLICE_STATION::HSR Layout (Cluster 356),183
BTP020 - Hosahalli Metro Station (Cluster 571),1,14.548015182294034,14.548015182294034,14.548015182294034,33.82942676835269,33.82942676835269,0.0,0,0,0,0,BTP020 - Hosahalli Metro Station (Cluster 571),184
POLICE_STATION::Yeshwanthpura (Cluster 225),1,14.464606107176095,14.464606107176095,14.464606107176095,7.655552711714767,7.655552711714767,0.4744322498639424,0,0,0,0,POLICE_STATION::Yeshwanthpura (Cluster 225),185
POLICE_STATION::Jalahalli (Cluster 621),1,14.453967184979941,14.453967184979941,14.453967184979941,33.869917414441694,33.869917414441694,0.0303030312061309,0,0,0,0,POLICE_STATION::Jalahalli (Cluster 621),186
POLICE_STATION::HSR Layout (Cluster 544),1,14.433964593962473,14.433964593962473,14.433964593962473,9.874171998773718,9.874171998773718,0.444064716498057,0,0,0,0,POLICE_STATION::HSR Layout (Cluster 544),187
POLICE_STATION::Yelahanka (Cluster 502),1,14.426023573190031,14.426023573190031,14.426023573190031,29.74733480666123,29.74733480666123,0.096256951491038,0,0,0,0,POLICE_STATION::Yelahanka (Cluster 502),188
POLICE_STATION::Rajajinagar (Cluster 193),1,14.404999829253274,14.404999829253274,14.404999829253274,31.4886316584804,31.4886316584804,0.0810647308826446,0,0,0,0,POLICE_STATION::Rajajinagar (Cluster 193),189
POLICE_STATION::Shivajinagar (Cluster 458),1,14.32017690692127,14.32017690692127,14.32017690692127,3.8405568029293473,3.8405568029293473,0.5178806583086649,0,0,0,0,POLICE_STATION::Shivajinagar (Cluster 458),190
"BTP101 - Blood Bank Circle, KH Road (Cluster 215)",1,14.240023224133033,14.240023224133033,14.240023224133033,4.900117530104087,4.900117530104087,0.497131069501241,0,0,0,0,"BTP101 - Blood Bank Circle, KH Road (Cluster 215)",191
POLICE_STATION::HSR Layout (Cluster 166),1,14.163851586017136,14.163851586017136,14.163851586017136,40.48058346071665,40.48058346071665,0.0653907507658004,0,0,0,0,POLICE_STATION::HSR Layout (Cluster 166),192
POLICE_STATION::Banaswadi (Cluster 92),1,14.162358593465918,14.162358593465918,14.162358593465918,39.11125315676405,39.11125315676405,0.0,0,0,0,0,POLICE_STATION::Banaswadi (Cluster 92),193
BTP192 - Urvashi Theater (Cluster 129),1,14.124015772570612,14.124015772570612,14.124015772570612,32.13596287701892,32.13596287701892,0.0303030312061309,0,0,0,0,BTP192 - Urvashi Theater (Cluster 129),194
POLICE_STATION::HAL Old Airport (Cluster 676),1,14.121772114285186,14.121772114285186,14.121772114285186,4.639338197001923,4.639338197001923,0.5010526378949484,0,0,0,0,POLICE_STATION::HAL Old Airport (Cluster 676),195
BTP042 - Minsk Square Junction (CTO) (Cluster 123),1,14.081328070022362,14.081328070022362,14.081328070022362,10.169235888152974,10.169235888152974,0.4159760276476542,0,0,0,0,BTP042 - Minsk Square Junction (CTO) (Cluster 123),196
POLICE_STATION::Kamakshipalya (Cluster 761),1,14.081025808790217,14.081025808790217,14.081025808790217,4.546221266026131,4.546221266026131,0.5005241632461548,0,0,0,0,POLICE_STATION::Kamakshipalya (Cluster 761),197
POLICE_STATION::Jeevanbheemanagar (Cluster 139),1,14.048366503401077,14.048366503401077,14.048366503401077,39.54479101808027,39.54479101808027,0.0,0,0,0,0,POLICE_STATION::Jeevanbheemanagar (Cluster 139),198
POLICE_STATION::HAL Old Airport (Cluster 227),1,13.98853708237939,13.98853708237939,13.98853708237939,12.04325572532966,12.04325572532966,0.4644155899683634,0,0,0,0,POLICE_STATION::HAL Old Airport (Cluster 227),199
"BTP226 - 33rd Cross, 11th Main, Jayanagar (Cluster 700)",1,13.964319018019966,13.964319018019966,13.964319018019966,16.08659217959809,16.08659217959809,0.4330757061640422,0,0,0,0,"BTP226 - 33rd Cross, 11th Main, Jayanagar (Cluster 700)",200
BTP032 - Windsor Circle (Cluster 142),1,13.956674274383568,13.956674274383568,13.956674274383568,5.736271755753156,5.736271755753156,0.4767801960309346,0,0,0,0,BTP032 - Windsor Circle (Cluster 142),201
BTP192 - Urvashi Theater (Cluster 69),1,13.945272901983152,13.945272901983152,13.945272901983152,5.451254522490683,5.451254522490683,0.3864607736468315,0,0,0,0,BTP192 - Urvashi Theater (Cluster 69),202
BTP032 - Windsor Circle (Cluster 328),1,13.91414847823938,13.91414847823938,13.91414847823938,5.487875848333314,5.487875848333314,0.4767801960309346,0,0,0,0,BTP032 - Windsor Circle (Cluster 328),203
"BTP016 - 5th Main Road, RPC Layout (Cluster 302)",1,13.878635611414857,13.878635611414857,13.878635611414857,17.66388303352111,17.66388303352111,0.3413078188896179,0,0,0,0,"BTP016 - 5th Main Road, RPC Layout (Cluster 302)",204
"BTP197 - 9th Cross, 24th Main, JP Nagar (Cluster 351)",1,13.870094743127506,13.870094743127506,13.870094743127506,4.811232236431354,4.811232236431354,0.4767801960309346,0,0,0,0,"BTP197 - 9th Cross, 24th Main, JP Nagar (Cluster 351)",205
POLICE_STATION::Sheshadripuram (Cluster 625),1,13.860152576152293,13.860152576152293,13.860152576152293,4.777123326290472,4.777123326290472,0.3869616314768791,0,0,0,0,POLICE_STATION::Sheshadripuram (Cluster 625),206
POLICE_STATION::K.G. Halli (Cluster 633),1,13.849820367449237,13.849820367449237,13.849820367449237,5.2516263372729775,5.2516263372729775,0.4771441221237182,0,0,0,0,POLICE_STATION::K.G. Halli (Cluster 633),207
POLICE_STATION::K.G. Halli (Cluster 352),1,13.815756753696174,13.815756753696174,13.815756753696174,5.116939576786333,5.116939576786333,0.4767801960309346,0,0,0,0,POLICE_STATION::K.G. Halli (Cluster 352),208
POLICE_STATION::Banashankari (Cluster 627),1,13.78857641520016,13.78857641520016,13.78857641520016,5.055574209922721,5.055574209922721,0.4767801960309346,0,0,0,0,POLICE_STATION::Banashankari (Cluster 627),209
POLICE_STATION::Ashok Nagar (Cluster 497),1,13.7614650191288,13.7614650191288,13.7614650191288,30.74873364327061,30.74873364327061,0.0,0,0,0,0,POLICE_STATION::Ashok Nagar (Cluster 497),210
POLICE_STATION::Halasur (Cluster 552),1,13.761230247107267,13.761230247107267,13.761230247107267,41.54388976052682,41.54388976052682,0.0303030312061309,0,0,0,0,POLICE_STATION::Halasur (Cluster 552),211
POLICE_STATION::Mahadevapura (Cluster 688),1,13.726887779824626,13.726887779824626,13.726887779824626,30.156342055602675,30.156342055602675,0.1376518259445826,0,0,0,0,POLICE_STATION::Mahadevapura (Cluster 688),212
BTP108 - Tagore Park Junction (Cluster 131),1,13.705392150034026,13.705392150034026,13.705392150034026,10.416375154333942,10.416375154333942,0.3452207297086715,0,0,0,0,BTP108 - Tagore Park Junction (Cluster 131),213
BTP034 - LRDE Junction (Cluster 416),1,13.68128163927703,13.68128163927703,13.68128163927703,34.6766331285271,34.6766331285271,0.0,0,0,0,0,BTP034 - LRDE Junction (Cluster 416),214
POLICE_STATION::Jeevanbheemanagar (Cluster 445),1,13.671234945681023,13.671234945681023,13.671234945681023,5.161552980857223,5.161552980857223,0.5408109426498413,0,0,0,0,POLICE_STATION::Jeevanbheemanagar (Cluster 445),215
BTP075 - Police Corner (Cluster 177),1,13.669810677679703,13.669810677679703,13.669810677679703,37.486058406187794,37.486058406187794,0.0303030312061309,0,0,0,0,BTP075 - Police Corner (Cluster 177),216
BTP192 - Urvashi Theater (Cluster 791),1,13.64876383127298,13.64876383127298,13.64876383127298,6.666478925512038,6.666478925512038,0.3276066233714421,0,0,0,0,BTP192 - Urvashi Theater (Cluster 791),217
POLICE_STATION::Pulikeshinagar(F.Town) (Cluster 330),1,13.645215986970438,13.645215986970438,13.645215986970438,5.453921743886093,5.453921743886093,0.3850123137235641,0,0,0,0,POLICE_STATION::Pulikeshinagar(F.Town) (Cluster 330),218
BTP105 - Shivasankara Circle (Cluster 181),1,13.64169572854667,13.64169572854667,13.64169572854667,5.26896595119901,5.26896595119901,0.4415654639403025,0,0,0,0,BTP105 - Shivasankara Circle (Cluster 181),219
BTP096 - Gali Anjaneya Temple (Cluster 105),1,13.63852596210653,13.63852596210653,13.63852596210653,5.203697887454593,5.203697887454593,0.4260979319612185,0,0,0,0,BTP096 - Gali Anjaneya Temple (Cluster 105),220
"BTP101 - Blood Bank Circle, KH Road (Cluster 693)",1,13.61979277296384,13.61979277296384,13.61979277296384,4.258222771875282,4.258222771875282,0.4767801960309346,0,0,0,0,"BTP101 - Blood Bank Circle, KH Road (Cluster 693)",221
POLICE_STATION::Byatarayanapura (Cluster 763),1,13.606903066373635,13.606903066373635,13.606903066373635,37.90810842515393,37.90810842515393,0.0,0,0,0,0,POLICE_STATION::Byatarayanapura (Cluster 763),222
POLICE_STATION::Pulikeshinagar(F.Town) (Cluster 468),1,13.601590217358234,13.601590217358234,13.601590217358234,31.07830828570153,31.07830828570153,0.0,0,0,0,0,POLICE_STATION::Pulikeshinagar(F.Town) (Cluster 468),223
"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road (Cluster 59)",1,13.598848067342157,13.598848067342157,13.598848067342157,4.797478513133523,4.797478513133523,0.4227321594953537,0,0,0,0,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road (Cluster 59)",224
POLICE_STATION::Bellandur (Cluster 14),1,13.59574673315325,13.59574673315325,13.59574673315325,10.670675611459393,10.670675611459393,0.4534265796343485,0,0,0,0,POLICE_STATION::Bellandur (Cluster 14),225
POLICE_STATION::Kodigehalli (Cluster 382),1,13.54016705600063,13.54016705600063,13.54016705600063,13.200897955526376,13.200897955526376,0.3523346831401189,0,0,0,0,POLICE_STATION::Kodigehalli (Cluster 382),226
POLICE_STATION::HAL Old Airport (Cluster 365),1,13.480266380094275,13.480266380094275,13.480266380094275,12.03764500882,12.03764500882,0.3616586923599243,0,0,0,0,POLICE_STATION::HAL Old Airport (Cluster 365),227
BTP020 - Hosahalli Metro Station (Cluster 340),1,13.47741481078479,13.47741481078479,13.47741481078479,5.497616133996926,5.497616133996926,0.3356795832514763,0,0,0,0,BTP020 - Hosahalli Metro Station (Cluster 340),228
POLICE_STATION::Yeshwanthpura (Cluster 593),1,13.474791855278701,13.474791855278701,13.474791855278701,6.517061331782846,6.517061331782846,0.3319838096698125,0,0,0,0,POLICE_STATION::Yeshwanthpura (Cluster 593),229
POLICE_STATION::Pulikeshinagar(F.Town) (Cluster 345),1,13.470544952895875,13.470544952895875,13.470544952895875,25.78227431842326,25.78227431842326,0.0,0,0,0,0,POLICE_STATION::Pulikeshinagar(F.Town) (Cluster 345),230
"BTP089 - Police Quarters, Sultan Road (Cluster 538)",1,13.465644644678907,13.465644644678907,13.465644644678907,5.220832814083846,5.220832814083846,0.4795249899228413,0,0,0,0,"BTP089 - Police Quarters, Sultan Road (Cluster 538)",231
POLICE_STATION::Jeevanbheemanagar (Cluster 33),1,13.46306222060371,13.46306222060371,13.46306222060371,11.09088677157116,11.09088677157116,0.3319838096698125,0,0,0,0,POLICE_STATION::Jeevanbheemanagar (Cluster 33),232
POLICE_STATION::HAL Old Airport (Cluster 280),1,13.435728604916461,13.435728604916461,13.435728604916461,24.886606830652664,24.886606830652664,0.1376518259445826,0,0,0,0,POLICE_STATION::HAL Old Airport (Cluster 280),233
BTP054 - Shivananda Circle (Cluster 399),1,13.42432404399268,13.42432404399268,13.42432404399268,38.10891177274926,38.10891177274926,0.0,0,0,0,0,BTP054 - Shivananda Circle (Cluster 399),234
POLICE_STATION::Kodigehalli (Cluster 355),1,13.368468280591909,13.368468280591909,13.368468280591909,10.967644962458955,10.967644962458955,0.3319838096698125,0,0,0,0,POLICE_STATION::Kodigehalli (Cluster 355),235
POLICE_STATION::Banaswadi (Cluster 195),1,13.320559927533978,13.320559927533978,13.320559927533978,40.03383104771893,40.03383104771893,0.0303030312061309,0,0,0,0,POLICE_STATION::Banaswadi (Cluster 195),236
POLICE_STATION::J.P. Nagar (Cluster 787),1,13.315910180338106,13.315910180338106,13.315910180338106,4.259165819832388,4.259165819832388,0.497131069501241,0,0,0,0,POLICE_STATION::J.P. Nagar (Cluster 787),237
POLICE_STATION::Rajajinagar (Cluster 453),1,13.277295963445217,13.277295963445217,13.277295963445217,29.968108170007948,29.968108170007948,0.0459770113229751,0,0,0,0,POLICE_STATION::Rajajinagar (Cluster 453),238
POLICE_STATION::Jeevanbheemanagar (Cluster 155),1,13.271749779136346,13.271749779136346,13.271749779136346,4.994313557380608,4.994313557380608,0.4807017644246419,0,0,0,0,POLICE_STATION::Jeevanbheemanagar (Cluster 155),239
BTP166 - Coffee Board Junction (Cluster 115),1,13.252370614288859,13.252370614288859,13.252370614288859,28.47794843102385,28.47794843102385,0.1376518259445826,0,0,0,0,BTP166 - Coffee Board Junction (Cluster 115),240
"BTP206 - Shankara Mutt Circle, Vijayanagar (Cluster 521)",1,13.241915141097179,13.241915141097179,13.241915141097179,4.912378645823548,4.912378645823548,0.5240020751953125,0,0,0,0,"BTP206 - Shankara Mutt Circle, Vijayanagar (Cluster 521)",241
POLICE_STATION::Yeshwanthpura (Cluster 748),1,13.198745114384183,13.198745114384183,13.198745114384183,27.4227458113296,27.4227458113296,0.0810647308826446,0,0,0,0,POLICE_STATION::Yeshwanthpura (Cluster 748),242
POLICE_STATION::HAL Old Airport (Cluster 133),1,13.193795523286125,13.193795523286125,13.193795523286125,19.996989350518263,19.996989350518263,0.366447905699412,0,0,0,0,POLICE_STATION::HAL Old Airport (Cluster 133),243
POLICE_STATION::Ashok Nagar (Cluster 170),1,13.193346410687118,13.193346410687118,13.193346410687118,5.444578209446355,5.444578209446355,0.3868766153852145,0,0,0,0,POLICE_STATION::Ashok Nagar (Cluster 170),244
POLICE_STATION::Yelahanka (Cluster 515),1,13.171549075651726,13.171549075651726,13.171549075651726,31.712447219968706,31.712447219968706,0.0810647308826446,0,0,0,0,POLICE_STATION::Yelahanka (Cluster 515),245
POLICE_STATION::Kamakshipalya (Cluster 609),1,13.14882911297616,13.14882911297616,13.14882911297616,5.233775918648967,5.233775918648967,0.4767801960309346,0,0,0,0,POLICE_STATION::Kamakshipalya (Cluster 609),246
"BTP206 - Shankara Mutt Circle, Vijayanagar (Cluster 457)",1,13.10344805541194,13.10344805541194,13.10344805541194,13.987019841337023,13.987019841337023,0.4330757061640422,0,0,0,0,"BTP206 - Shankara Mutt Circle, Vijayanagar (Cluster 457)",247
POLICE_STATION::Jeevanbheemanagar (Cluster 724),1,13.092147505671669,13.092147505671669,13.092147505671669,4.461348758393737,4.461348758393737,0.4807017644246419,0,0,0,0,POLICE_STATION::Jeevanbheemanagar (Cluster 724),248
"BTP095 - Satellite Bus Stand, Mysore Road (Cluster 45)",1,13.071630263576568,13.071630263576568,13.071630263576568,13.317249298095703,13.317249298095703,0.4534265796343485,0,0,0,0,"BTP095 - Satellite Bus Stand, Mysore Road (Cluster 45)",249
