layer_c_rank,st_dbscan_cluster_id,cluster_label,cluster_label_display,records_total,distinct_days,active_days,observation_days,ROP,TVS,VDI,cluster_area_m2,validation_uncertainty,validation_confidence,review_total,review_present,approved_count,resurgence_score,dominant_vehicle_type,dominant_violation_tag,layer_c_index,lat,lon
169,55,BTP108 - Tagore Park Junction,BTP108 - Tagore Park Junction (Cluster 55),298,34,34.0,134,0.2537313432816886,0.6482853241575227,0.003498140145706887,85188.125,6.711298183859071e-12,0.9999999999932887,298,298,298,0.49019607843137253,SCOOTER,['NO PARKING'],0.21400293846028465,12.94463117718121,77.57114230436243
170,520,POLICE_STATION::Yelahanka,POLICE_STATION::Yelahanka (Cluster 520),15,2,2.0,134,0.014925373134216977,0.8666666665511111,0.014999999999985001,1000.0,1.333333443653828e-10,0.9999999998666667,15,15,15,0.5666666666666667,SCOOTER,['NO PARKING'],0.21371640787070023,13.093011553333334,77.59401586666667
171,418,BTP054 - Shivananda Circle,BTP054 - Shivananda Circle (Cluster 418),58,6,6.0,134,0.04477611940265093,0.6896551723900118,0.0011345702043586287,51120.6796875,3.448263896643766e-11,0.9999999999655174,58,58,58,3.0,CAR,['NO PARKING'],0.21219313342279117,12.987614913793102,77.5784279275862
172,595,BTP061 - Bhashyam Circle,BTP061 - Bhashyam Circle (Cluster 595),139,19,19.0,134,0.14179104477506127,0.726974768497506,0.0011110124488095555,125111.109375,1.4388268354537104e-11,0.9999999999856117,139,139,139,1.6481481481481481,SCOOTER,['NO PARKING'],0.21069916529655244,12.985420964536376,77.5537002098882
173,544,POLICE_STATION::HSR Layout,POLICE_STATION::HSR Layout (Cluster 544),107,15,15.0,134,0.11194029850662732,0.5674059527564481,0.004167768506264423,25673.2109375,1.8691714842589136e-11,0.9999999999813083,107,107,107,2.3947368421052633,MOTOR CYCLE,['WRONG PARKING'],0.2096703527309361,12.912439947945618,77.63433801917418
174,515,POLICE_STATION::Yelahanka,POLICE_STATION::Yelahanka (Cluster 515),26,5,5.0,134,0.03731343283554244,0.6923076922544379,0.0009493999495630929,27385.71875,7.692313452878352e-11,0.9999999999230769,26,26,26,2.8,MAXI-CAB,['WRONG PARKING'],0.2092445799751912,13.121837292307692,77.61187966538462
175,488,"BTP115 - Sahasra Hospital, Jayanagar","BTP115 - Sahasra Hospital, Jayanagar (Cluster 488)",83,19,19.0,134,0.14179104477506127,0.7343469858764545,0.004599048589138562,18047.2109375,2.4096502571069323e-11,0.9999999999759035,83,83,83,1.1219512195121952,SCOOTER,['NO PARKING'],0.2089127179921808,12.917285903215127,77.573532282491
176,646,POLICE_STATION::K.R. Pura,POLICE_STATION::K.R. Pura (Cluster 646),139,11,11.0,134,0.08208955223819336,0.41862838922768875,0.007678828840492968,18101.71875,1.4388268354537104e-11,0.9999999999856117,139,139,139,3.05,CAR,['WRONG PARKING'],0.20767277008925988,13.005555866330935,77.68554430352519
177,147,POLICE_STATION::Banaswadi,POLICE_STATION::Banaswadi (Cluster 147),32,4,4.0,134,0.029850746268433953,0.6874999999570313,0.001446882526279433,22116.515625,6.249978312666826e-11,0.9999999999375002,32,32,32,2.8333333333333335,CAR,['NO PARKING'],0.20619077866079472,12.996292109375,77.668497134375
178,124,POLICE_STATION::Yelahanka,POLICE_STATION::Yelahanka (Cluster 124),201,22,22.0,134,0.16417910447638673,0.6550181569237564,0.0065278069912587475,30791.3515625,9.950040791295578e-12,0.99999999999005,201,201,201,0.9720000000000001,SCOOTER,['WRONG PARKING'],0.20578662718213173,13.096978499502487,77.59961406169154
179,492,POLICE_STATION::Mico Layout,POLICE_STATION::Mico Layout (Cluster 492),27,6,6.0,134,0.04477611940265093,0.6296296295829904,0.005361826310027613,5035.59765625,7.407408020299044e-11,0.9999999999259259,27,27,27,2.4166666666666665,MAXI-CAB,"['PARKING IN A MAIN ROAD', 'WRONG PARKING']",0.2057258461477146,12.926567585185184,77.60894428888889
180,560,"BTP189 - New Diagonal Road, Jayanagar","BTP189 - New Diagonal Road, Jayanagar (Cluster 560)",92,14,14.0,134,0.10447761193951884,0.7653594235526053,0.0016995487594130816,54132.015625,2.173927704518519e-11,0.9999999999782607,92,92,92,1.6590909090909092,CAR,['NO PARKING'],0.20526333672900995,12.92839076304348,77.58117681521739
181,663,"BTP001 - 10th Cross, Dr. Rajkumar Road","BTP001 - 10th Cross, Dr. Rajkumar Road (Cluster 663)",18,5,5.0,134,0.03731343283554244,0.6666666665925925,0.0019937867236647466,9028.046875,1.1111112030448567e-10,0.9999999998888889,18,18,18,2.5,CAR,['WRONG PARKING'],0.20490960797159663,13.004348772222222,77.5535214611111
182,323,BTP096 - Gali Anjaneya Temple,BTP096 - Gali Anjaneya Temple (Cluster 323),175,18,18.0,134,0.13432835820795277,0.7165222129209835,0.006367369957838683,27483.875,1.1428413770886436e-11,0.9999999999885716,175,175,175,1.0340909090909092,SCOOTER,['WRONG PARKING'],0.20480328921185414,12.953190102285712,77.54218438857143
183,280,POLICE_STATION::HAL Old Airport,POLICE_STATION::HAL Old Airport (Cluster 280),29,5,5.0,134,0.03731343283554244,0.6551724137479191,0.0030877599266653727,9391.921875,6.896549997748025e-11,0.9999999999310345,29,29,29,2.5833333333333335,MAXI-CAB,['WRONG PARKING'],0.20319597348708474,12.956665155172416,77.70864234827586
184,42,POLICE_STATION::HSR Layout,POLICE_STATION::HSR Layout (Cluster 42),91,15,15.0,134,0.11194029850662732,0.8497142163241139,0.002580385041830388,35266.0546875,2.1978197040084524e-11,0.9999999999780218,91,91,91,0.9791666666666666,MOTOR CYCLE,['NO PARKING'],0.2026647757396133,12.911701334065931,77.63809812967033
185,468,POLICE_STATION::Pulikeshinagar(F.Town),POLICE_STATION::Pulikeshinagar(F.Town) (Cluster 468),36,5,5.0,134,0.03731343283554244,0.6666666666296296,0.0016153378573075434,22286.359375,5.555533810763791e-11,0.9999999999444447,36,36,36,2.7142857142857144,SCOOTER,['NO PARKING'],0.20189237652125055,12.999772111111112,77.61094975277778
186,783,BTP180 - Swagath Poornima Theatre,BTP180 - Swagath Poornima Theatre (Cluster 783),25,4,4.0,134,0.029850746268433953,0.6799999999456,0.0009100883866464675,27469.859375,8.000000661922968e-11,0.99999999992,25,25,25,2.7,TEMPO,['WRONG PARKING'],0.20176945838912663,12.96111488,77.58676884
187,197,BTP219 - Canara Bank Junction,BTP219 - Canara Bank Junction (Cluster 197),27,4,4.0,134,0.029850746268433953,0.6296296295829904,0.005707684316831424,4730.46484375,7.407408020299044e-11,0.9999999999259259,27,27,27,2.4166666666666665,CAR,['NO PARKING'],0.20109156300270178,12.93154171111111,77.58382757407408
188,187,"BTP022 - Marenahalli Junction, Vijayanagar","BTP022 - Marenahalli Junction, Vijayanagar (Cluster 187)",18,4,4.0,134,0.029850746268433953,0.6666666665925925,0.0015010652090349322,11991.484375,1.1111112030448567e-10,0.9999999998888889,18,18,18,2.5,SCOOTER,['NO PARKING'],0.20032203126766046,12.96874915,77.53645142777778
189,469,BTP214 - 5th Main Chamrajpet  Junction,BTP214 - 5th Main Chamrajpet  Junction (Cluster 469),24,4,4.0,134,0.029850746268433953,0.9166666665902777,0.009398116705515878,2553.703125,8.333334022836425e-11,0.9999999999166667,24,24,24,0.5416666666666666,SCOOTER,"['NO PARKING', 'WRONG PARKING']",0.19951342937907562,12.957944316666667,77.56740125
190,485,POLICE_STATION::HAL Old Airport,POLICE_STATION::HAL Old Airport (Cluster 485),33,5,5.0,134,0.03731343283554244,0.6363636363250689,0.003904672017718466,8451.4140625,6.060574264665775e-11,0.9999999999393943,33,33,33,2.5,CAR,['WRONG PARKING'],0.1993894121283571,12.959010730303032,77.71592108787878
191,407,BTP136 - Hosur-Tavarkere Road Junction,BTP136 - Hosur-Tavarkere Road Junction (Cluster 407),86,16,16.0,134,0.11940298507373581,0.5449011401541898,0.016240227906102214,5295.4921875,2.3255841696823154e-11,0.9999999999767442,86,86,86,0.6981132075471698,SCOOTER,['NO PARKING'],0.1988101649706682,12.930913131395348,77.60640085813954
192,276,POLICE_STATION::Pulikeshinagar(F.Town),POLICE_STATION::Pulikeshinagar(F.Town) (Cluster 276),171,16,16.0,134,0.11940298507373581,0.8413536281509321,0.0014346566590275624,119192.28125,1.1695755475216174e-11,0.9999999999883042,171,171,171,0.9444444444444444,SCOOTER,['NO PARKING'],0.19781974715441425,12.99590419883041,77.61324382865497
193,123,BTP042 - Minsk Square Junction (CTO),BTP042 - Minsk Square Junction (CTO) (Cluster 123),333,20,20.0,134,0.14925373134216977,0.5903250111129605,0.0053671709554253474,62043.859375,6.005862474012247e-12,0.9999999999939941,333,333,333,1.3402777777777777,SCOOTER,['WRONG PARKING'],0.19725319231259203,12.981368157657656,77.59847802402403
194,36,BTP034 - LRDE Junction,BTP034 - LRDE Junction (Cluster 36),37,9,9.0,134,0.06716417910397639,0.6216216215880205,0.001288027544643055,28726.09375,5.4053872489134847e-11,0.9999999999459461,37,37,37,2.4375,CAR,['WRONG PARKING'],0.19701177027975353,12.988952762162162,77.59234617567567
195,373,BTP054 - Shivananda Circle,BTP054 - Shivananda Circle (Cluster 373),16,4,4.0,134,0.029850746268433953,0.874999999890625,0.00833988280183792,1918.4921875,1.2500001034254637e-10,0.999999999875,16,16,16,0.5625,CAR,['NO PARKING'],0.19666206674579248,12.98728115,77.580185875
196,393,BTP135 - UCO Bank Junction,BTP135 - UCO Bank Junction (Cluster 393),142,11,11.0,134,0.08208955223819336,0.8694830610487838,0.0038560441306598804,36825.3046875,1.4084289290394736e-11,0.9999999999859157,142,142,142,0.9210526315789473,SCOOTER,['NO PARKING'],0.1953224564015256,12.936107884507042,77.61601190704225
197,429,POLICE_STATION::Banaswadi,POLICE_STATION::Banaswadi (Cluster 429),57,10,10.0,134,0.07462686567108488,0.733073067181634,0.004374391821038114,13030.3828125,3.508748847025345e-11,0.9999999999649125,57,57,57,1.5,SCOOTER,['NO PARKING'],0.19510206793719734,12.993477219298246,77.66228104385965
198,498,"BTP001 - 10th Cross, Dr. Rajkumar Road","BTP001 - 10th Cross, Dr. Rajkumar Road (Cluster 498)",31,4,4.0,134,0.029850746268433953,0.6129032257669095,0.005554322972401662,5581.23828125,6.451617018399247e-11,0.9999999999354838,31,31,31,2.357142857142857,SCOOTER,['WRONG PARKING'],0.19483657376304195,13.00439274516129,77.55335160967742
199,778,"BTP210 - 50th cross, 12th Main , Rajajinagar","BTP210 - 50th cross, 12th Main , Rajajinagar (Cluster 778)",28,6,6.0,134,0.04477611940265093,0.6428571428112245,0.0007222493715080095,38767.7734375,7.142864077991362e-11,0.9999999999285714,28,28,28,2.5,CAR,['NO PARKING'],0.19402122409154463,12.988300542857145,77.55568063928571
200,758,BTP018 - Dhobi Ghat Junction,BTP018 - Dhobi Ghat Junction (Cluster 758),65,8,8.0,134,0.059701492536867906,0.8800215166409278,0.0006116567214861495,106268.7578125,3.0769387038276363e-11,0.9999999999692306,65,65,65,1.3888888888888888,CAR,['WRONG PARKING'],0.19401577861397531,12.987002810769232,77.54941942153846
201,87,"BTP070 - Cholurpalya Junction, Magadi Road","BTP070 - Cholurpalya Junction, Magadi Road (Cluster 87)",82,7,7.0,134,0.05223880596975942,0.9756097560737657,0.005487410220510292,14943.296875,2.439026758338514e-11,0.9999999999756097,82,82,82,0.5121951219512195,SCOOTER,['NO PARKING'],0.19382306638042673,12.973666373170731,77.55122360853659
202,9,POLICE_STATION::K.R. Pura,POLICE_STATION::K.R. Pura (Cluster 9),128,13,13.0,134,0.09701492537241034,0.5359397776793919,0.0070673054733223,18111.5703125,1.5624834759364603e-11,0.9999999999843752,128,128,128,1.8392857142857142,SCOOTER,['WRONG PARKING'],0.19152590921309243,13.0057245203125,77.68582747421875
203,122,POLICE_STATION::Sadashivanagar,POLICE_STATION::Sadashivanagar (Cluster 122),30,4,4.0,134,0.029850746268433953,0.9333333332711111,0.0070666175929317175,4245.3125,6.66666721826914e-11,0.9999999999333333,30,30,30,0.5333333333333333,SCOOTER,['NO PARKING'],0.19125778544514113,13.029039326666666,77.57087747666667
204,473,POLICE_STATION::HAL Old Airport,POLICE_STATION::HAL Old Airport (Cluster 473),337,13,13.0,134,0.09701492537241034,0.9121866364116163,0.002601660693771742,129532.6484375,5.934586155831312e-12,0.9999999999940654,337,337,337,0.5714285714285714,CAR,"['PARKING IN A MAIN ROAD', 'WRONG PARKING']",0.1911420072886389,12.939359207121663,77.69632467032642
205,350,BTP017 - Attiguppe Circle,BTP017 - Attiguppe Circle (Cluster 350),49,5,5.0,134,0.03731343283554244,0.5510204081407747,0.009319077363792899,5258.03125,4.0816239277319255e-11,0.9999999999591838,49,49,49,2.125,SCOOTER,['WRONG PARKING'],0.19075995563618223,12.96077081176054,77.52855258302796
206,402,POLICE_STATION::R.T. Nagar,POLICE_STATION::R.T. Nagar (Cluster 402),30,8,8.0,134,0.059701492536867906,0.5333333332977778,0.007489117376310676,4005.8125,6.66666721826914e-11,0.9999999999333333,30,30,30,2.0,PASSENGER AUTO,['NO PARKING'],0.19065847126014818,13.023330936666666,77.58485043666666
207,250,POLICE_STATION::Jalahalli,POLICE_STATION::Jalahalli (Cluster 250),65,6,6.0,134,0.04477611940265093,0.32307692306698227,0.030854354098200105,2106.671875,3.0769387038276363e-11,0.9999999999692306,65,65,65,0.7613636363636364,SCOOTER,['NO PARKING'],0.19000457532255874,13.050518967692309,77.52553715692308
208,790,BTP140 - Madiwala Check Post,BTP140 - Madiwala Check Post (Cluster 790),6,3,3.0,134,0.022388059701325465,0.6666666664444444,0.005999999999994,1000.0,3.33333360913457e-10,0.9999999996666666,6,6,6,0.6666666666666666,CAR,['NO PARKING'],0.1895646778531015,12.929193566666669,77.60942271666666
209,524,BTP032 - Windsor Circle,BTP032 - Windsor Circle (Cluster 524),23,5,5.0,134,0.03731343283554244,0.9130434781814745,0.0048855123979823604,4707.796875,8.695644204692599e-11,0.9999999999130436,23,23,23,0.5434782608695652,CAR,['NO PARKING'],0.1870944926276656,12.996424065217392,77.58442989130434
210,264,BTP109 - Dewan Madhava Rao Junction,BTP109 - Dewan Madhava Rao Junction (Cluster 264),28,4,4.0,134,0.029850746268433953,0.8571428570816326,0.008640350242766104,3240.609375,7.142864077991362e-11,0.9999999999285714,28,28,28,0.5555555555555556,SCOOTER,['NO PARKING'],0.18680735839313825,12.940090817857143,77.57310853928571
211,360,POLICE_STATION::Mahadevapura,POLICE_STATION::Mahadevapura (Cluster 360),205,22,22.0,134,0.16417910447638673,0.6213914266872552,0.004064634504316657,50435.0390625,9.7559738065911e-12,0.999999999990244,205,205,205,0.7863247863247863,CAR,"['PARKING IN A MAIN ROAD', 'WRONG PARKING']",0.18667969461228917,12.996214841951218,77.66855806146341
212,484,"BTP070 - Cholurpalya Junction, Magadi Road","BTP070 - Cholurpalya Junction, Magadi Road (Cluster 484)",165,9,9.0,134,0.06716417910397639,0.8091760254707107,0.004633551255040667,35609.8359375,1.2121192938252534e-11,0.9999999999878788,165,165,165,1.0272727272727273,SCOOTER,['NO PARKING'],0.18626210090324913,12.973560944848485,77.55099136
213,464,POLICE_STATION::Jeevanbheemanagar,POLICE_STATION::Jeevanbheemanagar (Cluster 464),69,11,11.0,134,0.08208955223819336,0.833427845883852,0.0027325743467825113,25250.9140625,2.8985702726913587e-11,0.9999999999710143,69,69,69,0.825,SCOOTER,['NO PARKING'],0.1854555068307442,12.97810134347826,77.63954483188405
214,145,"BTP016 - 5th Main Road, RPC Layout","BTP016 - 5th Main Road, RPC Layout (Cluster 145)",298,17,17.0,134,0.1268656716408443,0.3837259693619045,0.015676069541187283,19009.8671875,6.711298183859071e-12,0.9999999999932887,298,298,298,1.0827586206896551,SCOOTER,['WRONG PARKING'],0.18544131462901167,12.96510499161074,77.53820424395974
215,438,POLICE_STATION::Bellandur,POLICE_STATION::Bellandur (Cluster 438),24,5,5.0,134,0.03731343283554244,0.5833333332847223,0.004034675620353682,5948.43359375,8.333334022836425e-11,0.9999999999166667,24,24,24,2.1666666666666665,CAR,['NO PARKING'],0.18515598679355905,12.899809870833332,77.67545593333334
216,85,POLICE_STATION::Yeshwanthpura,POLICE_STATION::Yeshwanthpura (Cluster 85),43,3,3.0,134,0.022388059701325465,0.0,0.042999999999957,1000.0,4.651146134904138e-11,0.9999999999534885,43,43,43,1.0,CAR,['WRONG PARKING'],0.18486287017049474,13.034700225763627,77.55713622360886
217,496,POLICE_STATION::Hulimavu,POLICE_STATION::Hulimavu (Cluster 496),56,7,7.0,134,0.05223880596975942,0.6071428571211734,0.0010038074101376526,55787.59375,3.5714098345351886e-11,0.9999999999642859,56,56,56,2.4166666666666665,CAR,['WRONG PARKING'],0.18470307301304556,12.8920134625,77.63801531964285
218,45,"BTP095 - Satellite Bus Stand, Mysore Road","BTP095 - Satellite Bus Stand, Mysore Road (Cluster 45)",88,6,6.0,134,0.04477611940265093,0.9772727272505166,0.0036530616282262358,24089.3828125,2.272737553710158e-11,0.9999999999772726,88,88,88,0.5113636363636364,PASSENGER AUTO,['WRONG PARKING'],0.18462915330109664,12.953610334090907,77.54287002954545
219,40,POLICE_STATION::Halasur,POLICE_STATION::Halasur (Cluster 40),40,6,6.0,134,0.04477611940265093,0.9499999999525,0.0034090288662179643,11733.546875,4.9999782092413625e-11,0.9999999999500002,40,40,40,0.525,PASSENGER AUTO,"['NO PARKING', 'WRONG PARKING', 'PARKING IN A MAIN ROAD', 'PARKING ON FOOTPATH', 'PARKING NEAR ROAD CROSSING']",0.18429296680556742,12.9783929575,77.62870983
220,718,POLICE_STATION::Kodigehalli,POLICE_STATION::Kodigehalli (Cluster 718),16,2,2.0,134,0.014925373134216977,0.624999999921875,0.0018541932335525342,8629.08984375,1.2500001034254637e-10,0.999999999875,16,16,16,2.25,CAR,['NO PARKING'],0.18395250414284342,13.0711266875,77.59269806875
221,561,POLICE_STATION::Peenya,POLICE_STATION::Peenya (Cluster 561),45,7,7.0,134,0.05223880596975942,0.9555555555130865,0.002256164794036718,19945.3515625,4.444422607718934e-11,0.9999999999555558,45,45,45,0.5222222222222223,PASSENGER AUTO,['WRONG PARKING'],0.18316661313001034,13.039876126666668,77.51845208222223
222,320,BTP053 - Three Let Junction,BTP053 - Three Let Junction (Cluster 320),15,2,2.0,134,0.014925373134216977,0.8666666665511111,0.0059465369165324225,2522.4765625,1.333333443653828e-10,0.9999999998666667,15,15,15,0.5666666666666667,PASSENGER AUTO,['WRONG PARKING'],0.1828363888683054,12.9843953,77.58232827333333
223,341,BTP032 - Windsor Circle,BTP032 - Windsor Circle (Cluster 341),819,28,28.0,134,0.20895522387903767,0.34926611338064917,0.009100672280565068,89993.3515625,2.4420465649654943e-12,0.999999999997558,819,819,819,0.8409090909090909,SCOOTER,['WRONG PARKING'],0.18181880734376793,12.992328987859814,77.5888701927762
224,151,POLICE_STATION::Hebbala,POLICE_STATION::Hebbala (Cluster 151),269,23,23.0,134,0.17164179104349522,0.5677274931016092,0.007131684297038439,37719.0,7.434941551309748e-12,0.9999999999925651,269,269,269,0.45989304812834225,SCOOTER,['NO PARKING'],0.18173304128692883,13.035250067286244,77.58898769665427
225,457,"BTP206 - Shankara Mutt Circle, Vijayanagar","BTP206 - Shankara Mutt Circle, Vijayanagar (Cluster 457)",73,6,6.0,134,0.04477611940265093,0.9726027396993808,0.00217865457121663,33506.91796875,2.7397417667884838e-11,0.9999999999726026,73,73,73,0.5136986301369864,SCOOTER,['WRONG PARKING'],0.1796851472017176,12.998416657534246,77.54124579452055
226,406,POLICE_STATION::Jnanabharathi,POLICE_STATION::Jnanabharathi (Cluster 406),108,24,24.0,134,0.17910447761060372,0.38131963483371667,0.007879778654828183,13705.96875,1.851852005074761e-11,0.9999999999814815,108,108,108,1.0298507462686568,CAR,['NO PARKING'],0.17898364861949023,12.960968301851851,77.51174831574073
227,103,BTP104 - Medical College Circle,BTP104 - Medical College Circle (Cluster 103),141,16,16.0,134,0.11940298507373581,0.8447460538754862,0.0010209621380196147,138105.0234375,1.4184209362611e-11,0.9999999999858158,141,141,141,0.3425925925925926,SCOOTER,['WRONG PARKING'],0.1787232409892558,12.959541207092196,77.57740102553191
228,99,BTP023 - Mahalaxmi Layout Entrance,BTP023 - Mahalaxmi Layout Entrance (Cluster 99),41,5,5.0,134,0.03731343283554244,0.560975609728733,0.0047787810465962,8579.59375,4.878031312216535e-11,0.9999999999512197,41,41,41,2.15,SCOOTER,['WRONG PARKING'],0.17870498863388112,13.008117773170731,77.54854039512195
229,28,BTP054 - Shivananda Circle,BTP054 - Shivananda Circle (Cluster 28),53,15,15.0,134,0.11194029850662732,0.5452144632343193,0.004342780032173601,12204.1640625,3.7735814473194296e-11,0.9999999999622642,53,53,53,1.375,CAR,['NO PARKING'],0.17841298181805143,12.983879291942438,77.57776257978871
230,319,"BTP163 - 16th Main Road, BTM Layout","BTP163 - 16th Main Road, BTM Layout (Cluster 319)",51,6,6.0,134,0.04477611940265093,0.8823529411418685,0.004832806225791092,10552.875,3.9215519720414704e-11,0.9999999999607845,51,51,51,0.5408163265306123,CAR,['NO PARKING'],0.178059316231546,12.913667733333334,77.60650345294118
231,7,POLICE_STATION::HAL Old Airport,POLICE_STATION::HAL Old Airport (Cluster 7),344,7,7.0,134,0.05223880596975942,0.9709302325524947,0.0019115628671793207,179957.4609375,5.813793890752095e-12,0.9999999999941862,344,344,344,0.5088235294117647,SCOOTER,['NO PARKING'],0.1780467731979887,12.933763406902168,77.69038360325544
232,366,"BTP148 - 17th Main, Doopanahalli Bus Stop","BTP148 - 17th Main, Doopanahalli Bus Stop (Cluster 366)",328,14,14.0,134,0.10447761193951884,0.7772536842611013,0.00040266944599123594,814563.9140625,6.097566895846285e-12,0.9999999999939024,328,328,328,0.9391304347826087,CAR,['NO PARKING'],0.1780445541506865,12.969011838370491,77.64492171694344
233,4,POLICE_STATION::Pulikeshinagar(F.Town),POLICE_STATION::Pulikeshinagar(F.Town) (Cluster 4),227,24,24.0,134,0.17910447761060372,0.5362158257045923,0.0007708916655775567,294464.203125,8.810507878820317e-12,0.9999999999911895,227,227,227,1.0777777777777777,SCOOTER,['NO PARKING'],0.17756368835536668,12.995530915859032,77.61257689030838
234,472,POLICE_STATION::Mahadevapura,POLICE_STATION::Mahadevapura (Cluster 472),34,5,5.0,134,0.03731343283554244,0.941176470532872,0.002223239390570704,15293.0,5.882339060292452e-11,0.9999999999411766,34,34,34,0.5294117647058824,PASSENGER AUTO,"['PARKING IN A MAIN ROAD', 'WRONG PARKING']",0.17750199214383103,12.99652433529412,77.66908644411764
235,261,POLICE_STATION::Mahadevapura,POLICE_STATION::Mahadevapura (Cluster 261),27,6,6.0,134,0.04477611940265093,0.9259259258573388,0.0012431958767336183,21718.21875,7.407408020299044e-11,0.9999999999259259,27,27,27,0.5370370370370371,PASSENGER AUTO,['NO PARKING'],0.17734368787998825,12.995640788888888,77.69523699629629
236,107,POLICE_STATION::Yelahanka,POLICE_STATION::Yelahanka (Cluster 107),21,2,2.0,134,0.014925373134216977,0.809523809446712,0.008359482632611716,2512.1171875,9.523803967681488e-11,0.999999999904762,21,21,21,0.575,MOTOR CYCLE,['WRONG PARKING'],0.17719553285483602,13.093943976190475,77.5943195047619
237,738,POLICE_STATION::Halasur,POLICE_STATION::Halasur (Cluster 738),26,7,7.0,134,0.05223880596975942,0.8461538460887574,0.003414005629826143,7615.6875,7.692313452878352e-11,0.9999999999230769,26,26,26,0.56,SCOOTER,['WRONG PARKING'],0.17704533195608885,12.978758838461538,77.62889721153846
238,288,POLICE_STATION::Electronic City,POLICE_STATION::Electronic City (Cluster 288),36,3,3.0,134,0.022388059701325465,0.8888888888395061,0.006006624493418172,5993.3828125,5.555533810763791e-11,0.9999999999444447,36,36,36,0.5428571428571428,SCOOTER,['WRONG PARKING'],0.17681848547556592,12.818453477777778,77.68905428055557
239,684,"BTP115 - Sahasra Hospital, Jayanagar","BTP115 - Sahasra Hospital, Jayanagar (Cluster 684)",17,4,4.0,134,0.029850746268433953,0.8823529410726644,0.002431350114416128,6992.0,1.1764700325045396e-10,0.999999999882353,17,17,17,0.5588235294117647,SCOOTER,['NO PARKING'],0.1763751435997657,12.917185688235294,77.57342117058823
240,104,POLICE_STATION::Mahadevapura,POLICE_STATION::Mahadevapura (Cluster 104),113,6,6.0,134,0.04477611940265093,0.9469026548504974,0.00263456422952469,42891.34375,1.7699175458574246e-11,0.9999999999823008,113,113,113,0.5180180180180181,PASSENGER AUTO,['NO PARKING'],0.17613463421941822,13.000369847746285,77.67703044627365
241,567,POLICE_STATION::Pulikeshinagar(F.Town),POLICE_STATION::Pulikeshinagar(F.Town) (Cluster 567),19,5,5.0,134,0.03731343283554244,0.5789473683601108,0.0010507730332407926,18081.92578125,1.0526313154457512e-10,0.9999999998947369,19,19,19,2.1,CAR,['NO PARKING'],0.17556659372011274,12.995121589473683,77.61477327368421
242,564,POLICE_STATION::Jeevanbheemanagar,POLICE_STATION::Jeevanbheemanagar (Cluster 564),23,7,7.0,134,0.05223880596975942,0.5652173912551984,0.0008387433322896219,27421.9765625,8.695644204692599e-11,0.9999999999130436,23,23,23,2.0833333333333335,CAR,['NO PARKING'],0.17537572369497928,12.970572382608694,77.6461033826087
243,638,POLICE_STATION::HSR Layout,POLICE_STATION::HSR Layout (Cluster 638),151,18,18.0,134,0.13432835820795277,0.5433289524615985,0.007555129224449658,19986.421875,1.3244960683778118e-11,0.999999999986755,151,151,151,0.7613636363636364,MOTOR CYCLE,['NO PARKING'],0.17521766176824102,12.912490950331126,77.63469243708609
244,604,POLICE_STATION::Yeshwanthpura,POLICE_STATION::Yeshwanthpura (Cluster 604),22,4,4.0,134,0.029850746268433953,0.9090909090082645,0.002193101154843548,10031.45703125,9.090905805919647e-11,0.9999999999090909,22,22,22,0.5454545454545454,MOTOR CYCLE,['NO PARKING'],0.17507602383952492,13.027445245454544,77.5425054409091
245,49,BTP074 - Leprosy Hospital Junction,BTP074 - Leprosy Hospital Junction (Cluster 49),322,21,21.0,134,0.15671641790927826,0.568552036106938,0.005793027452788184,55584.0625,6.211031688962976e-12,0.999999999993789,322,322,322,0.5825242718446602,SCOOTER,['WRONG PARKING'],0.17507228821145557,12.975695475185145,77.55977060421306
246,517,"BTP210 - 50th cross, 12th Main , Rajajinagar","BTP210 - 50th cross, 12th Main , Rajajinagar (Cluster 517)",19,5,5.0,134,0.03731343283554244,0.8947368420110803,0.0009638126398954536,19713.375,1.0526313154457512e-10,0.9999999998947369,19,19,19,0.5526315789473685,CAR,['WRONG PARKING'],0.17405124988887427,12.987202736842104,77.55577327894737
247,500,POLICE_STATION::Bellandur,POLICE_STATION::Bellandur (Cluster 500),21,2,2.0,134,0.014925373134216977,0.9047619046757369,0.003545355623701053,5923.2421875,9.523803967681488e-11,0.999999999904762,21,21,21,0.5476190476190477,CAR,['NO PARKING'],0.17395317152794584,12.912344233333334,77.68126265714285
248,682,BTP018 - Dhobi Ghat Junction,BTP018 - Dhobi Ghat Junction (Cluster 682),45,6,6.0,134,0.04477611940265093,0.9555555555130865,0.00036361814829540917,123756.19921875,4.444422607718934e-11,0.9999999999555558,45,45,45,0.5222222222222223,CAR,['WRONG PARKING'],0.1738044406442942,12.987921166666666,77.54989369333333
249,582,POLICE_STATION::Shivajinagar,POLICE_STATION::Shivajinagar (Cluster 582),27,4,4.0,134,0.029850746268433953,0.9259259258573388,0.001802630714198413,14978.109375,7.407408020299044e-11,0.9999999999259259,27,27,27,0.5370370370370371,CAR,['NO PARKING'],0.17343788360858314,12.980333196296296,77.6141195962963
